iteration,maxIt,threshold,trainPct,minInliers,bestModelCount,numPoints,n,d,noise,outlierRatio,outlierStrength,saltAndPepper,metric,mse,timeMs
892,50,0.1,0.2,50,1,1000,3,2,0.8,0,10,0,0,0.778589,3.53158
893,50,0.1,0.2,50,1,1000,3,2,0.8,0.3,1,1,0,1.14443,3.38015
894,50,0.1,0.2,50,1,1000,3,2,0.8,0.3,1,0,0,1.09186,3.40358
895,50,0.1,0.2,50,1,1000,3,2,0.8,0.3,10,1,0,1.00635,3.33991
896,50,0.1,0.2,50,1,1000,3,2,0.8,0.3,10,0,0,2.79607,3.27438
897,50,0.1,0.2,50,1,1000,3,2,0.8,0.5,1,1,0,1.10121,3.28842
898,50,0.1,0.2,50,1,1000,3,2,0.8,0.5,1,0,0,0.923757,3.48147
899,50,0.1,0.2,50,1,1000,3,2,0.8,0.5,10,1,0,1.31684,3.28934
900,50,0.1,0.2,50,1,1000,3,2,0.8,0.5,10,0,0,1.12727,3.30035
901,50,0.1,0.2,50,1,1000,10,2,0.01,0,1,1,0,0.00154267,7.61266
902,50,0.1,0.2,50,1,1000,10,2,0.01,0,1,0,0,0.00122044,7.96048
903,50,0.1,0.2,50,1,1000,10,2,0.01,0,10,1,0,0.0014031,7.87637
904,50,0.1,0.2,50,1,1000,10,2,0.01,0,10,0,0,0.00147662,7.81467
905,50,0.1,0.2,50,1,1000,10,2,0.01,0.3,1,1,0,2.77989,38.1311
906,50,0.1,0.2,50,1,1000,10,2,0.01,0.3,1,0,0,0.893554,3.95383
907,50,0.1,0.2,50,1,1000,10,2,0.01,0.3,10,1,0,209.617,53.2422
908,50,0.1,0.2,50,1,1000,10,2,0.01,0.3,10,0,0,71.9034,38.9578
909,50,0.1,0.2,50,1,1000,10,2,0.01,0.5,1,1,0,4.50672,50.237
910,50,0.1,0.2,50,1,1000,10,2,0.01,0.5,1,0,0,1.77522,30.7007
911,50,0.1,0.2,50,1,1000,10,2,0.01,0.5,10,1,0,319.566,121.644
912,50,0.1,0.2,50,1,1000,10,2,0.01,0.5,10,0,0,100.957,91.4291
913,50,0.1,0.2,50,1,1000,10,2,0.3,0,1,1,0,1.34124,30.4299
914,50,0.1,0.2,50,1,1000,10,2,0.3,0,1,0,0,1.13192,30.8013
915,50,0.1,0.2,50,1,1000,10,2,0.3,0,10,1,0,1.14893,27.5064
916,50,0.1,0.2,50,1,1000,10,2,0.3,0,10,0,0,1.11252,26.3184
917,50,0.1,0.2,50,1,1000,10,2,0.3,0.3,1,1,0,3.61591,47.7171
918,50,0.1,0.2,50,1,1000,10,2,0.3,0.3,1,0,0,2.70393,40.4155
919,50,0.1,0.2,50,1,1000,10,2,0.3,0.3,10,1,0,203.597,59.9354
920,50,0.1,0.2,50,1,1000,10,2,0.3,0.3,10,0,0,70.2008,54.8104
921,50,0.1,0.2,50,1,1000,10,2,0.3,0.5,1,1,0,5.89622,62.9518
922,50,0.1,0.2,50,1,1000,10,2,0.3,0.5,1,0,0,2.68668,42.1635
923,50,0.1,0.2,50,1,1000,10,2,0.3,0.5,10,1,0,347.597,122.218
924,50,0.1,0.2,50,1,1000,10,2,0.3,0.5,10,0,0,103.446,89.4797
925,50,0.1,0.2,50,1,1000,10,2,0.8,0,1,1,0,6.37558,57.6613
926,50,0.1,0.2,50,1,1000,10,2,0.8,0,1,0,0,6.64536,56.9974
927,50,0.1,0.2,50,1,1000,10,2,0.8,0,10,1,0,6.05983,56.9848
928,50,0.1,0.2,50,1,1000,10,2,0.8,0,10,0,0,6.76243,57.3562
929,50,0.1,0.2,50,1,1000,10,2,0.8,0.3,1,1,0,8.88609,61.1486
930,50,0.1,0.2,50,1,1000,10,2,0.8,0.3,1,0,0,7.48698,61.0299
931,50,0.1,0.2,50,1,1000,10,2,0.8,0.3,10,1,0,182.674,83.0331
932,50,0.1,0.2,50,1,1000,10,2,0.8,0.3,10,0,0,66.7956,74.9164
933,50,0.1,0.2,50,1,1000,10,2,0.8,0.5,1,1,0,9.10447,63.7198
934,50,0.1,0.2,50,1,1000,10,2,0.8,0.5,1,0,0,7.98618,63.5189
935,50,0.1,0.2,50,1,1000,10,2,0.8,0.5,10,1,0,325.12,124.381
936,50,0.1,0.2,50,1,1000,10,2,0.8,0.5,10,0,0,98.6326,91.3007
937,50,0.1,0.2,50,1,1000,10,5,0.01,0,1,1,0,0.0012448,7.50455
938,50,0.1,0.2,50,1,1000,10,5,0.01,0,1,0,0,0.00127222,7.79452
939,50,0.1,0.2,50,1,1000,10,5,0.01,0,10,1,0,0.00122508,7.71407
940,50,0.1,0.2,50,1,1000,10,5,0.01,0,10,0,0,0.00116736,7.76714
941,50,0.1,0.2,50,1,1000,10,5,0.01,0.3,1,1,0,1.83034,7.86662
942,50,0.1,0.2,50,1,1000,10,5,0.01,0.3,1,0,0,0.836271,4.00277
943,50,0.1,0.2,50,1,1000,10,5,0.01,0.3,10,1,0,123.746,19.7169
944,50,0.1,0.2,50,1,1000,10,5,0.01,0.3,10,0,0,41.9353,3.89047
945,50,0.1,0.2,50,1,1000,10,5,0.01,0.5,1,1,0,3.62591,39.3313
946,50,0.1,0.2,50,1,1000,10,5,0.01,0.5,1,0,0,1.37502,15.7798
947,50,0.1,0.2,50,1,1000,10,5,0.01,0.5,10,1,0,57.5463,54.8476
948,50,0.1,0.2,50,1,1000,10,5,0.01,0.5,10,0,0,35.4576,47.5805
949,50,0.1,0.2,50,1,1000,10,5,0.3,0,1,1,0,0.956228,15.4254
950,50,0.1,0.2,50,1,1000,10,5,0.3,0,1,0,0,1.0227,19.7094
951,50,0.1,0.2,50,1,1000,10,5,0.3,0,10,1,0,1.45442,19.57
952,50,0.1,0.2,50,1,1000,10,5,0.3,0,10,0,0,0.96958,15.8599
953,50,0.1,0.2,50,1,1000,10,5,0.3,0.3,1,1,0,2.87815,35.2245
954,50,0.1,0.2,50,1,1000,10,5,0.3,0.3,1,0,0,1.36157,19.2852
955,50,0.1,0.2,50,1,1000,10,5,0.3,0.3,10,1,0,82.0446,46.7575
956,50,0.1,0.2,50,1,1000,10,5,0.3,0.3,10,0,0,30.143,40.39
957,50,0.1,0.2,50,1,1000,10,5,0.3,0.5,1,1,0,3.89331,43.1201
958,50,0.1,0.2,50,1,1000,10,5,0.3,0.5,1,0,0,2.20313,27.173
959,50,0.1,0.2,50,1,1000,10,5,0.3,0.5,10,1,0,91.4198,58.2643
960,50,0.1,0.2,50,1,1000,10,5,0.3,0.5,10,0,0,27.1418,59.4715
961,50,0.1,0.2,50,1,1000,10,5,0.8,0,1,1,0,4.42775,46.0845
962,50,0.1,0.2,50,1,1000,10,5,0.8,0,1,0,0,4.42101,49.8161
963,50,0.1,0.2,50,1,1000,10,5,0.8,0,10,1,0,4.26451,43.7896
964,50,0.1,0.2,50,1,1000,10,5,0.8,0,10,0,0,4.3026,44.7866
965,50,0.1,0.2,50,1,1000,10,5,0.8,0.3,1,1,0,5.13671,48.9071
966,50,0.1,0.2,50,1,1000,10,5,0.8,0.3,1,0,0,4.35509,44.5014
967,50,0.1,0.2,50,1,1000,10,5,0.8,0.3,10,1,0,10.5034,59.0383
968,50,0.1,0.2,50,1,1000,10,5,0.8,0.3,10,0,0,14.7873,57.4168
969,50,0.1,0.2,50,1,1000,10,5,0.8,0.5,1,1,0,5.40528,47.4212
970,50,0.1,0.2,50,1,1000,10,5,0.8,0.5,1,0,0,4.79042,43.0083
971,50,0.1,0.2,50,1,1000,10,5,0.8,0.5,10,1,0,10.46,58.3718
972,50,0.1,0.2,50,1,1000,10,5,0.8,0.5,10,0,0,18.5931,59.3949
973,50,0.1,0.2,50,500,1000,3,2,0.01,0,1,1,0,0.000228418,5.52534
974,50,0.1,0.2,50,500,1000,3,2,0.01,0,1,0,0,0.000442886,5.2841
975,50,0.1,0.2,50,500,1000,3,2,0.01,0,10,1,0,0.000661065,5.31964
976,50,0.1,0.2,50,500,1000,3,2,0.01,0,10,0,0,0.0003832,5.34452
977,50,0.1,0.2,50,500,1000,3,2,0.01,0.3,1,1,0,0.310074,3.87323
978,50,0.1,0.2,50,500,1000,3,2,0.01,0.3,1,0,0,0.118118,4.29118
979,50,0.1,0.2,50,500,1000,3,2,0.01,0.3,10,1,0,29.4182,4.00663
980,50,0.1,0.2,50,500,1000,3,2,0.01,0.3,10,0,0,8.72628,3.9168
981,50,0.1,0.2,50,500,1000,3,2,0.01,0.5,1,1,0,0.294536,3.82748
982,50,0.1,0.2,50,500,1000,3,2,0.01,0.5,1,0,0,0.118767,4.12225
983,50,0.1,0.2,50,500,1000,3,2,0.01,0.5,10,1,0,1.05845,3.38688
984,50,0.1,0.2,50,500,1000,3,2,0.01,0.5,10,0,0,1.39385,3.55217
985,50,0.1,0.2,50,500,1000,3,2,0.3,0,1,1,0,0.0935129,4.03888
986,50,0.1,0.2,50,500,1000,3,2,0.3,0,1,0,0,0.0924254,4.28028
987,50,0.1,0.2,50,500,1000,3,2,0.3,0,10,1,0,0.0975437,4.04996
988,50,0.1,0.2,50,500,1000,3,2,0.3,0,10,0,0,0.0871248,4.02298
989,50,0.1,0.2,50,500,1000,3,2,0.3,0.3,1,1,0,0.44678,3.8088
990,50,0.1,0.2,50,500,1000,3,2,0.3,0.3,1,0,0,0.201422,3.77446
991,50,0.1,0.2,50,500,1000,3,2,0.3,0.3,10,1,0,1.96437,3.51432
992,50,0.1,0.2,50,500,1000,3,2,0.3,0.3,10,0,0,2.0315,3.52888
993,50,0.1,0.2,50,500,1000,3,2,0.3,0.5,1,1,0,1.01347,3.60073
994,50,0.1,0.2,50,500,1000,3,2,0.3,0.5,1,0,0,0.258843,3.85815
995,50,0.1,0.2,50,500,1000,3,2,0.3,0.5,10,1,0,1.04578,3.38768
996,50,0.1,0.2,50,500,1000,3,2,0.3,0.5,10,0,0,1.37148,3.45284
997,50,0.1,0.2,50,500,1000,3,2,0.8,0,1,1,0,0.877975,3.64507
998,50,0.1,0.2,50,500,1000,3,2,0.8,0,1,0,0,0.609088,3.64021
999,50,0.1,0.2,50,500,1000,3,2,0.8,0,10,1,0,0.634115,3.68739
1000,50,0.1,0.2,50,500,1000,3,2,0.8,0,10,0,0,0.751261,3.78571
1001,50,0.1,0.2,50,500,1000,3,2,0.8,0.3,1,1,0,1.00276,3.75976
1002,50,0.1,0.2,50,500,1000,3,2,0.8,0.3,1,0,0,0.911089,3.55358
1003,50,0.1,0.2,50,500,1000,3,2,0.8,0.3,10,1,0,1.00574,3.75445
1004,50,0.1,0.2,50,500,1000,3,2,0.8,0.3,10,0,0,1.07571,3.41048
1005,50,0.1,0.2,50,500,1000,3,2,0.8,0.5,1,1,0,1.10705,3.49025
1006,50,0.1,0.2,50,500,1000,3,2,0.8,0.5,1,0,0,0.952414,3.5428
1007,50,0.1,0.2,50,500,1000,3,2,0.8,0.5,10,1,0,1.55501,3.45418
1008,50,0.1,0.2,50,500,1000,3,2,0.8,0.5,10,0,0,1.16782,3.44187
1009,50,0.1,0.2,50,500,1000,10,2,0.01,0,1,1,0,0.00122621,10.1665
1010,50,0.1,0.2,50,500,1000,10,2,0.01,0,1,0,0,0.00114931,9.4809
1011,50,0.1,0.2,50,500,1000,10,2,0.01,0,10,1,0,0.00160967,9.20628
1012,50,0.1,0.2,50,500,1000,10,2,0.01,0,10,0,0,0.001489,9.85252
1013,50,0.1,0.2,50,500,1000,10,2,0.01,0.3,1,1,0,2.12691,42.3825
1014,50,0.1,0.2,50,500,1000,10,2,0.01,0.3,1,0,0,0.898993,7.61115
1015,50,0.1,0.2,50,500,1000,10,2,0.01,0.3,10,1,0,181.915,57.3859
1016,50,0.1,0.2,50,500,1000,10,2,0.01,0.3,10,0,0,69.1222,38.0231
1017,50,0.1,0.2,50,500,1000,10,2,0.01,0.5,1,1,0,4.59156,55.3088
1018,50,0.1,0.2,50,500,1000,10,2,0.01,0.5,1,0,0,1.62593,30.858
1019,50,0.1,0.2,50,500,1000,10,2,0.01,0.5,10,1,0,228.813,122.347
1020,50,0.1,0.2,50,500,1000,10,2,0.01,0.5,10,0,0,86.017,86.6729
1021,50,0.1,0.2,50,500,1000,10,2,0.3,0,1,1,0,1.42167,26.6729
1022,50,0.1,0.2,50,500,1000,10,2,0.3,0,1,0,0,1.70571,26.6914
1023,50,0.1,0.2,50,500,1000,10,2,0.3,0,10,1,0,0.879823,27.0696
1024,50,0.1,0.2,50,500,1000,10,2,0.3,0,10,0,0,0.845528,26.7628
1025,50,0.1,0.2,50,500,1000,10,2,0.3,0.3,1,1,0,4.18013,46.1384
1026,50,0.1,0.2,50,500,1000,10,2,0.3,0.3,1,0,0,2.21438,34.3066
1027,50,0.1,0.2,50,500,1000,10,2,0.3,0.3,10,1,0,174.565,71.1998
1028,50,0.1,0.2,50,500,1000,10,2,0.3,0.3,10,0,0,73.4603,54.3578
1029,50,0.1,0.2,50,500,1000,10,2,0.3,0.5,1,1,0,3.79055,60.7545
1030,50,0.1,0.2,50,500,1000,10,2,0.3,0.5,1,0,0,2.76879,41.9481
1031,50,0.1,0.2,50,500,1000,10,2,0.3,0.5,10,1,0,298.182,122.205
1032,50,0.1,0.2,50,500,1000,10,2,0.3,0.5,10,0,0,103.337,84.0712
1033,50,0.1,0.2,50,500,1000,10,2,0.8,0,1,1,0,5.36522,57.9699
1034,50,0.1,0.2,50,500,1000,10,2,0.8,0,1,0,0,5.73379,59.8808
1035,50,0.1,0.2,50,500,1000,10,2,0.8,0,10,1,0,5.50391,58.8731
1036,50,0.1,0.2,50,500,1000,10,2,0.8,0,10,0,0,6.42074,54.8027
1037,50,0.1,0.2,50,500,1000,10,2,0.8,0.3,1,1,0,7.75071,63.3213
1038,50,0.1,0.2,50,500,1000,10,2,0.8,0.3,1,0,0,7.0682,62.4054
1039,50,0.1,0.2,50,500,1000,10,2,0.8,0.3,10,1,0,153.019,84.4029
1040,50,0.1,0.2,50,500,1000,10,2,0.8,0.3,10,0,0,63.8452,77.599
1041,50,0.1,0.2,50,500,1000,10,2,0.8,0.5,1,1,0,8.70773,75.0764
1042,50,0.1,0.2,50,500,1000,10,2,0.8,0.5,1,0,0,6.84439,62.1436
1043,50,0.1,0.2,50,500,1000,10,2,0.8,0.5,10,1,0,297.767,123.329
1044,50,0.1,0.2,50,500,1000,10,2,0.8,0.5,10,0,0,92.07,91.7238
1045,50,0.1,0.2,50,500,1000,10,5,0.01,0,1,1,0,0.00115345,10.1826
1046,50,0.1,0.2,50,500,1000,10,5,0.01,0,1,0,0,0.00150918,10.0486
1047,50,0.1,0.2,50,500,1000,10,5,0.01,0,10,1,0,0.00154107,10.0219
1048,50,0.1,0.2,50,500,1000,10,5,0.01,0,10,0,0,0.00145202,10.2224
1049,50,0.1,0.2,50,500,1000,10,5,0.01,0.3,1,1,0,1.67962,11.8737
1050,50,0.1,0.2,50,500,1000,10,5,0.01,0.3,1,0,0,1.08619,3.8806
1051,50,0.1,0.2,50,500,1000,10,5,0.01,0.3,10,1,0,86.8855,31.9486
1052,50,0.1,0.2,50,500,1000,10,5,0.01,0.3,10,0,0,40.4895,11.8267
1053,50,0.1,0.2,50,500,1000,10,5,0.01,0.5,1,1,0,2.58395,41.0594
1054,50,0.1,0.2,50,500,1000,10,5,0.01,0.5,1,0,0,0.997872,19.6059
1055,50,0.1,0.2,50,500,1000,10,5,0.01,0.5,10,1,0,58.6551,58.8086
1056,50,0.1,0.2,50,500,1000,10,5,0.01,0.5,10,0,0,31.0872,59.5842
1057,50,0.1,0.2,50,500,1000,10,5,0.3,0,1,1,0,0.490723,20.4089
1058,50,0.1,0.2,50,500,1000,10,5,0.3,0,1,0,0,1.00603,15.6512
1059,50,0.1,0.2,50,500,1000,10,5,0.3,0,10,1,0,0.529297,20.2492
1060,50,0.1,0.2,50,500,1000,10,5,0.3,0,10,0,0,0.797892,14.1435
1061,50,0.1,0.2,50,500,1000,10,5,0.3,0.3,1,1,0,2.024,36.5382
1062,50,0.1,0.2,50,500,1000,10,5,0.3,0.3,1,0,0,1.84821,24.213
1063,50,0.1,0.2,50,500,1000,10,5,0.3,0.3,10,1,0,61.4764,51.75
1064,50,0.1,0.2,50,500,1000,10,5,0.3,0.3,10,0,0,33.6786,43.539
1065,50,0.1,0.2,50,500,1000,10,5,0.3,0.5,1,1,0,1.92522,40.4659
1066,50,0.1,0.2,50,500,1000,10,5,0.3,0.5,1,0,0,1.28867,31.9496
1067,50,0.1,0.2,50,500,1000,10,5,0.3,0.5,10,1,0,12.7283,59.3749
1068,50,0.1,0.2,50,500,1000,10,5,0.3,0.5,10,0,0,26.2448,55.4612
1069,50,0.1,0.2,50,500,1000,10,5,0.8,0,1,1,0,3.73837,39.2803
1070,50,0.1,0.2,50,500,1000,10,5,0.8,0,1,0,0,4.00266,43.2182
1071,50,0.1,0.2,50,500,1000,10,5,0.8,0,10,1,0,3.47364,43.1644
1072,50,0.1,0.2,50,500,1000,10,5,0.8,0,10,0,0,3.60201,43.6986
1073,50,0.1,0.2,50,500,1000,10,5,0.8,0.3,1,1,0,4.52185,48.4647
1074,50,0.1,0.2,50,500,1000,10,5,0.8,0.3,1,0,0,4.13841,43.3487
1075,50,0.1,0.2,50,500,1000,10,5,0.8,0.3,10,1,0,36.4708,55.5157
1076,50,0.1,0.2,50,500,1000,10,5,0.8,0.3,10,0,0,16.8972,51.0628
1077,50,0.1,0.2,50,500,1000,10,5,0.8,0.5,1,1,0,4.79995,48.139
1078,50,0.1,0.2,50,500,1000,10,5,0.8,0.5,1,0,0,4.35913,48.2022
1079,50,0.1,0.2,50,500,1000,10,5,0.8,0.5,10,1,0,7.87674,61.5498
1080,50,0.1,0.2,50,500,1000,10,5,0.8,0.5,10,0,0,15.1957,62.8997
1081,50,0.1,0.5,50,1,100,3,2,0.01,0,1,1,0,8.77775e-05,0.921253
1082,50,0.1,0.5,50,1,100,3,2,0.01,0,1,0,0,0.000113045,0.683013
1083,50,0.1,0.5,50,1,100,3,2,0.01,0,10,1,0,0.00010799,0.668873
1084,50,0.1,0.5,50,1,100,3,2,0.01,0,10,0,0,0.000105714,0.651294
1085,50,0.1,0.5,50,1,100,3,2,0.01,0.3,1,1,0,0.282549,0.605405
1086,50,0.1,0.5,50,1,100,3,2,0.01,0.3,1,0,0,0.116754,0.669343
1087,50,0.1,0.5,50,1,100,3,2,0.01,0.3,10,1,0,37.9709,0.542788
1088,50,0.1,0.5,50,1,100,3,2,0.01,0.3,10,0,0,14.6282,0.422283
1089,50,0.1,0.5,50,1,100,3,2,0.01,0.5,1,1,0,0.472071,0.373475
1090,50,0.1,0.5,50,1,100,3,2,0.01,0.5,1,0,0,0.160544,0.453141
1091,50,0.1,0.5,50,1,100,3,2,0.01,0.5,10,1,0,50.0221,0.383765
1092,50,0.1,0.5,50,1,100,3,2,0.01,0.5,10,0,0,14.0079,0.376785
1093,50,0.1,0.5,50,1,100,3,2,0.3,0,1,1,0,0.119677,0.48981
1094,50,0.1,0.5,50,1,100,3,2,0.3,0,1,0,0,0.152378,0.436622
1095,50,0.1,0.5,50,1,100,3,2,0.3,0,10,1,0,0.159026,0.421843
1096,50,0.1,0.5,50,1,100,3,2,0.3,0,10,0,0,0.0877819,0.466452
1097,50,0.1,0.5,50,1,100,3,2,0.3,0.3,1,1,0,0.392224,1.34925
1098,50,0.1,0.5,50,1,100,3,2,0.3,0.3,1,0,0,0.209172,0.392015
1099,50,0.1,0.5,50,1,100,3,2,0.3,0.3,10,1,0,21.4883,0.589947
1100,50,0.1,0.5,50,1,100,3,2,0.3,0.3,10,0,0,11.7982,0.75024
1101,50,0.1,0.5,50,1,100,3,2,0.3,0.5,1,1,0,0.535814,0.694553
1102,50,0.1,0.5,50,1,100,3,2,0.3,0.5,1,0,0,0.32918,0.362015
1103,50,0.1,0.5,50,1,100,3,2,0.3,0.5,10,1,0,1.6562,2.86576
1104,50,0.1,0.5,50,1,100,3,2,0.3,0.5,10,0,0,12.3621,2.11512
1105,50,0.1,0.5,50,1,100,3,2,0.8,0,1,1,0,1.1255,2.0891
1106,50,0.1,0.5,50,1,100,3,2,0.8,0,1,0,0,0.731617,1.72741
1107,50,0.1,0.5,50,1,100,3,2,0.8,0,10,1,0,0.69365,1.79083
1108,50,0.1,0.5,50,1,100,3,2,0.8,0,10,0,0,0.703355,1.0874
1109,50,0.1,0.5,50,1,100,3,2,0.8,0.3,1,1,0,0.836815,2.34507
1110,50,0.1,0.5,50,1,100,3,2,0.8,0.3,1,0,0,0.593883,1.88418
1111,50,0.1,0.5,50,1,100,3,2,0.8,0.3,10,1,0,0.708845,1.78088
1112,50,0.1,0.5,50,1,100,3,2,0.8,0.3,10,0,0,1.29076,2.19428
1113,50,0.1,0.5,50,1,100,3,2,0.8,0.5,1,1,0,0.92241,1.78631
1114,50,0.1,0.5,50,1,100,3,2,0.8,0.5,1,0,0,0.930326,2.87661
1115,50,0.1,0.5,50,1,100,3,2,0.8,0.5,10,1,0,0.955513,2.42978
1116,50,0.1,0.5,50,1,100,3,2,0.8,0.5,10,0,0,0.903579,2.58113
1117,50,0.1,0.5,50,1,100,10,2,0.01,0,1,1,0,0.00107114,0.899924
1118,50,0.1,0.5,50,1,100,10,2,0.01,0,1,0,0,0.00121073,0.980991
1119,50,0.1,0.5,50,1,100,10,2,0.01,0,10,1,0,0.00133572,0.978921
1120,50,0.1,0.5,50,1,100,10,2,0.01,0,10,0,0,0.00176784,0.872695
1121,50,0.1,0.5,50,1,100,10,2,0.01,0.3,1,1,0,2.97973,7.42818
1122,50,0.1,0.5,50,1,100,10,2,0.01,0.3,1,0,0,0.676798,5.06942
1123,50,0.1,0.5,50,1,100,10,2,0.01,0.3,10,1,0,141.764,17.6704
1124,50,0.1,0.5,50,1,100,10,2,0.01,0.3,10,0,0,57.4547,14.2724
1125,50,0.1,0.5,50,1,100,10,2,0.01,0.5,1,1,0,4.48314,8.62255
1126,50,0.1,0.5,50,1,100,10,2,0.01,0.5,1,0,0,2.20537,6.70564
1127,50,0.1,0.5,50,1,100,10,2,0.01,0.5,10,1,0,304.386,18.7511
1128,50,0.1,0.5,50,1,100,10,2,0.01,0.5,10,0,0,99.1852,16.0099
1129,50,0.1,0.5,50,1,100,10,2,0.3,0,1,1,0,1.09337,5.61908
1130,50,0.1,0.5,50,1,100,10,2,0.3,0,1,0,0,1.14654,5.63339
1131,50,0.1,0.5,50,1,100,10,2,0.3,0,10,1,0,1.21026,5.60119
1132,50,0.1,0.5,50,1,100,10,2,0.3,0,10,0,0,1.13055,5.84532
1133,50,0.1,0.5,50,1,100,10,2,0.3,0.3,1,1,0,3.41408,8.1278
1134,50,0.1,0.5,50,1,100,10,2,0.3,0.3,1,0,0,2.08719,6.58874
1135,50,0.1,0.5,50,1,100,10,2,0.3,0.3,10,1,0,179.985,15.3753
1136,50,0.1,0.5,50,1,100,10,2,0.3,0.3,10,0,0,70.2677,13.9465
1137,50,0.1,0.5,50,1,100,10,2,0.3,0.5,1,1,0,5.17585,8.99363
1138,50,0.1,0.5,50,1,100,10,2,0.3,0.5,1,0,0,3.03944,7.34174
1139,50,0.1,0.5,50,1,100,10,2,0.3,0.5,10,1,0,163.67,15.8351
1140,50,0.1,0.5,50,1,100,10,2,0.3,0.5,10,0,0,101.325,16.5705
1141,50,0.1,0.5,50,1,100,10,2,0.8,0,1,1,0,6.06296,8.83672
1142,50,0.1,0.5,50,1,100,10,2,0.8,0,1,0,0,5.46111,8.81869
1143,50,0.1,0.5,50,1,100,10,2,0.8,0,10,1,0,5.99683,9.34217
1144,50,0.1,0.5,50,1,100,10,2,0.8,0,10,0,0,5.46508,9.08561
1145,50,0.1,0.5,50,1,100,10,2,0.8,0.3,1,1,0,8.01885,9.29811
1146,50,0.1,0.5,50,1,100,10,2,0.8,0.3,1,0,0,5.95021,9.23731
1147,50,0.1,0.5,50,1,100,10,2,0.8,0.3,10,1,0,159.594,16.0216
1148,50,0.1,0.5,50,1,100,10,2,0.8,0.3,10,0,0,53.4689,13.2769
1149,50,0.1,0.5,50,1,100,10,2,0.8,0.5,1,1,0,8.5882,9.83533
1150,50,0.1,0.5,50,1,100,10,2,0.8,0.5,1,0,0,6.59354,9.38738
1151,50,0.1,0.5,50,1,100,10,2,0.8,0.5,10,1,0,276.111,16.9608
1152,50,0.1,0.5,50,1,100,10,2,0.8,0.5,10,0,0,93.7723,15.0236
1153,50,0.1,0.5,50,1,100,10,5,0.01,0,1,1,0,0.0012994,1.01951
1154,50,0.1,0.5,50,1,100,10,5,0.01,0,1,0,0,0.0013175,1.03539
1155,50,0.1,0.5,50,1,100,10,5,0.01,0,10,1,0,0.00165077,1.0331
1156,50,0.1,0.5,50,1,100,10,5,0.01,0,10,0,0,0.00127512,1.13845
1157,50,0.1,0.5,50,1,100,10,5,0.01,0.3,1,1,0,2.20041,8.19139
1158,50,0.1,0.5,50,1,100,10,5,0.01,0.3,1,0,0,0.641252,5.54595
1159,50,0.1,0.5,50,1,100,10,5,0.01,0.3,10,1,0,30.7786,12.0094
1160,50,0.1,0.5,50,1,100,10,5,0.01,0.3,10,0,0,28.1988,12.0095
1161,50,0.1,0.5,50,1,100,10,5,0.01,0.5,1,1,0,3.1174,9.06726
1162,50,0.1,0.5,50,1,100,10,5,0.01,0.5,1,0,0,1.03049,6.08872
1163,50,0.1,0.5,50,1,100,10,5,0.01,0.5,10,1,0,10.1701,11.7655
1164,50,0.1,0.5,50,1,100,10,5,0.01,0.5,10,0,0,9.64466,11.8502
1165,50,0.1,0.5,50,1,100,10,5,0.3,0,1,1,0,0.774257,5.64498
1166,50,0.1,0.5,50,1,100,10,5,0.3,0,1,0,0,1.03749,6.20295
1167,50,0.1,0.5,50,1,100,10,5,0.3,0,10,1,0,0.828241,5.70149
1168,50,0.1,0.5,50,1,100,10,5,0.3,0,10,0,0,1.0862,5.5413
1169,50,0.1,0.5,50,1,100,10,5,0.3,0.3,1,1,0,2.37042,8.45475
1170,50,0.1,0.5,50,1,100,10,5,0.3,0.3,1,0,0,1.52835,7.75678
1171,50,0.1,0.5,50,1,100,10,5,0.3,0.3,10,1,0,29.0561,11.1829
1172,50,0.1,0.5,50,1,100,10,5,0.3,0.3,10,0,0,15.7445,11.8803
1173,50,0.1,0.5,50,1,100,10,5,0.3,0.5,1,1,0,3.63503,9.59867
1174,50,0.1,0.5,50,1,100,10,5,0.3,0.5,1,0,0,2.38522,8.52971
1175,50,0.1,0.5,50,1,100,10,5,0.3,0.5,10,1,0,9.59161,13.9831
1176,50,0.1,0.5,50,1,100,10,5,0.3,0.5,10,0,0,12.0878,17.0161
1177,50,0.1,0.5,50,1,100,10,5,0.8,0,1,1,0,3.56378,9.65428
1178,50,0.1,0.5,50,1,100,10,5,0.8,0,1,0,0,3.46267,9.82561
1179,50,0.1,0.5,50,1,100,10,5,0.8,0,10,1,0,3.32721,9.05901
1180,50,0.1,0.5,50,1,100,10,5,0.8,0,10,0,0,3.94705,9.71593
1181,50,0.1,0.5,50,1,100,10,5,0.8,0.3,1,1,0,4.39563,10.3493
1182,50,0.1,0.5,50,1,100,10,5,0.8,0.3,1,0,0,4.00498,9.68999
1183,50,0.1,0.5,50,1,100,10,5,0.8,0.3,10,1,0,9.25049,12.0966
1184,50,0.1,0.5,50,1,100,10,5,0.8,0.3,10,0,0,7.40318,12.0505
1185,50,0.1,0.5,50,1,100,10,5,0.8,0.5,1,1,0,4.42524,10.3856
1186,50,0.1,0.5,50,1,100,10,5,0.8,0.5,1,0,0,4.1622,10.2614
1187,50,0.1,0.5,50,1,100,10,5,0.8,0.5,10,1,0,7.86357,12.0238
1188,50,0.1,0.5,50,1,100,10,5,0.8,0.5,10,0,0,7.11266,12.0584
1189,50,0.1,0.5,50,1,1000,3,2,0.01,0,1,1,0,0.000101688,5.14336
