iteration,maxIt,threshold,trainPct,minInliers,bestModelCount,numPoints,n,d,noise,outlierRatio,outlierStrength,saltAndPepper,metric,mse,timeMs
1770,1000,0.01,0.2,50,1,1000,10,2,0.01,0.3,1,0,0,0.803734,153.887
1771,1000,0.01,0.2,50,1,1000,10,2,0.01,0.3,10,1,0,242.424,841.385
1772,1000,0.01,0.2,50,1,1000,10,2,0.01,0.3,10,0,0,78.8639,232.342
1773,1000,0.01,0.2,50,1,1000,10,2,0.01,0.5,1,1,0,3.73146,1767.58
1774,1000,0.01,0.2,50,1,1000,10,2,0.01,0.5,1,0,0,1.58377,1310.64
1775,1000,0.01,0.2,50,1,1000,10,2,0.01,0.5,10,1,0,291.909,3064.46
1776,1000,0.01,0.2,50,1,1000,10,2,0.01,0.5,10,0,0,95.3199,2457.19
1777,1000,0.01,0.2,50,1,1000,10,2,0.3,0,1,1,0,1.12265,1324.3
1778,1000,0.01,0.2,50,1,1000,10,2,0.3,0,1,0,0,0.900585,1225.34
1779,1000,0.01,0.2,50,1,1000,10,2,0.3,0,10,1,0,0.949715,1225.55
1780,1000,0.01,0.2,50,1,1000,10,2,0.3,0,10,0,0,1.18037,1299.85
1781,1000,0.01,0.2,50,1,1000,10,2,0.3,0.3,1,1,0,3.46715,1710.3
1782,1000,0.01,0.2,50,1,1000,10,2,0.3,0.3,1,0,0,2.21151,1474.39
1783,1000,0.01,0.2,50,1,1000,10,2,0.3,0.3,10,1,0,225.24,1923.82
1784,1000,0.01,0.2,50,1,1000,10,2,0.3,0.3,10,0,0,70.7973,1766.77
1785,1000,0.01,0.2,50,1,1000,10,2,0.3,0.5,1,1,0,6.31916,1923.53
1786,1000,0.01,0.2,50,1,1000,10,2,0.3,0.5,1,0,0,2.56956,1612.11
1787,1000,0.01,0.2,50,1,1000,10,2,0.3,0.5,10,1,0,303.844,3182.66
1788,1000,0.01,0.2,50,1,1000,10,2,0.3,0.5,10,0,0,102.896,2458.84
1789,1000,0.01,0.2,50,1,1000,10,2,0.8,0,1,1,0,5.96009,1938.65
1790,1000,0.01,0.2,50,1,1000,10,2,0.8,0,1,0,0,6.51102,1937.15
1791,1000,0.01,0.2,50,1,1000,10,2,0.8,0,10,1,0,6.47762,1913.08
1792,1000,0.01,0.2,50,1,1000,10,2,0.8,0,10,0,0,6.71339,1909.93
1793,1000,0.01,0.2,50,1,1000,10,2,0.8,0.3,1,1,0,8.68359,2012.37
1794,1000,0.01,0.2,50,1,1000,10,2,0.8,0.3,1,0,0,6.81697,1936.47
1795,1000,0.01,0.2,50,1,1000,10,2,0.8,0.3,10,1,0,192.217,2464.4
1796,1000,0.01,0.2,50,1,1000,10,2,0.8,0.3,10,0,0,71.8395,2293.27
1797,1000,0.01,0.2,50,1,1000,10,2,0.8,0.5,1,1,0,9.54078,2095.43
1798,1000,0.01,0.2,50,1,1000,10,2,0.8,0.5,1,0,0,7.68766,1994.11
1799,1000,0.01,0.2,50,1,1000,10,2,0.8,0.5,10,1,0,201.48,3095.5
1800,1000,0.01,0.2,50,1,1000,10,2,0.8,0.5,10,0,0,108.924,2615.11
1801,1000,0.01,0.2,50,1,1000,10,5,0.01,0,1,1,0,0.000910079,140.802
1802,1000,0.01,0.2,50,1,1000,10,5,0.01,0,1,0,0,0.000986377,136.075
1803,1000,0.01,0.2,50,1,1000,10,5,0.01,0,10,1,0,0.00112412,134.687
1804,1000,0.01,0.2,50,1,1000,10,5,0.01,0,10,0,0,0.000902015,136.014
1805,1000,0.01,0.2,50,1,1000,10,5,0.01,0.3,1,1,0,1.52119,478.901
1806,1000,0.01,0.2,50,1,1000,10,5,0.01,0.3,1,0,0,0.545579,154.969
1807,1000,0.01,0.2,50,1,1000,10,5,0.01,0.3,10,1,0,117.589,795.691
1808,1000,0.01,0.2,50,1,1000,10,5,0.01,0.3,10,0,0,38.6733,706.337
1809,1000,0.01,0.2,50,1,1000,10,5,0.01,0.5,1,1,0,2.16566,1520.47
1810,1000,0.01,0.2,50,1,1000,10,5,0.01,0.5,1,0,0,1.35232,1101.88
1811,1000,0.01,0.2,50,1,1000,10,5,0.01,0.5,10,1,0,54.4213,1887.33
1812,1000,0.01,0.2,50,1,1000,10,5,0.01,0.5,10,0,0,36.7414,1730
1813,1000,0.01,0.2,50,1,1000,10,5,0.3,0,1,1,0,0.932778,1099.58
1814,1000,0.01,0.2,50,1,1000,10,5,0.3,0,1,0,0,0.775745,1024.25
1815,1000,0.01,0.2,50,1,1000,10,5,0.3,0,10,1,0,0.93618,1098.68
1816,1000,0.01,0.2,50,1,1000,10,5,0.3,0,10,0,0,1.10462,1099.09
1817,1000,0.01,0.2,50,1,1000,10,5,0.3,0.3,1,1,0,2.76163,1418.25
1818,1000,0.01,0.2,50,1,1000,10,5,0.3,0.3,1,0,0,1.66453,1281.65
1819,1000,0.01,0.2,50,1,1000,10,5,0.3,0.3,10,1,0,61.0554,1643.84
1820,1000,0.01,0.2,50,1,1000,10,5,0.3,0.3,10,0,0,32.7452,1580.1
1821,1000,0.01,0.2,50,1,1000,10,5,0.3,0.5,1,1,0,4.15753,1649.68
1822,1000,0.01,0.2,50,1,1000,10,5,0.3,0.5,1,0,0,2.17167,1330.63
1823,1000,0.01,0.2,50,1,1000,10,5,0.3,0.5,10,1,0,56.296,1963.61
1824,1000,0.01,0.2,50,1,1000,10,5,0.3,0.5,10,0,0,23.6641,1814
1825,1000,0.01,0.2,50,1,1000,10,5,0.8,0,1,1,0,3.99467,1628.21
1826,1000,0.01,0.2,50,1,1000,10,5,0.8,0,1,0,0,4.31614,1645.46
1827,1000,0.01,0.2,50,1,1000,10,5,0.8,0,10,1,0,4.02014,1669.48
1828,1000,0.01,0.2,50,1,1000,10,5,0.8,0,10,0,0,4.16315,1663.78
1829,1000,0.01,0.2,50,1,1000,10,5,0.8,0.3,1,1,0,5.53404,1747.43
1830,1000,0.01,0.2,50,1,1000,10,5,0.8,0.3,1,0,0,4.58067,1661.05
1831,1000,0.01,0.2,50,1,1000,10,5,0.8,0.3,10,1,0,30.5281,1875.13
1832,1000,0.01,0.2,50,1,1000,10,5,0.8,0.3,10,0,0,12.9175,1810.79
1833,1000,0.01,0.2,50,1,1000,10,5,0.8,0.5,1,1,0,5.42058,1721.44
1834,1000,0.01,0.2,50,1,1000,10,5,0.8,0.5,1,0,0,4.56791,1645.31
1835,1000,0.01,0.2,50,1,1000,10,5,0.8,0.5,10,1,0,8.3401,1967.43
1836,1000,0.01,0.2,50,1,1000,10,5,0.8,0.5,10,0,0,11.9221,1882.61
1837,1000,0.01,0.2,50,500,1000,3,2,0.01,0,1,1,0,9.96996e-05,103.881
1838,1000,0.01,0.2,50,500,1000,3,2,0.01,0,1,0,0,0.000104729,100.485
1839,1000,0.01,0.2,50,500,1000,3,2,0.01,0,10,1,0,0.000100893,102.252
1840,1000,0.01,0.2,50,500,1000,3,2,0.01,0,10,0,0,9.65945e-05,101.709
1841,1000,0.01,0.2,50,500,1000,3,2,0.01,0.3,1,1,0,0.255521,70.5012
1842,1000,0.01,0.2,50,500,1000,3,2,0.01,0.3,1,0,0,0.081833,75.2421
1843,1000,0.01,0.2,50,500,1000,3,2,0.01,0.3,10,1,0,0.965243,68.0939
1844,1000,0.01,0.2,50,500,1000,3,2,0.01,0.3,10,0,0,9.72616,70.2511
1845,1000,0.01,0.2,50,500,1000,3,2,0.01,0.5,1,1,0,0.454062,62.8781
1846,1000,0.01,0.2,50,500,1000,3,2,0.01,0.5,1,0,0,0.165923,65.9236
1847,1000,0.01,0.2,50,500,1000,3,2,0.01,0.5,10,1,0,0.95131,64.21
1848,1000,0.01,0.2,50,500,1000,3,2,0.01,0.5,10,0,0,0.984335,63.4634
1849,1000,0.01,0.2,50,500,1000,3,2,0.3,0,1,1,0,0.0863012,68.1678
1850,1000,0.01,0.2,50,500,1000,3,2,0.3,0,1,0,0,0.089042,66.7622
1851,1000,0.01,0.2,50,500,1000,3,2,0.3,0,10,1,0,0.0856676,63.0514
1852,1000,0.01,0.2,50,500,1000,3,2,0.3,0,10,0,0,0.0906259,63.0469
1853,1000,0.01,0.2,50,500,1000,3,2,0.3,0.3,1,1,0,0.364847,60.8041
1854,1000,0.01,0.2,50,500,1000,3,2,0.3,0.3,1,0,0,0.173008,62.9916
1855,1000,0.01,0.2,50,500,1000,3,2,0.3,0.3,10,1,0,0.987046,58.9876
1856,1000,0.01,0.2,50,500,1000,3,2,0.3,0.3,10,0,0,0.965744,59.1949
1857,1000,0.01,0.2,50,500,1000,3,2,0.3,0.5,1,1,0,0.50572,60.3029
1858,1000,0.01,0.2,50,500,1000,3,2,0.3,0.5,1,0,0,0.201154,62.4114
1859,1000,0.01,0.2,50,500,1000,3,2,0.3,0.5,10,1,0,1.01836,58.2896
1860,1000,0.01,0.2,50,500,1000,3,2,0.3,0.5,10,0,0,0.952491,58.0316
1861,1000,0.01,0.2,50,500,1000,3,2,0.8,0,1,1,0,0.650523,59.8352
1862,1000,0.01,0.2,50,500,1000,3,2,0.8,0,1,0,0,0.673807,60.3592
1863,1000,0.01,0.2,50,500,1000,3,2,0.8,0,10,1,0,0.613207,60.9359
1864,1000,0.01,0.2,50,500,1000,3,2,0.8,0,10,0,0,0.580136,63.2747
1865,1000,0.01,0.2,50,500,1000,3,2,0.8,0.3,1,1,0,0.966385,61.3527
1866,1000,0.01,0.2,50,500,1000,3,2,0.8,0.3,1,0,0,0.786124,61.15
1867,1000,0.01,0.2,50,500,1000,3,2,0.8,0.3,10,1,0,0.943503,58.6055
1868,1000,0.01,0.2,50,500,1000,3,2,0.8,0.3,10,0,0,1.06057,58.5121
1869,1000,0.01,0.2,50,500,1000,3,2,0.8,0.5,1,1,0,0.904506,58.3746
1870,1000,0.01,0.2,50,500,1000,3,2,0.8,0.5,1,0,0,0.795281,59.0719
1871,1000,0.01,0.2,50,500,1000,3,2,0.8,0.5,10,1,0,1.03426,58.1512
1872,1000,0.01,0.2,50,500,1000,3,2,0.8,0.5,10,0,0,0.985187,56.6085
1873,1000,0.01,0.2,50,500,1000,10,2,0.01,0,1,1,0,0.000798075,172.939
1874,1000,0.01,0.2,50,500,1000,10,2,0.01,0,1,0,0,0.0007813,168.457
1875,1000,0.01,0.2,50,500,1000,10,2,0.01,0,10,1,0,0.000793367,165.858
1876,1000,0.01,0.2,50,500,1000,10,2,0.01,0,10,0,0,0.000793886,172.407
1877,1000,0.01,0.2,50,500,1000,10,2,0.01,0.3,1,1,0,2.45816,1151.11
1878,1000,0.01,0.2,50,500,1000,10,2,0.01,0.3,1,0,0,0.779412,456.101
1879,1000,0.01,0.2,50,500,1000,10,2,0.01,0.3,10,1,0,209.49,1710.22
1880,1000,0.01,0.2,50,500,1000,10,2,0.01,0.3,10,0,0,79.2413,307.468
1881,1000,0.01,0.2,50,500,1000,10,2,0.01,0.5,1,1,0,2.29108,1789.12
1882,1000,0.01,0.2,50,500,1000,10,2,0.01,0.5,1,0,0,1.43253,1311.22
1883,1000,0.01,0.2,50,500,1000,10,2,0.01,0.5,10,1,0,298.423,3257.23
1884,1000,0.01,0.2,50,500,1000,10,2,0.01,0.5,10,0,0,99.6324,2389.61
1885,1000,0.01,0.2,50,500,1000,10,2,0.3,0,1,1,0,0.764286,1300.32
1886,1000,0.01,0.2,50,500,1000,10,2,0.3,0,1,0,0,0.709299,1335.58
1887,1000,0.01,0.2,50,500,1000,10,2,0.3,0,10,1,0,0.8163,1308.46
1888,1000,0.01,0.2,50,500,1000,10,2,0.3,0,10,0,0,0.763165,1315.12
1889,1000,0.01,0.2,50,500,1000,10,2,0.3,0.3,1,1,0,2.82312,1700.03
1890,1000,0.01,0.2,50,500,1000,10,2,0.3,0.3,1,0,0,1.57117,1561.72
1891,1000,0.01,0.2,50,500,1000,10,2,0.3,0.3,10,1,0,183.395,1926.91
1892,1000,0.01,0.2,50,500,1000,10,2,0.3,0.3,10,0,0,67.5915,1843.87
1893,1000,0.01,0.2,50,500,1000,10,2,0.3,0.5,1,1,0,3.8326,1860.59
1894,1000,0.01,0.2,50,500,1000,10,2,0.3,0.5,1,0,0,2.14048,1625.65
1895,1000,0.01,0.2,50,500,1000,10,2,0.3,0.5,10,1,0,211.96,3244.98
1896,1000,0.01,0.2,50,500,1000,10,2,0.3,0.5,10,0,0,88.5822,2541.41
1897,1000,0.01,0.2,50,500,1000,10,2,0.8,0,1,1,0,5.24481,1946.09
1898,1000,0.01,0.2,50,500,1000,10,2,0.8,0,1,0,0,5.54077,1933.45
1899,1000,0.01,0.2,50,500,1000,10,2,0.8,0,10,1,0,5.32382,1932.49
1900,1000,0.01,0.2,50,500,1000,10,2,0.8,0,10,0,0,5.27674,1949.84
1901,1000,0.01,0.2,50,500,1000,10,2,0.8,0.3,1,1,0,7.36623,2031.32
1902,1000,0.01,0.2,50,500,1000,10,2,0.8,0.3,1,0,0,6.46911,1931
1903,1000,0.01,0.2,50,500,1000,10,2,0.8,0.3,10,1,0,187.905,2401.84
1904,1000,0.01,0.2,50,500,1000,10,2,0.8,0.3,10,0,0,63.507,2385.13
1905,1000,0.01,0.2,50,500,1000,10,2,0.8,0.5,1,1,0,8.19929,2199.01
1906,1000,0.01,0.2,50,500,1000,10,2,0.8,0.5,1,0,0,6.58227,2115.89
1907,1000,0.01,0.2,50,500,1000,10,2,0.8,0.5,10,1,0,251.708,3215.01
1908,1000,0.01,0.2,50,500,1000,10,2,0.8,0.5,10,0,0,83.9837,2665.49
1909,1000,0.01,0.2,50,500,1000,10,5,0.01,0,1,1,0,0.000511262,174.817
1910,1000,0.01,0.2,50,500,1000,10,5,0.01,0,1,0,0,0.000525996,170.752
1911,1000,0.01,0.2,50,500,1000,10,5,0.01,0,10,1,0,0.000495265,170.388
1912,1000,0.01,0.2,50,500,1000,10,5,0.01,0,10,0,0,0.000502115,166.003
1913,1000,0.01,0.2,50,500,1000,10,5,0.01,0.3,1,1,0,1.78903,635.977
1914,1000,0.01,0.2,50,500,1000,10,5,0.01,0.3,1,0,0,0.549662,234.149
1915,1000,0.01,0.2,50,500,1000,10,5,0.01,0.3,10,1,0,117.692,817.079
1916,1000,0.01,0.2,50,500,1000,10,5,0.01,0.3,10,0,0,47.4798,449.689
1917,1000,0.01,0.2,50,500,1000,10,5,0.01,0.5,1,1,0,3.31295,1598.94
1918,1000,0.01,0.2,50,500,1000,10,5,0.01,0.5,1,0,0,1.14846,958.852
1919,1000,0.01,0.2,50,500,1000,10,5,0.01,0.5,10,1,0,88.6303,1827.25
1920,1000,0.01,0.2,50,500,1000,10,5,0.01,0.5,10,0,0,16.9363,1939.67
1921,1000,0.01,0.2,50,500,1000,10,5,0.3,0,1,1,0,0.52069,1146.32
1922,1000,0.01,0.2,50,500,1000,10,5,0.3,0,1,0,0,0.461185,1134.02
1923,1000,0.01,0.2,50,500,1000,10,5,0.3,0,10,1,0,0.540778,1120.35
1924,1000,0.01,0.2,50,500,1000,10,5,0.3,0,10,0,0,0.70513,1043.87
1925,1000,0.01,0.2,50,500,1000,10,5,0.3,0.3,1,1,0,1.58827,1569.85
1926,1000,0.01,0.2,50,500,1000,10,5,0.3,0.3,1,0,0,0.9641,1354.17
1927,1000,0.01,0.2,50,500,1000,10,5,0.3,0.3,10,1,0,89.9996,1712.44
1928,1000,0.01,0.2,50,500,1000,10,5,0.3,0.3,10,0,0,33.878,1556.91
1929,1000,0.01,0.2,50,500,1000,10,5,0.3,0.5,1,1,0,3.68495,1703.87
1930,1000,0.01,0.2,50,500,1000,10,5,0.3,0.5,1,0,0,1.32637,1514.02
1931,1000,0.01,0.2,50,500,1000,10,5,0.3,0.5,10,1,0,36.9012,2140.22
1932,1000,0.01,0.2,50,500,1000,10,5,0.3,0.5,10,0,0,22.7412,2060.84
1933,1000,0.01,0.2,50,500,1000,10,5,0.8,0,1,1,0,3.47033,1716.95
1934,1000,0.01,0.2,50,500,1000,10,5,0.8,0,1,0,0,3.22377,1704.3
1935,1000,0.01,0.2,50,500,1000,10,5,0.8,0,10,1,0,3.34301,1708.15
1936,1000,0.01,0.2,50,500,1000,10,5,0.8,0,10,0,0,3.15151,1707.35
1937,1000,0.01,0.2,50,500,1000,10,5,0.8,0.3,1,1,0,4.57283,1792.21
1938,1000,0.01,0.2,50,500,1000,10,5,0.8,0.3,1,0,0,3.93794,1710.38
1939,1000,0.01,0.2,50,500,1000,10,5,0.8,0.3,10,1,0,25.7625,1927.34
1940,1000,0.01,0.2,50,500,1000,10,5,0.8,0.3,10,0,0,15.8063,1867.53
1941,1000,0.01,0.2,50,500,1000,10,5,0.8,0.5,1,1,0,5.13353,1778.79
1942,1000,0.01,0.2,50,500,1000,10,5,0.8,0.5,1,0,0,4.30128,1682.89
1943,1000,0.01,0.2,50,500,1000,10,5,0.8,0.5,10,1,0,5.37741,2019.63
1944,1000,0.01,0.2,50,500,1000,10,5,0.8,0.5,10,0,0,19.5315,1919.8
1945,1000,0.01,0.5,50,1,100,3,2,0.01,0,1,1,0,0.00011913,12.6088
1946,1000,0.01,0.5,50,1,100,3,2,0.01,0,1,0,0,9.33495e-05,12.6324
1947,1000,0.01,0.5,50,1,100,3,2,0.01,0,10,1,0,0.000115524,12.8217
1948,1000,0.01,0.5,50,1,100,3,2,0.01,0,10,0,0,7.64756e-05,13.3846
1949,1000,0.01,0.5,50,1,100,3,2,0.01,0.3,1,1,0,0.271424,10.0442
1950,1000,0.01,0.5,50,1,100,3,2,0.01,0.3,1,0,0,0.0960609,9.27996
1951,1000,0.01,0.5,50,1,100,3,2,0.01,0.3,10,1,0,23.002,9.86836
1952,1000,0.01,0.5,50,1,100,3,2,0.01,0.3,10,0,0,12.221,9.97762
1953,1000,0.01,0.5,50,1,100,3,2,0.01,0.5,1,1,0,0.356654,9.35877
1954,1000,0.01,0.5,50,1,100,3,2,0.01,0.5,1,0,0,0.156219,11.3071
1955,1000,0.01,0.5,50,1,100,3,2,0.01,0.5,10,1,0,45.005,10.951
1956,1000,0.01,0.5,50,1,100,3,2,0.01,0.5,10,0,0,16.4228,9.60969
1957,1000,0.01,0.5,50,1,100,3,2,0.3,0,1,1,0,0.144901,48.579
1958,1000,0.01,0.5,50,1,100,3,2,0.3,0,1,0,0,0.0984545,42.7924
1959,1000,0.01,0.5,50,1,100,3,2,0.3,0,10,1,0,0.0921577,50.3663
1960,1000,0.01,0.5,50,1,100,3,2,0.3,0,10,0,0,0.104236,52.4787
1961,1000,0.01,0.5,50,1,100,3,2,0.3,0.3,1,1,0,0.400945,79.814
1962,1000,0.01,0.5,50,1,100,3,2,0.3,0.3,1,0,0,0.147239,75.4218
1963,1000,0.01,0.5,50,1,100,3,2,0.3,0.3,10,1,0,39.4057,96.283
1964,1000,0.01,0.5,50,1,100,3,2,0.3,0.3,10,0,0,6.69514,76.4438
1965,1000,0.01,0.5,50,1,100,3,2,0.3,0.5,1,1,0,0.526806,100.473
1966,1000,0.01,0.5,50,1,100,3,2,0.3,0.5,1,0,0,0.244751,73.939
1967,1000,0.01,0.5,50,1,100,3,2,0.3,0.5,10,1,0,45.8762,110.375
1968,1000,0.01,0.5,50,1,100,3,2,0.3,0.5,10,0,0,11.6252,100.794
1969,1000,0.01,0.5,50,1,100,3,2,0.8,0,1,1,0,0.683917,110.305
1970,1000,0.01,0.5,50,1,100,3,2,0.8,0,1,0,0,0.790935,113.941
1971,1000,0.01,0.5,50,1,100,3,2,0.8,0,10,1,0,0.582853,108.695
1972,1000,0.01,0.5,50,1,100,3,2,0.8,0,10,0,0,0.760424,119.258
1973,1000,0.01,0.5,50,1,100,3,2,0.8,0.3,1,1,0,0.785098,126.971
1974,1000,0.01,0.5,50,1,100,3,2,0.8,0.3,1,0,0,1.04658,123.462
1975,1000,0.01,0.5,50,1,100,3,2,0.8,0.3,10,1,0,1.16705,135.168
1976,1000,0.01,0.5,50,1,100,3,2,0.8,0.3,10,0,0,1.0522,179.955
1977,1000,0.01,0.5,50,1,100,3,2,0.8,0.5,1,1,0,0.947983,137.064
1978,1000,0.01,0.5,50,1,100,3,2,0.8,0.5,1,0,0,0.887856,136.063
1979,1000,0.01,0.5,50,1,100,3,2,0.8,0.5,10,1,0,0.889041,168.352
1980,1000,0.01,0.5,50,1,100,3,2,0.8,0.5,10,0,0,0.939498,157.043
1981,1000,0.01,0.5,50,1,100,10,2,0.01,0,1,1,0,0.00109101,21.6039
1982,1000,0.01,0.5,50,1,100,10,2,0.01,0,1,0,0,0.00100441,21.0211
1983,1000,0.01,0.5,50,1,100,10,2,0.01,0,10,1,0,0.00108283,22.6872
1984,1000,0.01,0.5,50,1,100,10,2,0.01,0,10,0,0,0.00114201,17.5497
1985,1000,0.01,0.5,50,1,100,10,2,0.01,0.3,1,1,0,2.89043,274.084
1986,1000,0.01,0.5,50,1,100,10,2,0.01,0.3,1,0,0,0.823405,194.589
1987,1000,0.01,0.5,50,1,100,10,2,0.01,0.3,10,1,0,163.791,430.227
1988,1000,0.01,0.5,50,1,100,10,2,0.01,0.3,10,0,0,53.5072,362.444
1989,1000,0.01,0.5,50,1,100,10,2,0.01,0.5,1,1,0,3.8989,260.816
1990,1000,0.01,0.5,50,1,100,10,2,0.01,0.5,1,0,0,1.22618,225.836
1991,1000,0.01,0.5,50,1,100,10,2,0.01,0.5,10,1,0,270.084,434.806
1992,1000,0.01,0.5,50,1,100,10,2,0.01,0.5,10,0,0,80.7532,382.961
1993,1000,0.01,0.5,50,1,100,10,2,0.3,0,1,1,0,0.916676,230.958
1994,1000,0.01,0.5,50,1,100,10,2,0.3,0,1,0,0,0.896678,217.38
1995,1000,0.01,0.5,50,1,100,10,2,0.3,0,10,1,0,0.967677,206.178
1996,1000,0.01,0.5,50,1,100,10,2,0.3,0,10,0,0,0.971777,211.241
1997,1000,0.01,0.5,50,1,100,10,2,0.3,0.3,1,1,0,3.11413,271.308
1998,1000,0.01,0.5,50,1,100,10,2,0.3,0.3,1,0,0,2.14414,251.798
1999,1000,0.01,0.5,50,1,100,10,2,0.3,0.3,10,1,0,165.171,418.515
2000,1000,0.01,0.5,50,1,100,10,2,0.3,0.3,10,0,0,52.9059,353.432
2001,1000,0.01,0.5,50,1,100,10,2,0.3,0.5,1,1,0,5.1761,278.26
2002,1000,0.01,0.5,50,1,100,10,2,0.3,0.5,1,0,0,2.33957,238.271
2003,1000,0.01,0.5,50,1,100,10,2,0.3,0.5,10,1,0,288.319,450.562
2004,1000,0.01,0.5,50,1,100,10,2,0.3,0.5,10,0,0,99.114,402.552
2005,1000,0.01,0.5,50,1,100,10,2,0.8,0,1,1,0,5.67548,274.722
2006,1000,0.01,0.5,50,1,100,10,2,0.8,0,1,0,0,5.85116,274.277
2007,1000,0.01,0.5,50,1,100,10,2,0.8,0,10,1,0,5.4617,277.409
2008,1000,0.01,0.5,50,1,100,10,2,0.8,0,10,0,0,5.62093,294.899
2009,1000,0.01,0.5,50,1,100,10,2,0.8,0.3,1,1,0,7.07728,281.403
2010,1000,0.01,0.5,50,1,100,10,2,0.8,0.3,1,0,0,6.52126,305.774
2011,1000,0.01,0.5,50,1,100,10,2,0.8,0.3,10,1,0,139.27,406.914
2012,1000,0.01,0.5,50,1,100,10,2,0.8,0.3,10,0,0,61.9285,352.994
2013,1000,0.01,0.5,50,1,100,10,2,0.8,0.5,1,1,0,8.40188,310.003
2014,1000,0.01,0.5,50,1,100,10,2,0.8,0.5,1,0,0,6.57546,283.74
2015,1000,0.01,0.5,50,1,100,10,2,0.8,0.5,10,1,0,181.833,470.271
2016,1000,0.01,0.5,50,1,100,10,2,0.8,0.5,10,0,0,71.1252,389.175
2017,1000,0.01,0.5,50,1,100,10,5,0.01,0,1,1,0,0.000920906,17.9042
2018,1000,0.01,0.5,50,1,100,10,5,0.01,0,1,0,0,0.000765824,18.4716
2019,1000,0.01,0.5,50,1,100,10,5,0.01,0,10,1,0,0.000888678,17.4335
2020,1000,0.01,0.5,50,1,100,10,5,0.01,0,10,0,0,0.000836257,18.274
2021,1000,0.01,0.5,50,1,100,10,5,0.01,0.3,1,1,0,1.87565,277.364
2022,1000,0.01,0.5,50,1,100,10,5,0.01,0.3,1,0,0,0.473867,201.567
2023,1000,0.01,0.5,50,1,100,10,5,0.01,0.3,10,1,0,28.592,367.84
2024,1000,0.01,0.5,50,1,100,10,5,0.01,0.3,10,0,0,22.3115,355.062
2025,1000,0.01,0.5,50,1,100,10,5,0.01,0.5,1,1,0,2.8467,327.088
2026,1000,0.01,0.5,50,1,100,10,5,0.01,0.5,1,0,0,0.981618,275.183
2027,1000,0.01,0.5,50,1,100,10,5,0.01,0.5,10,1,0,8.70082,393.763
2028,1000,0.01,0.5,50,1,100,10,5,0.01,0.5,10,0,0,9.41529,371.104
2029,1000,0.01,0.5,50,1,100,10,5,0.3,0,1,1,0,0.90228,234.537
2030,1000,0.01,0.5,50,1,100,10,5,0.3,0,1,0,0,0.784077,230.589
2031,1000,0.01,0.5,50,1,100,10,5,0.3,0,10,1,0,0.658072,217.636
2032,1000,0.01,0.5,50,1,100,10,5,0.3,0,10,0,0,0.923129,229.367
2033,1000,0.01,0.5,50,1,100,10,5,0.3,0.3,1,1,0,2.67622,289.644
2034,1000,0.01,0.5,50,1,100,10,5,0.3,0.3,1,0,0,1.55866,268.588
2035,1000,0.01,0.5,50,1,100,10,5,0.3,0.3,10,1,0,31.9823,340.369
2036,1000,0.01,0.5,50,1,100,10,5,0.3,0.3,10,0,0,15.9845,422.645
2037,1000,0.01,0.5,50,1,100,10,5,0.3,0.5,1,1,0,3.01474,327.354
2038,1000,0.01,0.5,50,1,100,10,5,0.3,0.5,1,0,0,1.88453,282.549
2039,1000,0.01,0.5,50,1,100,10,5,0.3,0.5,10,1,0,10.3984,365.764
2040,1000,0.01,0.5,50,1,100,10,5,0.3,0.5,10,0,0,11.2702,354.838
2041,1000,0.01,0.5,50,1,100,10,5,0.8,0,1,1,0,3.5452,304.311
2042,1000,0.01,0.5,50,1,100,10,5,0.8,0,1,0,0,3.31417,316.896
2043,1000,0.01,0.5,50,1,100,10,5,0.8,0,10,1,0,3.64188,307.038
2044,1000,0.01,0.5,50,1,100,10,5,0.8,0,10,0,0,3.64658,298.445
2045,1000,0.01,0.5,50,1,100,10,5,0.8,0.3,1,1,0,4.02333,360.547
2046,1000,0.01,0.5,50,1,100,10,5,0.8,0.3,1,0,0,4.12512,357.343
2047,1000,0.01,0.5,50,1,100,10,5,0.8,0.3,10,1,0,27.5025,395.607
2048,1000,0.01,0.5,50,1,100,10,5,0.8,0.3,10,0,0,12.4805,388.391
2049,1000,0.01,0.5,50,1,100,10,5,0.8,0.5,1,1,0,4.58881,328.63
2050,1000,0.01,0.5,50,1,100,10,5,0.8,0.5,1,0,0,4.17609,356.136
2051,1000,0.01,0.5,50,1,100,10,5,0.8,0.5,10,1,0,9.13178,375.728
2052,1000,0.01,0.5,50,1,100,10,5,0.8,0.5,10,0,0,8.014,340.91
2053,1000,0.01,0.5,50,1,1000,3,2,0.01,0,1,1,0,9.36583e-05,103.618
2054,1000,0.01,0.5,50,1,1000,3,2,0.01,0,1,0,0,9.60808e-05,103.753
2055,1000,0.01,0.5,50,1,1000,3,2,0.01,0,10,1,0,0.000105445,112.241
2056,1000,0.01,0.5,50,1,1000,3,2,0.01,0,10,0,0,0.000105249,116.203
2057,1000,0.01,0.5,50,1,1000,3,2,0.01,0.3,1,1,0,0.294143,73.3683
2058,1000,0.01,0.5,50,1,1000,3,2,0.01,0.3,1,0,0,0.10328,74.4712
2059,1000,0.01,0.5,50,1,1000,3,2,0.01,0.3,10,1,0,31.601,71.8721
2060,1000,0.01,0.5,50,1,1000,3,2,0.01,0.3,10,0,0,10.3489,72.3536
2061,1000,0.01,0.5,50,1,1000,3,2,0.01,0.5,1,1,0,1.30415,64.8817
