iteration,variation,maxIt,threshold,trainPct,minInliers,bestModelCount,numPoints,n,d,noise,outlierRatio,outlierStrength,saltAndPepper,mse,timeMs
1154,3,100,0.0001,0.5,20,5,20,4,1,0.01,0,1,0,0.000111283,2.54951
1155,3,100,0.0001,0.5,20,5,20,4,1,0.01,0,2,1,0.0110223,2.75991
1156,3,100,0.0001,0.5,20,5,20,4,1,0.01,0,2,0,0.00590619,2.25794
1157,3,100,0.0001,0.5,20,5,20,4,1,0.01,0.1,1,1,5.88337,10.8535
1158,3,100,0.0001,0.5,20,5,20,4,1,0.01,0.1,1,0,0.166925,8.85275
1159,3,100,0.0001,0.5,20,5,20,4,1,0.01,0.1,2,1,21.003,12.0077
1160,3,100,0.0001,0.5,20,5,20,4,1,0.01,0.1,2,0,143.874,12.1034
1161,3,100,0.0001,0.5,20,5,20,4,1,0.1,0,1,1,0.0122235,7.30157
1162,3,100,0.0001,0.5,20,5,20,4,1,0.1,0,1,0,11.408,7.0118
1163,3,100,0.0001,0.5,20,5,20,4,1,0.1,0,2,1,0.0514822,6.83734
1164,3,100,0.0001,0.5,20,5,20,4,1,0.1,0,2,0,0.154546,7.687
1165,3,100,0.0001,0.5,20,5,20,4,1,0.1,0.1,1,1,0.378534,10.2282
1166,3,100,0.0001,0.5,20,5,20,4,1,0.1,0.1,1,0,0.205852,11.0806
1167,3,100,0.0001,0.5,20,5,20,4,1,0.1,0.1,2,1,0.647462,12.4694
1168,3,100,0.0001,0.5,20,5,20,4,1,0.1,0.1,2,0,1.79359,10.5006
1169,3,100,0.0001,0.5,20,5,20,4,2,0.01,0,1,1,0.00161953,3.6608
1170,3,100,0.0001,0.5,20,5,20,4,2,0.01,0,1,0,0.000226975,2.86076
1171,3,100,0.0001,0.5,20,5,20,4,2,0.01,0,2,1,0.00155371,2.47758
1172,3,100,0.0001,0.5,20,5,20,4,2,0.01,0,2,0,0.000643784,2.77276
1173,3,100,0.0001,0.5,20,5,20,4,2,0.01,0.1,1,1,0.505308,11.505
1174,3,100,0.0001,0.5,20,5,20,4,2,0.01,0.1,1,0,0.572331,11.0501
1175,3,100,0.0001,0.5,20,5,20,4,2,0.01,0.1,2,1,0.386748,13.3349
1176,3,100,0.0001,0.5,20,5,20,4,2,0.01,0.1,2,0,0.761423,10.7711
1177,3,100,0.0001,0.5,20,5,20,4,2,0.1,0,1,1,0.0606342,8.5807
1178,3,100,0.0001,0.5,20,5,20,4,2,0.1,0,1,0,0.0501335,9.40817
1179,3,100,0.0001,0.5,20,5,20,4,2,0.1,0,2,1,0.0977084,8.62835
1180,3,100,0.0001,0.5,20,5,20,4,2,0.1,0,2,0,0.02649,9.79206
1181,3,100,0.0001,0.5,20,5,20,4,2,0.1,0.1,1,1,8.80088,12.4217
1182,3,100,0.0001,0.5,20,5,20,4,2,0.1,0.1,1,0,0.0414181,9.39762
1183,3,100,0.0001,0.5,20,5,20,4,2,0.1,0.1,2,1,0.488498,13.3929
1184,3,100,0.0001,0.5,20,5,20,4,2,0.1,0.1,2,0,0.0980234,11.6385
1185,1,100,0.0001,0.5,20,5,20,4,3,0.01,0,1,1,0.949069,0.8776
1185,2,100,0.0001,0.5,20,5,20,4,3,0.01,0,1,1,0.949069,0.940606
1185,3,100,0.0001,0.5,20,5,20,4,3,0.01,0,1,1,0.000165158,2.26464
1186,1,100,0.0001,0.5,20,5,20,4,3,0.01,0,1,0,0.0118574,2.01279
1186,2,100,0.0001,0.5,20,5,20,4,3,0.01,0,1,0,0.0118574,1.933
1186,3,100,0.0001,0.5,20,5,20,4,3,0.01,0,1,0,0.00160758,3.77854
1187,1,100,0.0001,0.5,20,5,20,4,3,0.01,0,2,1,0.00212635,1.97679
1187,2,100,0.0001,0.5,20,5,20,4,3,0.01,0,2,1,0.00212635,2.12178
1187,3,100,0.0001,0.5,20,5,20,4,3,0.01,0,2,1,0.00124328,2.57482
1188,1,100,0.0001,0.5,20,5,20,4,3,0.01,0,2,0,0.00111414,1.71034
1188,2,100,0.0001,0.5,20,5,20,4,3,0.01,0,2,0,0.00111414,1.62674
1188,3,100,0.0001,0.5,20,5,20,4,3,0.01,0,2,0,0.000675011,3.14338
1189,1,100,0.0001,0.5,20,5,20,4,3,0.01,0.1,1,1,0.843489,4.71785
1189,2,100,0.0001,0.5,20,5,20,4,3,0.01,0.1,1,1,0.843489,4.98236
1189,3,100,0.0001,0.5,20,5,20,4,3,0.01,0.1,1,1,0.41618,14.1202
1190,1,100,0.0001,0.5,20,5,20,4,3,0.01,0.1,1,0,0.453404,3.60993
1190,2,100,0.0001,0.5,20,5,20,4,3,0.01,0.1,1,0,0.453404,4.14729
1190,3,100,0.0001,0.5,20,5,20,4,3,0.01,0.1,1,0,0.0480832,12.5145
1191,1,100,0.0001,0.5,20,5,20,4,3,0.01,0.1,2,1,2.28127,5.02548
1191,2,100,0.0001,0.5,20,5,20,4,3,0.01,0.1,2,1,2.28127,4.81577
1191,3,100,0.0001,0.5,20,5,20,4,3,0.01,0.1,2,1,0.499582,14.4768
1192,1,100,0.0001,0.5,20,5,20,4,3,0.01,0.1,2,0,0.161864,4.13412
1192,2,100,0.0001,0.5,20,5,20,4,3,0.01,0.1,2,0,0.161864,4.39537
1192,3,100,0.0001,0.5,20,5,20,4,3,0.01,0.1,2,0,0.222845,12.4521
1193,1,100,0.0001,0.5,20,5,20,4,3,0.1,0,1,1,3.39425,4.36457
1193,2,100,0.0001,0.5,20,5,20,4,3,0.1,0,1,1,3.39425,4.43964
1193,3,100,0.0001,0.5,20,5,20,4,3,0.1,0,1,1,0.157768,9.72464
1194,1,100,0.0001,0.5,20,5,20,4,3,0.1,0,1,0,0.612653,4.0865
1194,2,100,0.0001,0.5,20,5,20,4,3,0.1,0,1,0,0.612653,3.85654
1194,3,100,0.0001,0.5,20,5,20,4,3,0.1,0,1,0,0.0509872,9.44919
1195,1,100,0.0001,0.5,20,5,20,4,3,0.1,0,2,1,0.499337,2.97734
1195,2,100,0.0001,0.5,20,5,20,4,3,0.1,0,2,1,0.499337,3.13843
1195,3,100,0.0001,0.5,20,5,20,4,3,0.1,0,2,1,0.0150849,9.12557
1196,1,100,0.0001,0.5,20,5,20,4,3,0.1,0,2,0,0.160352,3.60184
1196,2,100,0.0001,0.5,20,5,20,4,3,0.1,0,2,0,0.160352,3.65127
1196,3,100,0.0001,0.5,20,5,20,4,3,0.1,0,2,0,0.038817,9.54157
1197,1,100,0.0001,0.5,20,5,20,4,3,0.1,0.1,1,1,0.142318,4.16675
1197,2,100,0.0001,0.5,20,5,20,4,3,0.1,0.1,1,1,0.142318,4.59885
1197,3,100,0.0001,0.5,20,5,20,4,3,0.1,0.1,1,1,0.495584,12.8842
1198,1,100,0.0001,0.5,20,5,20,4,3,0.1,0.1,1,0,0.371607,4.49029
1198,2,100,0.0001,0.5,20,5,20,4,3,0.1,0.1,1,0,0.371607,4.56043
1198,3,100,0.0001,0.5,20,5,20,4,3,0.1,0.1,1,0,1.47557,12.1885
1199,1,100,0.0001,0.5,20,5,20,4,3,0.1,0.1,2,1,1.71919,4.55
1199,2,100,0.0001,0.5,20,5,20,4,3,0.1,0.1,2,1,1.71919,4.72343
1199,3,100,0.0001,0.5,20,5,20,4,3,0.1,0.1,2,1,0.976248,14.5568
1200,1,100,0.0001,0.5,20,5,20,4,3,0.1,0.1,2,0,0.369911,3.92333
1200,2,100,0.0001,0.5,20,5,20,4,3,0.1,0.1,2,0,0.369911,4.49449
1200,3,100,0.0001,0.5,20,5,20,4,3,0.1,0.1,2,0,0.123213,11.0318
1201,3,100,0.0001,0.5,20,5,100,3,1,0.01,0,1,1,0.00216547,0.976382
1202,3,100,0.0001,0.5,20,5,100,3,1,0.01,0,1,0,0.0018753,1.09937
1203,3,100,0.0001,0.5,20,5,100,3,1,0.01,0,2,1,0.000465312,0.963002
1204,3,100,0.0001,0.5,20,5,100,3,1,0.01,0,2,0,0.00051537,0.978642
1205,3,100,0.0001,0.5,20,5,100,3,1,0.01,0.1,1,1,0.949562,0.974405
1206,3,100,0.0001,0.5,20,5,100,3,1,0.01,0.1,1,0,0.0685293,0.948505
1207,3,100,0.0001,0.5,20,5,100,3,1,0.01,0.1,2,1,2.02675,0.881642
1208,3,100,0.0001,0.5,20,5,100,3,1,0.01,0.1,2,0,0.317887,0.978672
1209,3,100,0.0001,0.5,20,5,100,3,1,0.1,0,1,1,0.3297,14.9923
1210,3,100,0.0001,0.5,20,5,100,3,1,0.1,0,1,0,7.76143,16.8196
1211,3,100,0.0001,0.5,20,5,100,3,1,0.1,0,2,1,0.0169719,19.1235
1212,3,100,0.0001,0.5,20,5,100,3,1,0.1,0,2,0,0.0198516,18.0937
1213,3,100,0.0001,0.5,20,5,100,3,1,0.1,0.1,1,1,0.189942,16.1803
1214,3,100,0.0001,0.5,20,5,100,3,1,0.1,0.1,1,0,0.0400939,15.7059
1215,3,100,0.0001,0.5,20,5,100,3,1,0.1,0.1,2,1,6.90119,16.3099
1216,3,100,0.0001,0.5,20,5,100,3,1,0.1,0.1,2,0,0.441902,17.2681
1217,1,100,0.0001,0.5,20,5,100,3,2,0.01,0,1,1,0.00258601,0.142771
1217,2,100,0.0001,0.5,20,5,100,3,2,0.01,0,1,1,0.00215243,0.165636
1217,3,100,0.0001,0.5,20,5,100,3,2,0.01,0,1,1,0.00259926,1.24757
1218,1,100,0.0001,0.5,20,5,100,3,2,0.01,0,1,0,0.00094289,0.189147
1218,2,100,0.0001,0.5,20,5,100,3,2,0.01,0,1,0,0.000298476,0.204074
1218,3,100,0.0001,0.5,20,5,100,3,2,0.01,0,1,0,0.000438964,1.32352
1219,1,100,0.0001,0.5,20,5,100,3,2,0.01,0,2,1,0.000371482,0.285032
1219,2,100,0.0001,0.5,20,5,100,3,2,0.01,0,2,1,0.000315785,0.251194
1219,3,100,0.0001,0.5,20,5,100,3,2,0.01,0,2,1,0.000119497,1.22626
1220,1,100,0.0001,0.5,20,5,100,3,2,0.01,0,2,0,0.000594214,0.191252
1220,2,100,0.0001,0.5,20,5,100,3,2,0.01,0,2,0,0.000418844,0.211063
1220,3,100,0.0001,0.5,20,5,100,3,2,0.01,0,2,0,0.000419751,1.21874
1221,1,100,0.0001,0.5,20,5,100,3,2,0.01,0.1,1,1,0.448779,0.156562
1221,2,100,0.0001,0.5,20,5,100,3,2,0.01,0.1,1,1,0.463433,0.185506
1221,3,100,0.0001,0.5,20,5,100,3,2,0.01,0.1,1,1,0.463942,1.09431
1222,1,100,0.0001,0.5,20,5,100,3,2,0.01,0.1,1,0,0.0969103,0.168454
1222,2,100,0.0001,0.5,20,5,100,3,2,0.01,0.1,1,0,0.0936605,0.195352
1222,3,100,0.0001,0.5,20,5,100,3,2,0.01,0.1,1,0,0.0935734,1.24337
1223,1,100,0.0001,0.5,20,5,100,3,2,0.01,0.1,2,1,0.958668,0.208488
1223,2,100,0.0001,0.5,20,5,100,3,2,0.01,0.1,2,1,0.922144,0.224061
1223,3,100,0.0001,0.5,20,5,100,3,2,0.01,0.1,2,1,0.920829,1.06654
1224,1,100,0.0001,0.5,20,5,100,3,2,0.01,0.1,2,0,8.69561,0.742747
1224,2,100,0.0001,0.5,20,5,100,3,2,0.01,0.1,2,0,9.04795,0.841883
1224,3,100,0.0001,0.5,20,5,100,3,2,0.01,0.1,2,0,9.52993,1.13305
1225,1,100,0.0001,0.5,20,5,100,3,2,0.1,0,1,1,0.0731032,1.82233
1225,2,100,0.0001,0.5,20,5,100,3,2,0.1,0,1,1,0.0608372,1.94031
1225,3,100,0.0001,0.5,20,5,100,3,2,0.1,0,1,1,0.0566788,6.21231
1226,1,100,0.0001,0.5,20,5,100,3,2,0.1,0,1,0,0.022114,1.22209
1226,2,100,0.0001,0.5,20,5,100,3,2,0.1,0,1,0,0.0225882,0.885273
1226,3,100,0.0001,0.5,20,5,100,3,2,0.1,0,1,0,0.0248067,6.25446
1227,1,100,0.0001,0.5,20,5,100,3,2,0.1,0,2,1,0.15655,2.3087
1227,2,100,0.0001,0.5,20,5,100,3,2,0.1,0,2,1,0.11987,2.44622
1227,3,100,0.0001,0.5,20,5,100,3,2,0.1,0,2,1,0.120753,3.7032
1228,1,100,0.0001,0.5,20,5,100,3,2,0.1,0,2,0,0.0155387,1.3251
1228,2,100,0.0001,0.5,20,5,100,3,2,0.1,0,2,0,0.592141,1.66445
1228,3,100,0.0001,0.5,20,5,100,3,2,0.1,0,2,0,0.0216764,7.36871
1229,1,100,0.0001,0.5,20,5,100,3,2,0.1,0.1,1,1,1.43678,2.35307
1229,2,100,0.0001,0.5,20,5,100,3,2,0.1,0.1,1,1,1.24769,2.54665
1229,3,100,0.0001,0.5,20,5,100,3,2,0.1,0.1,1,1,1.30524,6.77725
1230,1,100,0.0001,0.5,20,5,100,3,2,0.1,0.1,1,0,0.0793821,2.05535
1230,2,100,0.0001,0.5,20,5,100,3,2,0.1,0.1,1,0,0.116517,1.58666
1230,3,100,0.0001,0.5,20,5,100,3,2,0.1,0.1,1,0,0.0839463,5.40641
1231,1,100,0.0001,0.5,20,5,100,3,2,0.1,0.1,2,1,3.52345,1.71548
1231,2,100,0.0001,0.5,20,5,100,3,2,0.1,0.1,2,1,3.52345,1.90916
1231,3,100,0.0001,0.5,20,5,100,3,2,0.1,0.1,2,1,3.44604,4.38758
1232,1,100,0.0001,0.5,20,5,100,3,2,0.1,0.1,2,0,2.98034,2.66772
1232,2,100,0.0001,0.5,20,5,100,3,2,0.1,0.1,2,0,1.9,3.19165
1232,3,100,0.0001,0.5,20,5,100,3,2,0.1,0.1,2,0,3.89984,10.5049
1233,3,100,0.0001,0.5,20,5,100,4,1,0.01,0,1,1,0.0184401,1.55494
1234,3,100,0.0001,0.5,20,5,100,4,1,0.01,0,1,0,0.000297166,1.85129
1235,3,100,0.0001,0.5,20,5,100,4,1,0.01,0,2,1,0.000173242,0.735416
1236,3,100,0.0001,0.5,20,5,100,4,1,0.01,0,2,0,0.000951404,1.3559
1237,3,100,0.0001,0.5,20,5,100,4,1,0.01,0.1,1,1,0.30319,2.65408
1238,3,100,0.0001,0.5,20,5,100,4,1,0.01,0.1,1,0,0.0294541,1.33348
1239,3,100,0.0001,0.5,20,5,100,4,1,0.01,0.1,2,1,0.521589,1.32561
1240,3,100,0.0001,0.5,20,5,100,4,1,0.01,0.1,2,0,20.7873,2.57249
1241,3,100,0.0001,0.5,20,5,100,4,1,0.1,0,1,1,0.0520174,15.8742
1242,3,100,0.0001,0.5,20,5,100,4,1,0.1,0,1,0,0.0912561,14.5818
1243,3,100,0.0001,0.5,20,5,100,4,1,0.1,0,2,1,1.09132,15.2268
1244,3,100,0.0001,0.5,20,5,100,4,1,0.1,0,2,0,0.236803,14.6273
1245,3,100,0.0001,0.5,20,5,100,4,1,0.1,0.1,1,1,0.0994078,15.3015
1246,3,100,0.0001,0.5,20,5,100,4,1,0.1,0.1,1,0,0.0927222,15.9783
1247,3,100,0.0001,0.5,20,5,100,4,1,0.1,0.1,2,1,6063.69,16.5475
1248,3,100,0.0001,0.5,20,5,100,4,1,0.1,0.1,2,0,0.938349,14.6975
1249,3,100,0.0001,0.5,20,5,100,4,2,0.01,0,1,1,0.000251265,0.802181
1250,3,100,0.0001,0.5,20,5,100,4,2,0.01,0,1,0,0.00221961,0.790397
1251,3,100,0.0001,0.5,20,5,100,4,2,0.01,0,2,1,0.00112701,0.746927
1252,3,100,0.0001,0.5,20,5,100,4,2,0.01,0,2,0,6.60189,0.794693
1253,3,100,0.0001,0.5,20,5,100,4,2,0.01,0.1,1,1,28.8887,1.00608
1254,3,100,0.0001,0.5,20,5,100,4,2,0.01,0.1,1,0,0.0583794,0.944316
1255,3,100,0.0001,0.5,20,5,100,4,2,0.01,0.1,2,1,0.929021,0.78145
1256,3,100,0.0001,0.5,20,5,100,4,2,0.01,0.1,2,0,488.195,0.725236
1257,3,100,0.0001,0.5,20,5,100,4,2,0.1,0,1,1,0.192247,13.1279
1258,3,100,0.0001,0.5,20,5,100,4,2,0.1,0,1,0,0.1707,13.4109
1259,3,100,0.0001,0.5,20,5,100,4,2,0.1,0,2,1,0.0421576,14.1118
1260,3,100,0.0001,0.5,20,5,100,4,2,0.1,0,2,0,0.573722,15.0464
1261,3,100,0.0001,0.5,20,5,100,4,2,0.1,0.1,1,1,14.021,16.4175
1262,3,100,0.0001,0.5,20,5,100,4,2,0.1,0.1,1,0,0.180109,13.7298
1263,3,100,0.0001,0.5,20,5,100,4,2,0.1,0.1,2,1,14.0227,12.8429
1264,3,100,0.0001,0.5,20,5,100,4,2,0.1,0.1,2,0,3.04446,13.9743
1265,1,100,0.0001,0.5,20,5,100,4,3,0.01,0,1,1,0.0588863,1.28403
1265,2,100,0.0001,0.5,20,5,100,4,3,0.01,0,1,1,0.0580811,1.95968
1265,3,100,0.0001,0.5,20,5,100,4,3,0.01,0,1,1,0.0840517,1.12251
1266,1,100,0.0001,0.5,20,5,100,4,3,0.01,0,1,0,0.00271861,0.283436
1266,2,100,0.0001,0.5,20,5,100,4,3,0.01,0,1,0,0.00106599,0.22924
1266,3,100,0.0001,0.5,20,5,100,4,3,0.01,0,1,0,0.00150888,1.39589
1267,1,100,0.0001,0.5,20,5,100,4,3,0.01,0,2,1,0.00155358,0.275058
1267,2,100,0.0001,0.5,20,5,100,4,3,0.01,0,2,1,0.000851764,0.325506
1267,3,100,0.0001,0.5,20,5,100,4,3,0.01,0,2,1,0.000712833,1.41288
1268,1,100,0.0001,0.5,20,5,100,4,3,0.01,0,2,0,0.00315307,0.158373
1268,2,100,0.0001,0.5,20,5,100,4,3,0.01,0,2,0,0.00295831,0.186054
1268,3,100,0.0001,0.5,20,5,100,4,3,0.01,0,2,0,0.00329606,1.10767
1269,1,100,0.0001,0.5,20,5,100,4,3,0.01,0.1,1,1,10.1484,1.03845
1269,2,100,0.0001,0.5,20,5,100,4,3,0.01,0.1,1,1,8.2451,1.21097
1269,3,100,0.0001,0.5,20,5,100,4,3,0.01,0.1,1,1,9.33531,0.880291
1270,1,100,0.0001,0.5,20,5,100,4,3,0.01,0.1,1,0,0.0990517,0.238509
1270,2,100,0.0001,0.5,20,5,100,4,3,0.01,0.1,1,0,0.0972087,0.218433
1270,3,100,0.0001,0.5,20,5,100,4,3,0.01,0.1,1,0,0.0943806,1.06913
1271,1,100,0.0001,0.5,20,5,100,4,3,0.01,0.1,2,1,31.4327,1.01202
1271,2,100,0.0001,0.5,20,5,100,4,3,0.01,0.1,2,1,38.1921,1.06626
1271,3,100,0.0001,0.5,20,5,100,4,3,0.01,0.1,2,1,28.8803,1.12418
1272,1,100,0.0001,0.5,20,5,100,4,3,0.01,0.1,2,0,0.166656,0.279893
1272,2,100,0.0001,0.5,20,5,100,4,3,0.01,0.1,2,0,0.167749,0.237608
1272,3,100,0.0001,0.5,20,5,100,4,3,0.01,0.1,2,0,0.165426,1.06247
1273,1,100,0.0001,0.5,20,5,100,4,3,0.1,0,1,1,0.0203259,1.04866
1273,2,100,0.0001,0.5,20,5,100,4,3,0.1,0,1,1,0.0572678,1.32169
1273,3,100,0.0001,0.5,20,5,100,4,3,0.1,0,1,1,0.0180606,6.72158
1274,1,100,0.0001,0.5,20,5,100,4,3,0.1,0,1,0,0.0407993,1.60025
1274,2,100,0.0001,0.5,20,5,100,4,3,0.1,0,1,0,0.0336096,1.66639
1274,3,100,0.0001,0.5,20,5,100,4,3,0.1,0,1,0,0.028081,3.90923
1275,1,100,0.0001,0.5,20,5,100,4,3,0.1,0,2,1,0.0600965,1.83471
1275,2,100,0.0001,0.5,20,5,100,4,3,0.1,0,2,1,0.101975,2.03056
1275,3,100,0.0001,0.5,20,5,100,4,3,0.1,0,2,1,0.0446931,6.13785
1276,1,100,0.0001,0.5,20,5,100,4,3,0.1,0,2,0,0.0225803,1.50483
1276,2,100,0.0001,0.5,20,5,100,4,3,0.1,0,2,0,0.024517,1.05154
1276,3,100,0.0001,0.5,20,5,100,4,3,0.1,0,2,0,0.0233245,4.59621
1277,1,100,0.0001,0.5,20,5,100,4,3,0.1,0.1,1,1,5.61424,3.78672
1277,2,100,0.0001,0.5,20,5,100,4,3,0.1,0.1,1,1,1.33512,3.46947
1277,3,100,0.0001,0.5,20,5,100,4,3,0.1,0.1,1,1,27.4929,5.30317
1278,1,100,0.0001,0.5,20,5,100,4,3,0.1,0.1,1,0,0.260501,1.59143
1278,2,100,0.0001,0.5,20,5,100,4,3,0.1,0.1,1,0,0.182729,1.49337
1278,3,100,0.0001,0.5,20,5,100,4,3,0.1,0.1,1,0,0.233794,3.34451
1279,1,100,0.0001,0.5,20,5,100,4,3,0.1,0.1,2,1,0.91248,1.6053
1279,2,100,0.0001,0.5,20,5,100,4,3,0.1,0.1,2,1,0.91248,1.74456
1279,3,100,0.0001,0.5,20,5,100,4,3,0.1,0.1,2,1,0.847105,7.47857
1280,1,100,0.0001,0.5,20,5,100,4,3,0.1,0.1,2,0,2.74995,4.20215
1280,2,100,0.0001,0.5,20,5,100,4,3,0.1,0.1,2,0,450.582,3.3545
1280,3,100,0.0001,0.5,20,5,100,4,3,0.1,0.1,2,0,6.76435,6.436
1281,3,100,0.001,0.2,10,1,20,3,1,0.01,0,1,1,0.000157709,0.464166
1282,3,100,0.001,0.2,10,1,20,3,1,0.01,0,1,0,0.000160391,0.562283
1283,3,100,0.001,0.2,10,1,20,3,1,0.01,0,2,1,0.00427252,0.519146
1284,3,100,0.001,0.2,10,1,20,3,1,0.01,0,2,0,0.000174504,0.479357
1285,3,100,0.001,0.2,10,1,20,3,1,0.01,0.1,1,1,0.0501073,0.414706
1286,3,100,0.001,0.2,10,1,20,3,1,0.01,0.1,1,0,0.0541121,0.450854
1287,3,100,0.001,0.2,10,1,20,3,1,0.01,0.1,2,1,0.00400688,0.487971
1288,3,100,0.001,0.2,10,1,20,3,1,0.01,0.1,2,0,3.06394,0.417251
1289,3,100,0.001,0.2,10,1,20,3,1,0.1,0,1,1,0.122817,3.50751
1290,3,100,0.001,0.2,10,1,20,3,1,0.1,0,1,0,744270,3.30143
1291,3,100,0.001,0.2,10,1,20,3,1,0.1,0,2,1,0.133032,4.13673
1292,3,100,0.001,0.2,10,1,20,3,1,0.1,0,2,0,0.0203291,2.71139
1293,3,100,0.001,0.2,10,1,20,3,1,0.1,0.1,1,1,0.29038,3.74441
1294,3,100,0.001,0.2,10,1,20,3,1,0.1,0.1,1,0,0.0155823,3.54326
1295,3,100,0.001,0.2,10,1,20,3,1,0.1,0.1,2,1,0.515919,3.44997
1296,3,100,0.001,0.2,10,1,20,3,1,0.1,0.1,2,0,0.019231,3.46609
1297,1,100,0.001,0.2,10,1,20,3,2,0.01,0,1,1,0.000297276,0.148007
1297,2,100,0.001,0.2,10,1,20,3,2,0.01,0,1,1,0.000297276,0.15204
1297,3,100,0.001,0.2,10,1,20,3,2,0.01,0,1,1,0.000171972,0.501263
1298,1,100,0.001,0.2,10,1,20,3,2,0.01,0,1,0,0.000409628,0.137504
1298,2,100,0.001,0.2,10,1,20,3,2,0.01,0,1,0,0.000368592,0.142037
1298,3,100,0.001,0.2,10,1,20,3,2,0.01,0,1,0,0.000193188,0.513792
1299,1,100,0.001,0.2,10,1,20,3,2,0.01,0,2,1,0.00102802,0.158373
1299,2,100,0.001,0.2,10,1,20,3,2,0.01,0,2,1,0.00102802,0.267913
1299,3,100,0.001,0.2,10,1,20,3,2,0.01,0,2,1,0.000238182,0.526683
1300,1,100,0.001,0.2,10,1,20,3,2,0.01,0,2,0,0.00126756,0.179741
1300,2,100,0.001,0.2,10,1,20,3,2,0.01,0,2,0,0.000870605,0.142438
1300,3,100,0.001,0.2,10,1,20,3,2,0.01,0,2,0,0.000358218,0.618252
1301,1,100,0.001,0.2,10,1,20,3,2,0.01,0.1,1,1,0.411258,0.163737
1301,2,100,0.001,0.2,10,1,20,3,2,0.01,0.1,1,1,0.411258,0.180514
1301,3,100,0.001,0.2,10,1,20,3,2,0.01,0.1,1,1,0.410627,0.490653
1302,1,100,0.001,0.2,10,1,20,3,2,0.01,0.1,1,0,0.439921,0.124182
1302,2,100,0.001,0.2,10,1,20,3,2,0.01,0.1,1,0,0.439921,0.110127
1302,3,100,0.001,0.2,10,1,20,3,2,0.01,0.1,1,0,0.447109,0.395345
1303,1,100,0.001,0.2,10,1,20,3,2,0.01,0.1,2,1,0.61628,0.158344
1303,2,100,0.001,0.2,10,1,20,3,2,0.01,0.1,2,1,0.61628,0.146637
1303,3,100,0.001,0.2,10,1,20,3,2,0.01,0.1,2,1,0.610921,0.491837
1304,1,100,0.001,0.2,10,1,20,3,2,0.01,0.1,2,0,2.82618,0.13955
1304,2,100,0.001,0.2,10,1,20,3,2,0.01,0.1,2,0,2.82618,0.151531
1304,3,100,0.001,0.2,10,1,20,3,2,0.01,0.1,2,0,2.88288,0.475256
1305,1,100,0.001,0.2,10,1,20,3,2,0.1,0,1,1,0.741977,1.13206
1305,2,100,0.001,0.2,10,1,20,3,2,0.1,0,1,1,0.741977,1.3212
1305,3,100,0.001,0.2,10,1,20,3,2,0.1,0,1,1,0.110178,2.08444
1306,1,100,0.001,0.2,10,1,20,3,2,0.1,0,1,0,0.0277129,0.419659
1306,2,100,0.001,0.2,10,1,20,3,2,0.1,0,1,0,0.0277129,0.253837
1306,3,100,0.001,0.2,10,1,20,3,2,0.1,0,1,0,0.0196511,0.323177
1307,1,100,0.001,0.2,10,1,20,3,2,0.1,0,2,1,0.0203725,0.673183
1307,2,100,0.001,0.2,10,1,20,3,2,0.1,0,2,1,0.0470894,0.616352
1307,3,100,0.001,0.2,10,1,20,3,2,0.1,0,2,1,0.0390341,0.384402
1308,1,100,0.001,0.2,10,1,20,3,2,0.1,0,2,0,0.435602,1.52871
1308,2,100,0.001,0.2,10,1,20,3,2,0.1,0,2,0,0.435602,1.68738
1308,3,100,0.001,0.2,10,1,20,3,2,0.1,0,2,0,0.255589,2.11376
1309,1,100,0.001,0.2,10,1,20,3,2,0.1,0.1,1,1,1.16192,1.53861
1309,2,100,0.001,0.2,10,1,20,3,2,0.1,0.1,1,1,1.16192,1.91843
1309,3,100,0.001,0.2,10,1,20,3,2,0.1,0.1,1,1,1.37248,2.528
1310,1,100,0.001,0.2,10,1,20,3,2,0.1,0.1,1,0,0.0809647,1.05159
1310,2,100,0.001,0.2,10,1,20,3,2,0.1,0.1,1,0,0.0809647,1.19654
1310,3,100,0.001,0.2,10,1,20,3,2,0.1,0.1,1,0,0.117266,2.64664
1311,1,100,0.001,0.2,10,1,20,3,2,0.1,0.1,2,1,1.31514,0.839914
1311,2,100,0.001,0.2,10,1,20,3,2,0.1,0.1,2,1,1.31514,1.21465
1311,3,100,0.001,0.2,10,1,20,3,2,0.1,0.1,2,1,1.07551,2.61944
1312,1,100,0.001,0.2,10,1,20,3,2,0.1,0.1,2,0,2.46395,1.71121
1312,2,100,0.001,0.2,10,1,20,3,2,0.1,0.1,2,0,2.46395,1.75307
1312,3,100,0.001,0.2,10,1,20,3,2,0.1,0.1,2,0,20.9567,1.9282
1313,3,100,0.001,0.2,10,1,20,4,1,0.01,0,1,1,0.0465606,0.428331
1314,3,100,0.001,0.2,10,1,20,4,1,0.01,0,1,0,0.0028238,0.466212
1315,3,100,0.001,0.2,10,1,20,4,1,0.01,0,2,1,12.4445,0.422066
1316,3,100,0.001,0.2,10,1,20,4,1,0.01,0,2,0,0.00957657,0.386986
1317,3,100,0.001,0.2,10,1,20,4,1,0.01,0.1,1,1,0.173076,0.329079
1318,3,100,0.001,0.2,10,1,20,4,1,0.01,0.1,1,0,1.65358,0.341628
1319,3,100,0.001,0.2,10,1,20,4,1,0.01,0.1,2,1,1.69538,0.359295
1320,3,100,0.001,0.2,10,1,20,4,1,0.01,0.1,2,0,0.0384436,0.332328
