iteration,variation,maxIt,threshold,trainPct,minInliers,bestModelCount,numPoints,n,d,noise,outlierRatio,outlierStrength,saltAndPepper,mse,timeMs
4003,3,500,0.001,0.2,10,5,20,3,1,0.01,0,2,1,0.0104603,2.1301
4004,3,500,0.001,0.2,10,5,20,3,1,0.01,0,2,0,0.000211534,2.02183
4005,3,500,0.001,0.2,10,5,20,3,1,0.01,0.1,1,1,0.687671,1.62796
4006,3,500,0.001,0.2,10,5,20,3,1,0.01,0.1,1,0,0.0608867,1.6993
4007,3,500,0.001,0.2,10,5,20,3,1,0.01,0.1,2,1,12.1987,1.50445
4008,3,500,0.001,0.2,10,5,20,3,1,0.01,0.1,2,0,1.09321,1.50158
4009,3,500,0.001,0.2,10,5,20,3,1,0.1,0,1,1,0.0102625,14.724
4010,3,500,0.001,0.2,10,5,20,3,1,0.1,0,1,0,0.0152704,13.3173
4011,3,500,0.001,0.2,10,5,20,3,1,0.1,0,2,1,0.0173618,17.712
4012,3,500,0.001,0.2,10,5,20,3,1,0.1,0,2,0,0.0227709,16.5646
4013,3,500,0.001,0.2,10,5,20,3,1,0.1,0.1,1,1,0.179769,16.7759
4014,3,500,0.001,0.2,10,5,20,3,1,0.1,0.1,1,0,0.172849,14.3865
4015,3,500,0.001,0.2,10,5,20,3,1,0.1,0.1,2,1,0.649267,19.1054
4016,3,500,0.001,0.2,10,5,20,3,1,0.1,0.1,2,0,0.762325,14.0909
4017,1,500,0.001,0.2,10,5,20,3,2,0.01,0,1,1,0.00204327,0.71361
4017,2,500,0.001,0.2,10,5,20,3,2,0.01,0,1,1,0.00204327,0.911711
4017,3,500,0.001,0.2,10,5,20,3,2,0.01,0,1,1,0.00266972,2.70778
4018,1,500,0.001,0.2,10,5,20,3,2,0.01,0,1,0,0.00187427,0.534386
4018,2,500,0.001,0.2,10,5,20,3,2,0.01,0,1,0,0.00187427,0.606816
4018,3,500,0.001,0.2,10,5,20,3,2,0.01,0,1,0,0.000884108,3.26955
4019,1,500,0.001,0.2,10,5,20,3,2,0.01,0,2,1,0.00160384,0.812408
4019,2,500,0.001,0.2,10,5,20,3,2,0.01,0,2,1,0.00118107,0.723892
4019,3,500,0.001,0.2,10,5,20,3,2,0.01,0,2,1,0.000312474,2.75199
4020,1,500,0.001,0.2,10,5,20,3,2,0.01,0,2,0,0.00132197,0.879644
4020,2,500,0.001,0.2,10,5,20,3,2,0.01,0,2,0,0.00153178,0.814618
4020,3,500,0.001,0.2,10,5,20,3,2,0.01,0,2,0,0.00234293,2.54427
4021,1,500,0.001,0.2,10,5,20,3,2,0.01,0.1,1,1,0.277902,0.675272
4021,2,500,0.001,0.2,10,5,20,3,2,0.01,0.1,1,1,0.27812,0.631479
4021,3,500,0.001,0.2,10,5,20,3,2,0.01,0.1,1,1,0.285645,2.95711
4022,1,500,0.001,0.2,10,5,20,3,2,0.01,0.1,1,0,0.297842,0.611515
4022,2,500,0.001,0.2,10,5,20,3,2,0.01,0.1,1,0,0.28944,0.538979
4022,3,500,0.001,0.2,10,5,20,3,2,0.01,0.1,1,0,0.279727,2.17773
4023,1,500,0.001,0.2,10,5,20,3,2,0.01,0.1,2,1,0.609331,0.616419
4023,2,500,0.001,0.2,10,5,20,3,2,0.01,0.1,2,1,0.609331,0.742789
4023,3,500,0.001,0.2,10,5,20,3,2,0.01,0.1,2,1,0.607847,2.47993
4024,1,500,0.001,0.2,10,5,20,3,2,0.01,0.1,2,0,0.172246,0.500361
4024,2,500,0.001,0.2,10,5,20,3,2,0.01,0.1,2,0,0.180724,0.531391
4024,3,500,0.001,0.2,10,5,20,3,2,0.01,0.1,2,0,0.17751,2.06814
4025,1,500,0.001,0.2,10,5,20,3,2,0.1,0,1,1,0.0173457,1.67205
4025,2,500,0.001,0.2,10,5,20,3,2,0.1,0,1,1,0.0173457,1.43416
4025,3,500,0.001,0.2,10,5,20,3,2,0.1,0,1,1,0.0153743,2.01044
4026,1,500,0.001,0.2,10,5,20,3,2,0.1,0,1,0,0.179405,7.71118
4026,2,500,0.001,0.2,10,5,20,3,2,0.1,0,1,0,0.179405,7.16811
4026,3,500,0.001,0.2,10,5,20,3,2,0.1,0,1,0,0.276923,2.10026
4027,1,500,0.001,0.2,10,5,20,3,2,0.1,0,2,1,0.156581,6.74505
4027,2,500,0.001,0.2,10,5,20,3,2,0.1,0,2,1,0.432188,6.69635
4027,3,500,0.001,0.2,10,5,20,3,2,0.1,0,2,1,0.261696,6.75504
4028,1,500,0.001,0.2,10,5,20,3,2,0.1,0,2,0,0.0309734,1.28514
4028,2,500,0.001,0.2,10,5,20,3,2,0.1,0,2,0,0.0309734,1.23274
4028,3,500,0.001,0.2,10,5,20,3,2,0.1,0,2,0,0.033649,3.26126
4029,1,500,0.001,0.2,10,5,20,3,2,0.1,0.1,1,1,0.437146,3.8095
4029,2,500,0.001,0.2,10,5,20,3,2,0.1,0.1,1,1,0.437146,3.99803
4029,3,500,0.001,0.2,10,5,20,3,2,0.1,0.1,1,1,0.449877,9.13042
4030,1,500,0.001,0.2,10,5,20,3,2,0.1,0.1,1,0,0.610109,2.04336
4030,2,500,0.001,0.2,10,5,20,3,2,0.1,0.1,1,0,0.496218,2.0996
4030,3,500,0.001,0.2,10,5,20,3,2,0.1,0.1,1,0,0.41077,1.79607
4031,1,500,0.001,0.2,10,5,20,3,2,0.1,0.1,2,1,2.70997,4.99528
4031,2,500,0.001,0.2,10,5,20,3,2,0.1,0.1,2,1,2.70997,4.58359
4031,3,500,0.001,0.2,10,5,20,3,2,0.1,0.1,2,1,2.7464,9.29587
4032,1,500,0.001,0.2,10,5,20,3,2,0.1,0.1,2,0,4.34435,7.49775
4032,2,500,0.001,0.2,10,5,20,3,2,0.1,0.1,2,0,4.34435,7.72025
4032,3,500,0.001,0.2,10,5,20,3,2,0.1,0.1,2,0,23.5726,6.51028
4033,3,500,0.001,0.2,10,5,20,4,1,0.01,0,1,1,0.000246687,1.75233
4034,3,500,0.001,0.2,10,5,20,4,1,0.01,0,1,0,0.000553026,1.88725
4035,3,500,0.001,0.2,10,5,20,4,1,0.01,0,2,1,0.000241806,1.70432
4036,3,500,0.001,0.2,10,5,20,4,1,0.01,0,2,0,9.57439e-05,1.77174
4037,3,500,0.001,0.2,10,5,20,4,1,0.01,0.1,1,1,0.155139,1.73845
4038,3,500,0.001,0.2,10,5,20,4,1,0.01,0.1,1,0,2.06575,1.66369
4039,3,500,0.001,0.2,10,5,20,4,1,0.01,0.1,2,1,117.33,1.21697
4040,3,500,0.001,0.2,10,5,20,4,1,0.01,0.1,2,0,0.348641,1.21987
4041,3,500,0.001,0.2,10,5,20,4,1,0.1,0,1,1,0.0409201,18.6559
4042,3,500,0.001,0.2,10,5,20,4,1,0.1,0,1,0,0.0290842,15.9354
4043,3,500,0.001,0.2,10,5,20,4,1,0.1,0,2,1,0.0234555,18.4536
4044,3,500,0.001,0.2,10,5,20,4,1,0.1,0,2,0,0.272492,14.1216
4045,3,500,0.001,0.2,10,5,20,4,1,0.1,0.1,1,1,0.975555,22.4405
4046,3,500,0.001,0.2,10,5,20,4,1,0.1,0.1,1,0,0.401947,19.9097
4047,3,500,0.001,0.2,10,5,20,4,1,0.1,0.1,2,1,10.5044,21.3603
4048,3,500,0.001,0.2,10,5,20,4,1,0.1,0.1,2,0,0.133517,21.4862
4049,3,500,0.001,0.2,10,5,20,4,2,0.01,0,1,1,0.515661,2.17876
4050,3,500,0.001,0.2,10,5,20,4,2,0.01,0,1,0,0.000694644,2.12236
4051,3,500,0.001,0.2,10,5,20,4,2,0.01,0,2,1,0.00953983,2.05085
4052,3,500,0.001,0.2,10,5,20,4,2,0.01,0,2,0,0.00105191,2.12525
4053,3,500,0.001,0.2,10,5,20,4,2,0.01,0.1,1,1,0.18404,2.02353
4054,3,500,0.001,0.2,10,5,20,4,2,0.01,0.1,1,0,0.220475,1.82076
4055,3,500,0.001,0.2,10,5,20,4,2,0.01,0.1,2,1,58.9868,1.97615
4056,3,500,0.001,0.2,10,5,20,4,2,0.01,0.1,2,0,3.6474,1.66481
4057,3,500,0.001,0.2,10,5,20,4,2,0.1,0,1,1,0.0221317,21.2796
4058,3,500,0.001,0.2,10,5,20,4,2,0.1,0,1,0,0.0249334,17.1312
4059,3,500,0.001,0.2,10,5,20,4,2,0.1,0,2,1,0.0253018,17.1921
4060,3,500,0.001,0.2,10,5,20,4,2,0.1,0,2,0,0.627255,16.9049
4061,3,500,0.001,0.2,10,5,20,4,2,0.1,0.1,1,1,130.916,24.1423
4062,3,500,0.001,0.2,10,5,20,4,2,0.1,0.1,1,0,0.184494,16.8311
4063,3,500,0.001,0.2,10,5,20,4,2,0.1,0.1,2,1,2.80039,14.2036
4064,3,500,0.001,0.2,10,5,20,4,2,0.1,0.1,2,0,0.431613,12.2726
4065,1,500,0.001,0.2,10,5,20,4,3,0.01,0,1,1,0.00130953,0.762616
4065,2,500,0.001,0.2,10,5,20,4,3,0.01,0,1,1,0.00472582,0.762016
4065,3,500,0.001,0.2,10,5,20,4,3,0.01,0,1,1,0.0032059,2.26905
4066,1,500,0.001,0.2,10,5,20,4,3,0.01,0,1,0,0.00232304,0.712398
4066,2,500,0.001,0.2,10,5,20,4,3,0.01,0,1,0,0.00262241,0.770466
4066,3,500,0.001,0.2,10,5,20,4,3,0.01,0,1,0,0.00104469,2.54088
4067,1,500,0.001,0.2,10,5,20,4,3,0.01,0,2,1,0.000433654,0.729919
4067,2,500,0.001,0.2,10,5,20,4,3,0.01,0,2,1,0.000519941,0.762587
4067,3,500,0.001,0.2,10,5,20,4,3,0.01,0,2,1,0.000771788,2.59702
4068,1,500,0.001,0.2,10,5,20,4,3,0.01,0,2,0,0.00411487,0.684226
4068,2,500,0.001,0.2,10,5,20,4,3,0.01,0,2,0,0.00645023,0.636198
4068,3,500,0.001,0.2,10,5,20,4,3,0.01,0,2,0,0.00571279,2.5075
4069,1,500,0.001,0.2,10,5,20,4,3,0.01,0.1,1,1,0.000719857,0.789411
4069,2,500,0.001,0.2,10,5,20,4,3,0.01,0.1,1,1,0.000185495,0.847373
4069,3,500,0.001,0.2,10,5,20,4,3,0.01,0.1,1,1,0.000179188,3.01652
4070,1,500,0.001,0.2,10,5,20,4,3,0.01,0.1,1,0,0.0369825,0.774759
4070,2,500,0.001,0.2,10,5,20,4,3,0.01,0.1,1,0,0.0375797,0.774633
4070,3,500,0.001,0.2,10,5,20,4,3,0.01,0.1,1,0,0.0380906,2.36781
4071,1,500,0.001,0.2,10,5,20,4,3,0.01,0.1,2,1,1.31561,0.73051
4071,2,500,0.001,0.2,10,5,20,4,3,0.01,0.1,2,1,1.32846,1.03647
4071,3,500,0.001,0.2,10,5,20,4,3,0.01,0.1,2,1,1.31665,2.15891
4072,1,500,0.001,0.2,10,5,20,4,3,0.01,0.1,2,0,0.0829622,0.641606
4072,2,500,0.001,0.2,10,5,20,4,3,0.01,0.1,2,0,0.083105,0.700827
4072,3,500,0.001,0.2,10,5,20,4,3,0.01,0.1,2,0,0.083015,2.29437
4073,1,500,0.001,0.2,10,5,20,4,3,0.1,0,1,1,0.289713,6.21853
4073,2,500,0.001,0.2,10,5,20,4,3,0.1,0,1,1,0.289713,6.46913
4073,3,500,0.001,0.2,10,5,20,4,3,0.1,0,1,1,0.235247,3.31822
4074,1,500,0.001,0.2,10,5,20,4,3,0.1,0,1,0,0.140188,5.47386
4074,2,500,0.001,0.2,10,5,20,4,3,0.1,0,1,0,0.141675,6.30075
4074,3,500,0.001,0.2,10,5,20,4,3,0.1,0,1,0,0.153807,1.64684
4075,1,500,0.001,0.2,10,5,20,4,3,0.1,0,2,1,0.320351,4.7895
4075,2,500,0.001,0.2,10,5,20,4,3,0.1,0,2,1,0.320351,3.5735
4075,3,500,0.001,0.2,10,5,20,4,3,0.1,0,2,1,0.188265,4.91223
4076,1,500,0.001,0.2,10,5,20,4,3,0.1,0,2,0,0.125461,3.69646
4076,2,500,0.001,0.2,10,5,20,4,3,0.1,0,2,0,0.120163,4.94885
4076,3,500,0.001,0.2,10,5,20,4,3,0.1,0,2,0,0.115137,1.94942
4077,1,500,0.001,0.2,10,5,20,4,3,0.1,0.1,1,1,2.63112,9.21233
4077,2,500,0.001,0.2,10,5,20,4,3,0.1,0.1,1,1,1.20507,8.20607
4077,3,500,0.001,0.2,10,5,20,4,3,0.1,0.1,1,1,1.38491,8.20663
4078,1,500,0.001,0.2,10,5,20,4,3,0.1,0.1,1,0,0.293244,3.71201
4078,2,500,0.001,0.2,10,5,20,4,3,0.1,0.1,1,0,0.293244,3.5853
4078,3,500,0.001,0.2,10,5,20,4,3,0.1,0.1,1,0,0.269709,3.27246
4079,1,500,0.001,0.2,10,5,20,4,3,0.1,0.1,2,1,6.8309,5.50534
4079,2,500,0.001,0.2,10,5,20,4,3,0.1,0.1,2,1,6.76159,5.91627
4079,3,500,0.001,0.2,10,5,20,4,3,0.1,0.1,2,1,6.34427,1.6085
4080,1,500,0.001,0.2,10,5,20,4,3,0.1,0.1,2,0,0.610742,3.24383
4080,2,500,0.001,0.2,10,5,20,4,3,0.1,0.1,2,0,0.69966,3.41088
4080,3,500,0.001,0.2,10,5,20,4,3,0.1,0.1,2,0,0.691393,3.19903
4081,3,500,0.001,0.2,10,5,100,3,1,0.01,0,1,1,0.0119597,7.20202
4082,3,500,0.001,0.2,10,5,100,3,1,0.01,0,1,0,0.0183264,7.27177
4083,3,500,0.001,0.2,10,5,100,3,1,0.01,0,2,1,0.000132048,7.33709
4084,3,500,0.001,0.2,10,5,100,3,1,0.01,0,2,0,8.2317e-05,7.37571
4085,3,500,0.001,0.2,10,5,100,3,1,0.01,0.1,1,1,5.73228,5.83488
4086,3,500,0.001,0.2,10,5,100,3,1,0.01,0.1,1,0,0.0550869,5.79539
4087,3,500,0.001,0.2,10,5,100,3,1,0.01,0.1,2,1,287.048,5.88192
4088,3,500,0.001,0.2,10,5,100,3,1,0.01,0.1,2,0,8.10276,6.75994
4089,3,500,0.001,0.2,10,5,100,3,1,0.1,0,1,1,0.122168,13.2636
4090,3,500,0.001,0.2,10,5,100,3,1,0.1,0,1,0,1.08281,8.86037
4091,3,500,0.001,0.2,10,5,100,3,1,0.1,0,2,1,0.292631,8.32957
4092,3,500,0.001,0.2,10,5,100,3,1,0.1,0,2,0,0.161656,4.45494
4093,3,500,0.001,0.2,10,5,100,3,1,0.1,0.1,1,1,1.31868,12.8348
4094,3,500,0.001,0.2,10,5,100,3,1,0.1,0.1,1,0,0.060598,12.4167
4095,3,500,0.001,0.2,10,5,100,3,1,0.1,0.1,2,1,100.973,16.8608
4096,3,500,0.001,0.2,10,5,100,3,1,0.1,0.1,2,0,0.374832,12.5233
4097,1,500,0.001,0.2,10,5,100,3,2,0.01,0,1,1,0.0142724,1.1787
4097,2,500,0.001,0.2,10,5,100,3,2,0.01,0,1,1,0.00169696,1.22557
4097,3,500,0.001,0.2,10,5,100,3,2,0.01,0,1,1,0.000230993,7.66369
4098,1,500,0.001,0.2,10,5,100,3,2,0.01,0,1,0,0.0465075,1.75793
4098,2,500,0.001,0.2,10,5,100,3,2,0.01,0,1,0,0.0129027,1.2146
4098,3,500,0.001,0.2,10,5,100,3,2,0.01,0,1,0,0.00061427,7.825
4099,1,500,0.001,0.2,10,5,100,3,2,0.01,0,2,1,0.000574435,1.15162
4099,2,500,0.001,0.2,10,5,100,3,2,0.01,0,2,1,0.00365159,1.20594
4099,3,500,0.001,0.2,10,5,100,3,2,0.01,0,2,1,0.00658,7.7093
4100,1,500,0.001,0.2,10,5,100,3,2,0.01,0,2,0,0.00179991,1.15701
4100,2,500,0.001,0.2,10,5,100,3,2,0.01,0,2,0,0.00115396,1.19335
4100,3,500,0.001,0.2,10,5,100,3,2,0.01,0,2,0,0.000526895,7.4271
4101,1,500,0.001,0.2,10,5,100,3,2,0.01,0.1,1,1,0.305279,1.12125
4101,2,500,0.001,0.2,10,5,100,3,2,0.01,0.1,1,1,0.319412,1.11443
4101,3,500,0.001,0.2,10,5,100,3,2,0.01,0.1,1,1,0.327039,6.7072
4102,1,500,0.001,0.2,10,5,100,3,2,0.01,0.1,1,0,1.56275,0.814459
4102,2,500,0.001,0.2,10,5,100,3,2,0.01,0.1,1,0,2.50963,0.916485
4102,3,500,0.001,0.2,10,5,100,3,2,0.01,0.1,1,0,2.75835,6.77837
4103,1,500,0.001,0.2,10,5,100,3,2,0.01,0.1,2,1,0.959872,1.0823
4103,2,500,0.001,0.2,10,5,100,3,2,0.01,0.1,2,1,0.953342,1.06612
4103,3,500,0.001,0.2,10,5,100,3,2,0.01,0.1,2,1,0.979801,6.84805
4104,1,500,0.001,0.2,10,5,100,3,2,0.01,0.1,2,0,0.733661,1.02801
4104,2,500,0.001,0.2,10,5,100,3,2,0.01,0.1,2,0,0.620822,1.04447
4104,3,500,0.001,0.2,10,5,100,3,2,0.01,0.1,2,0,0.636824,6.72924
4105,1,500,0.001,0.2,10,5,100,3,2,0.1,0,1,1,0.0780183,0.828302
4105,2,500,0.001,0.2,10,5,100,3,2,0.1,0,1,1,0.0409157,0.917675
4105,3,500,0.001,0.2,10,5,100,3,2,0.1,0,1,1,0.0297296,5.6388
4106,1,500,0.001,0.2,10,5,100,3,2,0.1,0,1,0,1.45073,1.20441
4106,2,500,0.001,0.2,10,5,100,3,2,0.1,0,1,0,1.78906,1.81855
4106,3,500,0.001,0.2,10,5,100,3,2,0.1,0,1,0,3.91374,5.76167
4107,1,500,0.001,0.2,10,5,100,3,2,0.1,0,2,1,0.038862,0.915394
4107,2,500,0.001,0.2,10,5,100,3,2,0.1,0,2,1,0.0389836,0.884314
4107,3,500,0.001,0.2,10,5,100,3,2,0.1,0,2,1,0.0317477,5.37766
4108,1,500,0.001,0.2,10,5,100,3,2,0.1,0,2,0,0.0546956,0.926258
4108,2,500,0.001,0.2,10,5,100,3,2,0.1,0,2,0,0.0723305,0.933199
4108,3,500,0.001,0.2,10,5,100,3,2,0.1,0,2,0,0.0210874,6.02696
4109,1,500,0.001,0.2,10,5,100,3,2,0.1,0.1,1,1,0.496775,0.74823
4109,2,500,0.001,0.2,10,5,100,3,2,0.1,0.1,1,1,0.180536,0.784943
4109,3,500,0.001,0.2,10,5,100,3,2,0.1,0.1,1,1,0.293639,5.0582
4110,1,500,0.001,0.2,10,5,100,3,2,0.1,0.1,1,0,0.214034,0.733797
4110,2,500,0.001,0.2,10,5,100,3,2,0.1,0.1,1,0,0.124144,0.775111
4110,3,500,0.001,0.2,10,5,100,3,2,0.1,0.1,1,0,0.144858,5.18553
4111,1,500,0.001,0.2,10,5,100,3,2,0.1,0.1,2,1,0.735601,0.778523
4111,2,500,0.001,0.2,10,5,100,3,2,0.1,0.1,2,1,0.527903,0.805904
4111,3,500,0.001,0.2,10,5,100,3,2,0.1,0.1,2,1,0.581433,5.62347
4112,1,500,0.001,0.2,10,5,100,3,2,0.1,0.1,2,0,1.40298,0.589612
4112,2,500,0.001,0.2,10,5,100,3,2,0.1,0.1,2,0,0.878428,0.814636
4112,3,500,0.001,0.2,10,5,100,3,2,0.1,0.1,2,0,0.84384,5.55687
4113,3,500,0.001,0.2,10,5,100,4,1,0.01,0,1,1,0.000454523,5.90915
4114,3,500,0.001,0.2,10,5,100,4,1,0.01,0,1,0,0.000160232,5.93942
4115,3,500,0.001,0.2,10,5,100,4,1,0.01,0,2,1,0.00110101,6.85106
4116,3,500,0.001,0.2,10,5,100,4,1,0.01,0,2,0,0.000598793,7.97
4117,3,500,0.001,0.2,10,5,100,4,1,0.01,0.1,1,1,1.02374,4.57351
4118,3,500,0.001,0.2,10,5,100,4,1,0.01,0.1,1,0,18.2203,4.16327
4119,3,500,0.001,0.2,10,5,100,4,1,0.01,0.1,2,1,22387.4,4.55022
4120,3,500,0.001,0.2,10,5,100,4,1,0.01,0.1,2,0,0.459548,4.61494
4121,3,500,0.001,0.2,10,5,100,4,1,0.1,0,1,1,4895.64,21.7731
4122,3,500,0.001,0.2,10,5,100,4,1,0.1,0,1,0,0.152436,28.1473
4123,3,500,0.001,0.2,10,5,100,4,1,0.1,0,2,1,0.102448,18.4972
4124,3,500,0.001,0.2,10,5,100,4,1,0.1,0,2,0,0.0460574,25.4054
4125,3,500,0.001,0.2,10,5,100,4,1,0.1,0.1,1,1,2071.89,25.2467
4126,3,500,0.001,0.2,10,5,100,4,1,0.1,0.1,1,0,0.0547815,19.2139
4127,3,500,0.001,0.2,10,5,100,4,1,0.1,0.1,2,1,1.34228,18.9054
4128,3,500,0.001,0.2,10,5,100,4,1,0.1,0.1,2,0,0.184501,35.8059
4129,3,500,0.001,0.2,10,5,100,4,2,0.01,0,1,1,0.00057754,6.98761
4130,3,500,0.001,0.2,10,5,100,4,2,0.01,0,1,0,0.00178418,7.19308
4131,3,500,0.001,0.2,10,5,100,4,2,0.01,0,2,1,0.000726317,6.13675
4132,3,500,0.001,0.2,10,5,100,4,2,0.01,0,2,0,0.106588,5.81138
4133,3,500,0.001,0.2,10,5,100,4,2,0.01,0.1,1,1,0.49574,4.59446
4134,3,500,0.001,0.2,10,5,100,4,2,0.01,0.1,1,0,0.135866,4.61468
4135,3,500,0.001,0.2,10,5,100,4,2,0.01,0.1,2,1,4.21359,4.59077
4136,3,500,0.001,0.2,10,5,100,4,2,0.01,0.1,2,0,0.274066,4.42647
4137,3,500,0.001,0.2,10,5,100,4,2,0.1,0,1,1,0.651506,3.40274
4138,3,500,0.001,0.2,10,5,100,4,2,0.1,0,1,0,0.17318,6.96185
4139,3,500,0.001,0.2,10,5,100,4,2,0.1,0,2,1,0.0660334,3.84016
4140,3,500,0.001,0.2,10,5,100,4,2,0.1,0,2,0,0.0768282,3.52652
4141,3,500,0.001,0.2,10,5,100,4,2,0.1,0.1,1,1,0.370273,6.90743
4142,3,500,0.001,0.2,10,5,100,4,2,0.1,0.1,1,0,0.3161,3.66871
4143,3,500,0.001,0.2,10,5,100,4,2,0.1,0.1,2,1,1.23446,19.798
4144,3,500,0.001,0.2,10,5,100,4,2,0.1,0.1,2,0,29.7617,3.38893
4145,1,500,0.001,0.2,10,5,100,4,3,0.01,0,1,1,0.0449989,1.4127
4145,2,500,0.001,0.2,10,5,100,4,3,0.01,0,1,1,0.0323675,1.23411
4145,3,500,0.001,0.2,10,5,100,4,3,0.01,0,1,1,0.0103764,6.7781
4146,1,500,0.001,0.2,10,5,100,4,3,0.01,0,1,0,0.0530232,0.998287
4146,2,500,0.001,0.2,10,5,100,4,3,0.01,0,1,0,0.0311636,1.05788
4146,3,500,0.001,0.2,10,5,100,4,3,0.01,0,1,0,0.0913756,6.61787
4147,1,500,0.001,0.2,10,5,100,4,3,0.01,0,2,1,0.245332,1.73382
4147,2,500,0.001,0.2,10,5,100,4,3,0.01,0,2,1,0.0311076,1.85303
4147,3,500,0.001,0.2,10,5,100,4,3,0.01,0,2,1,0.000474246,6.94225
4148,1,500,0.001,0.2,10,5,100,4,3,0.01,0,2,0,0.0815689,1.09401
4148,2,500,0.001,0.2,10,5,100,4,3,0.01,0,2,0,0.016893,1.14428
4148,3,500,0.001,0.2,10,5,100,4,3,0.01,0,2,0,0.00592519,6.04375
4149,1,500,0.001,0.2,10,5,100,4,3,0.01,0.1,1,1,89.7123,0.692032
4149,2,500,0.001,0.2,10,5,100,4,3,0.01,0.1,1,1,80.0805,0.727682
4149,3,500,0.001,0.2,10,5,100,4,3,0.01,0.1,1,1,30.5458,5.18321
4150,1,500,0.001,0.2,10,5,100,4,3,0.01,0.1,1,0,0.353828,1.12484
4150,2,500,0.001,0.2,10,5,100,4,3,0.01,0.1,1,0,0.276204,1.42295
4150,3,500,0.001,0.2,10,5,100,4,3,0.01,0.1,1,0,0.556059,5.65559
4151,1,500,0.001,0.2,10,5,100,4,3,0.01,0.1,2,1,1.07808,1.2265
4151,2,500,0.001,0.2,10,5,100,4,3,0.01,0.1,2,1,1.28546,1.33776
4151,3,500,0.001,0.2,10,5,100,4,3,0.01,0.1,2,1,1.7421,5.55751
4152,1,500,0.001,0.2,10,5,100,4,3,0.01,0.1,2,0,1.70879,1.26639
4152,2,500,0.001,0.2,10,5,100,4,3,0.01,0.1,2,0,1.2544,1.18339
4152,3,500,0.001,0.2,10,5,100,4,3,0.01,0.1,2,0,1.01625,4.98495
4153,1,500,0.001,0.2,10,5,100,4,3,0.1,0,1,1,0.564037,0.773135
4153,2,500,0.001,0.2,10,5,100,4,3,0.1,0,1,1,0.0941491,0.871425
4153,3,500,0.001,0.2,10,5,100,4,3,0.1,0,1,1,0.36509,4.30412
4154,1,500,0.001,0.2,10,5,100,4,3,0.1,0,1,0,0.248885,0.705285
4154,2,500,0.001,0.2,10,5,100,4,3,0.1,0,1,0,0.243518,0.741043
4154,3,500,0.001,0.2,10,5,100,4,3,0.1,0,1,0,1.07477,4.91909
4155,1,500,0.001,0.2,10,5,100,4,3,0.1,0,2,1,0.102061,1.12031
4155,2,500,0.001,0.2,10,5,100,4,3,0.1,0,2,1,0.0347095,1.44388
4155,3,500,0.001,0.2,10,5,100,4,3,0.1,0,2,1,0.142835,5.72372
4156,1,500,0.001,0.2,10,5,100,4,3,0.1,0,2,0,0.108922,1.05554
4156,2,500,0.001,0.2,10,5,100,4,3,0.1,0,2,0,0.0534307,0.961722
4156,3,500,0.001,0.2,10,5,100,4,3,0.1,0,2,0,0.0858864,5.84603
4157,1,500,0.001,0.2,10,5,100,4,3,0.1,0.1,1,1,0.955511,1.05585
4157,2,500,0.001,0.2,10,5,100,4,3,0.1,0.1,1,1,0.580429,1.13057
4157,3,500,0.001,0.2,10,5,100,4,3,0.1,0.1,1,1,0.805275,4.2351
4158,1,500,0.001,0.2,10,5,100,4,3,0.1,0.1,1,0,0.17172,0.801776
4158,2,500,0.001,0.2,10,5,100,4,3,0.1,0.1,1,0,0.139696,0.865575
4158,3,500,0.001,0.2,10,5,100,4,3,0.1,0.1,1,0,0.184079,4.46244
4159,1,500,0.001,0.2,10,5,100,4,3,0.1,0.1,2,1,1.26889,0.796574
4159,2,500,0.001,0.2,10,5,100,4,3,0.1,0.1,2,1,0.963024,0.967562
4159,3,500,0.001,0.2,10,5,100,4,3,0.1,0.1,2,1,1.0704,4.39661
4160,1,500,0.001,0.2,10,5,100,4,3,0.1,0.1,2,0,0.139937,0.900576
4160,2,500,0.001,0.2,10,5,100,4,3,0.1,0.1,2,0,0.149636,0.938154
4160,3,500,0.001,0.2,10,5,100,4,3,0.1,0.1,2,0,0.113651,4.80441
4161,3,500,0.001,0.2,20,1,20,3,1,0.01,0,1,1,0.000132819,1.49696
4162,3,500,0.001,0.2,20,1,20,3,1,0.01,0,1,0,0.00011296,1.42266
4163,3,500,0.001,0.2,20,1,20,3,1,0.01,0,2,1,0.000186848,1.78025
4164,3,500,0.001,0.2,20,1,20,3,1,0.01,0,2,0,0.00113663,1.71439
4165,3,500,0.001,0.2,20,1,20,3,1,0.01,0.1,1,1,0.148769,43.886
4166,3,500,0.001,0.2,20,1,20,3,1,0.01,0.1,1,0,0.107113,40.0826
4167,3,500,0.001,0.2,20,1,20,3,1,0.01,0.1,2,1,0.494544,52.77
4168,3,500,0.001,0.2,20,1,20,3,1,0.01,0.1,2,0,0.268561,46.419
4169,3,500,0.001,0.2,20,1,20,3,1,0.1,0,1,1,0.111593,27.2834
4170,3,500,0.001,0.2,20,1,20,3,1,0.1,0,1,0,0.109028,43.8552
4171,3,500,0.001,0.2,20,1,20,3,1,0.1,0,2,1,0.00862413,33.1529
4172,3,500,0.001,0.2,20,1,20,3,1,0.1,0,2,0,0.115445,30.4658
4173,3,500,0.001,0.2,20,1,20,3,1,0.1,0.1,1,1,0.48904,44.7477
4174,3,500,0.001,0.2,20,1,20,3,1,0.1,0.1,1,0,0.0432027,37.3644
