iteration,maxIt,threshold,trainPct,minInliers,bestModelCount,numPoints,n,d,noise,outlierRatio,outlierStrength,saltAndPepper,metric,variation,weighted_average,r2,mse,timeMs
17,100,0.1,0.2,100,1,500,2,1,0.1,0.2,2.5,1,0,1,0,0.437596,1.27442,3.79585
17,100,0.1,0.2,100,1,500,2,1,0.1,0.2,2.5,1,0,2,0,0.437932,1.27366,4.17871
18,100,0.1,0.2,100,1,500,2,1,0.1,0.2,2.5,0,0,1,0,0.724261,0.41927,3.79767
18,100,0.1,0.2,100,1,500,2,1,0.1,0.2,2.5,0,0,2,0,0.72359,0.420289,3.89813
19,100,0.1,0.2,100,1,500,2,1,0.1,0.3,2.5,1,0,1,0,0.373539,1.7637,3.42354
19,100,0.1,0.2,100,1,500,2,1,0.1,0.3,2.5,1,0,2,0,0.373067,1.76503,3.79951
20,100,0.1,0.2,100,1,500,2,1,0.1,0.3,2.5,0,0,1,0,0.667874,0.46305,3.7974
20,100,0.1,0.2,100,1,500,2,1,0.1,0.3,2.5,0,0,2,0,0.668429,0.462276,3.8279
21,100,0.1,0.2,100,1,500,2,1,0.1,0.4,2.5,1,0,1,0,0.148307,2.57486,3.15949
21,100,0.1,0.2,100,1,500,2,1,0.1,0.4,2.5,1,0,2,0,0.150079,2.5695,3.33884
22,100,0.1,0.2,100,1,500,2,1,0.1,0.4,2.5,0,0,1,0,0.518575,0.790695,3.19569
22,100,0.1,0.2,100,1,500,2,1,0.1,0.4,2.5,0,0,2,0,0.514063,0.798105,3.47968
23,100,0.1,0.2,100,1,500,2,1,0.1,0.5,2.5,1,0,1,0,-0.190242,3.14187,3.16904
23,100,0.1,0.2,100,1,500,2,1,0.1,0.5,2.5,1,0,2,0,-0.226753,3.23825,3.52879
24,100,0.1,0.2,100,1,500,2,1,0.1,0.5,2.5,0,0,1,0,0.447364,1.12794,3.16791
24,100,0.1,0.2,100,1,500,2,1,0.1,0.5,2.5,0,0,2,0,0.422856,1.17796,3.23742
25,100,0.1,0.2,100,1,500,2,1,0.2,0,2.5,1,0,1,0,0.955436,0.0428506,4.0569
25,100,0.1,0.2,100,1,500,2,1,0.2,0,2.5,1,0,2,0,0.957943,0.0404393,4.04161
26,100,0.1,0.2,100,1,500,2,1,0.2,0,2.5,0,0,1,0,0.96084,0.0401652,3.9399
26,100,0.1,0.2,100,1,500,2,1,0.2,0,2.5,0,0,2,0,0.957474,0.0436171,3.98391
27,100,0.1,0.2,100,1,500,2,1,0.2,0.1,2.5,1,0,1,0,0.588911,0.656949,3.65054
27,100,0.1,0.2,100,1,500,2,1,0.2,0.1,2.5,1,0,2,0,0.589712,0.655669,3.83805
28,100,0.1,0.2,100,1,500,2,1,0.2,0.1,2.5,0,0,1,0,0.783375,0.240952,3.72394
28,100,0.1,0.2,100,1,500,2,1,0.2,0.1,2.5,0,0,2,0,0.78828,0.235496,3.88524
29,100,0.1,0.2,100,1,500,2,1,0.2,0.2,2.5,1,0,1,0,0.529499,1.07071,3.31703
29,100,0.1,0.2,100,1,500,2,1,0.2,0.2,2.5,1,0,2,0,0.31923,1.54921,3.57325
30,100,0.1,0.2,100,1,500,2,1,0.2,0.2,2.5,0,0,1,0,0.625952,0.51142,3.60138
30,100,0.1,0.2,100,1,500,2,1,0.2,0.2,2.5,0,0,2,0,0.646212,0.483719,3.5818
31,100,0.1,0.2,100,1,500,2,1,0.2,0.3,2.5,1,0,1,0,0.599525,1.18393,3.21504
31,100,0.1,0.2,100,1,500,2,1,0.2,0.3,2.5,1,0,2,0,0.6174,1.13109,3.82356
32,100,0.1,0.2,100,1,500,2,1,0.2,0.3,2.5,0,0,1,0,0.599761,0.718232,4.03694
32,100,0.1,0.2,100,1,500,2,1,0.2,0.3,2.5,0,0,2,0,0.589541,0.736572,4.20618
33,100,0.1,0.2,100,1,500,2,1,0.2,0.4,2.5,1,0,1,0,0.502087,1.27506,3.32349
33,100,0.1,0.2,100,1,500,2,1,0.2,0.4,2.5,1,0,2,0,0.48723,1.31311,4.31208
34,100,0.1,0.2,100,1,500,2,1,0.2,0.4,2.5,0,0,1,0,0.534843,0.874778,3.73918
34,100,0.1,0.2,100,1,500,2,1,0.2,0.4,2.5,0,0,2,0,0.542652,0.860093,3.93596
35,100,0.1,0.2,100,1,500,2,1,0.2,0.5,2.5,1,0,1,0,0.677354,1.28919,3.68071
35,100,0.1,0.2,100,1,500,2,1,0.2,0.5,2.5,1,0,2,0,0.599921,1.59859,3.72664
36,100,0.1,0.2,100,1,500,2,1,0.2,0.5,2.5,0,0,1,0,0.497211,1.02288,3.32669
36,100,0.1,0.2,100,1,500,2,1,0.2,0.5,2.5,0,0,2,0,0.451887,1.11509,3.47685
37,100,0.1,0.2,100,1,500,2,1,0.3,0,2.5,1,0,1,0,0.866944,0.144474,4.54852
37,100,0.1,0.2,100,1,500,2,1,0.3,0,2.5,1,0,2,0,0.899898,0.108692,4.5789
38,100,0.1,0.2,100,1,500,2,1,0.3,0,2.5,0,0,1,0,0.903759,0.100075,3.76128
38,100,0.1,0.2,100,1,500,2,1,0.3,0,2.5,0,0,2,0,0.911546,0.091979,3.73999
39,100,0.1,0.2,100,1,500,2,1,0.3,0.1,2.5,1,0,1,0,0.570547,0.781642,3.50078
39,100,0.1,0.2,100,1,500,2,1,0.3,0.1,2.5,1,0,2,0,0.452392,0.996695,3.43943
40,100,0.1,0.2,100,1,500,2,1,0.3,0.1,2.5,0,0,1,0,0.753735,0.306327,3.45758
40,100,0.1,0.2,100,1,500,2,1,0.3,0.1,2.5,0,0,2,0,0.705133,0.366783,3.64512
41,100,0.1,0.2,100,1,500,2,1,0.3,0.2,2.5,1,0,1,0,0.499583,1.00659,3.38849
41,100,0.1,0.2,100,1,500,2,1,0.3,0.2,2.5,1,0,2,0,0.447944,1.11046,3.4667
42,100,0.1,0.2,100,1,500,2,1,0.3,0.2,2.5,0,0,1,0,0.332712,1.08001,3.30219
42,100,0.1,0.2,100,1,500,2,1,0.3,0.2,2.5,0,0,2,0,0.414418,0.947772,3.42316
43,100,0.1,0.2,100,1,500,2,1,0.3,0.3,2.5,1,0,1,0,0.514931,1.2677,3.22122
43,100,0.1,0.2,100,1,500,2,1,0.3,0.3,2.5,1,0,2,0,0.579702,1.09842,3.31195
44,100,0.1,0.2,100,1,500,2,1,0.3,0.3,2.5,0,0,1,0,0.405842,0.934124,3.2455
44,100,0.1,0.2,100,1,500,2,1,0.3,0.3,2.5,0,0,2,0,0.447184,0.869127,3.58809
45,100,0.1,0.2,100,1,500,2,1,0.3,0.4,2.5,1,0,1,0,0.631017,1.05506,3.10293
45,100,0.1,0.2,100,1,500,2,1,0.3,0.4,2.5,1,0,2,0,0.629095,1.06056,3.46548
46,100,0.1,0.2,100,1,500,2,1,0.3,0.4,2.5,0,0,1,0,0.272247,1.35313,3.22177
46,100,0.1,0.2,100,1,500,2,1,0.3,0.4,2.5,0,0,2,0,0.324168,1.25659,3.2662
47,100,0.1,0.2,100,1,500,2,1,0.3,0.5,2.5,1,0,1,0,0.518287,1.55149,3.00336
47,100,0.1,0.2,100,1,500,2,1,0.3,0.5,2.5,1,0,2,0,0.58795,1.32712,3.17754
48,100,0.1,0.2,100,1,500,2,1,0.3,0.5,2.5,0,0,1,0,0.423262,1.17366,3.1545
48,100,0.1,0.2,100,1,500,2,1,0.3,0.5,2.5,0,0,2,0,0.350472,1.32179,3.1239
49,100,0.1,0.2,100,1,500,3,1,0,0,2.5,1,0,1,0,1,-1.68365e-16,4.96868
49,100,0.1,0.2,100,1,500,3,1,0,0,2.5,1,0,2,0,1,-6.12323e-17,5.41578
50,100,0.1,0.2,100,1,500,3,1,0,0,2.5,0,0,1,0,1,-3.57658e-16,5.12151
50,100,0.1,0.2,100,1,500,3,1,0,0,2.5,0,0,2,0,1,7.86038e-17,5.18507
51,100,0.1,0.2,100,1,500,3,1,0,0.1,2.5,1,0,1,0,0.423602,1.25,4.30378
51,100,0.1,0.2,100,1,500,3,1,0,0.1,2.5,1,0,2,0,0.74058,0.562588,4.30524
52,100,0.1,0.2,100,1,500,3,1,0,0.1,2.5,0,0,1,0,0.746407,0.384233,4.15156
52,100,0.1,0.2,100,1,500,3,1,0,0.1,2.5,0,0,2,0,0.870715,0.195886,4.38923
53,100,0.1,0.2,100,1,500,3,1,0,0.2,2.5,1,0,1,0,0.239898,2.575,3.27807
53,100,0.1,0.2,100,1,500,3,1,0,0.2,2.5,1,0,2,0,0.5657,1.47128,3.28626
54,100,0.1,0.2,100,1,500,3,1,0,0.2,2.5,0,0,1,0,0.520337,0.800606,3.59048
54,100,0.1,0.2,100,1,500,3,1,0,0.2,2.5,0,0,2,0,0.737047,0.438895,3.89283
55,100,0.1,0.2,100,1,500,3,1,0,0.3,2.5,1,0,1,0,-0.664306,6.95,2.95002
55,100,0.1,0.2,100,1,500,3,1,0,0.3,2.5,1,0,2,0,0.421627,2.41524,3.10532
56,100,0.1,0.2,100,1,500,3,1,0,0.3,2.5,0,0,1,0,0.450785,1.19151,3.34591
56,100,0.1,0.2,100,1,500,3,1,0,0.3,2.5,0,0,2,0,0.74495,0.553328,3.60292
57,100,0.1,0.2,100,1,500,3,1,0,0.4,2.5,1,0,1,0,0.150008,5.0625,2.71337
57,100,0.1,0.2,100,1,500,3,1,0,0.4,2.5,1,0,2,0,0.599818,2.38346,2.77837
58,100,0.1,0.2,100,1,500,3,1,0,0.4,2.5,0,0,1,0,0.29427,1.71428,2.83383
58,100,0.1,0.2,100,1,500,3,1,0,0.4,2.5,0,0,2,0,0.700485,0.72755,2.87072
59,100,0.1,0.2,100,1,500,3,1,0,0.5,2.5,1,0,1,0,-0.570562,6.3875,2.96999
59,100,0.1,0.2,100,1,500,3,1,0,0.5,2.5,1,0,2,0,0.628584,1.51055,3.27748
60,100,0.1,0.2,100,1,500,3,1,0,0.5,2.5,0,0,1,0,0.202515,2.16254,2.97874
60,100,0.1,0.2,100,1,500,3,1,0,0.5,2.5,0,0,2,0,0.519928,1.30181,2.88331
61,100,0.1,0.2,100,1,500,3,1,0.1,0,2.5,1,0,1,0,0.980159,0.0211787,4.81903
61,100,0.1,0.2,100,1,500,3,1,0.1,0,2.5,1,0,2,0,0.989774,0.0109156,4.672
62,100,0.1,0.2,100,1,500,3,1,0.1,0,2.5,0,0,1,0,0.979423,0.0209574,4.38098
62,100,0.1,0.2,100,1,500,3,1,0.1,0,2.5,0,0,2,0,0.990559,0.00961551,4.69734
63,100,0.1,0.2,100,1,500,3,1,0.1,0.1,2.5,1,0,1,0,0.507008,1.11415,3.67606
63,100,0.1,0.2,100,1,500,3,1,0.1,0.1,2.5,1,0,2,0,0.73067,0.608679,3.87834
64,100,0.1,0.2,100,1,500,3,1,0.1,0.1,2.5,0,0,1,0,0.607438,0.569218,3.71166
64,100,0.1,0.2,100,1,500,3,1,0.1,0.1,2.5,0,0,2,0,0.808191,0.278124,3.62207
65,100,0.1,0.2,100,1,500,3,1,0.1,0.2,2.5,1,0,1,0,0.269732,2.54644,3.04142
65,100,0.1,0.2,100,1,500,3,1,0.1,0.2,2.5,1,0,2,0,0.613825,1.34659,3.12532
66,100,0.1,0.2,100,1,500,3,1,0.1,0.2,2.5,0,0,1,0,0.51867,0.966044,3.20774
66,100,0.1,0.2,100,1,500,3,1,0.1,0.2,2.5,0,0,2,0,0.757112,0.487483,3.19136
67,100,0.1,0.2,100,1,500,3,1,0.1,0.3,2.5,1,0,1,0,0.187013,4.04219,3.65605
67,100,0.1,0.2,100,1,500,3,1,0.1,0.3,2.5,1,0,2,0,0.576905,2.10364,3.34817
68,100,0.1,0.2,100,1,500,3,1,0.1,0.3,2.5,0,0,1,0,0.427794,1.22027,3.9142
68,100,0.1,0.2,100,1,500,3,1,0.1,0.3,2.5,0,0,2,0,0.698017,0.643998,4.16823
69,100,0.1,0.2,100,1,500,3,1,0.1,0.4,2.5,1,0,1,0,-0.570927,7.48232,5.34062
69,100,0.1,0.2,100,1,500,3,1,0.1,0.4,2.5,1,0,2,0,0.580233,1.99935,5.21631
70,100,0.1,0.2,100,1,500,3,1,0.1,0.4,2.5,0,0,1,0,0.356654,1.701,4.44916
70,100,0.1,0.2,100,1,500,3,1,0.1,0.4,2.5,0,0,2,0,0.622446,0.998248,3.76499
71,100,0.1,0.2,100,1,500,3,1,0.1,0.5,2.5,1,0,1,0,0.0642605,5.99495,2.76351
71,100,0.1,0.2,100,1,500,3,1,0.1,0.5,2.5,1,0,2,0,0.595791,2.58962,2.78044
72,100,0.1,0.2,100,1,500,3,1,0.1,0.5,2.5,0,0,1,0,0.30472,1.90261,2.61013
72,100,0.1,0.2,100,1,500,3,1,0.1,0.5,2.5,0,0,2,0,0.607825,1.07317,2.967
73,100,0.1,0.2,100,1,500,3,1,0.2,0,2.5,1,0,1,0,0.924004,0.0788618,4.18259
73,100,0.1,0.2,100,1,500,3,1,0.2,0,2.5,1,0,2,0,0.949538,0.0523644,4.7294
74,100,0.1,0.2,100,1,500,3,1,0.2,0,2.5,0,0,1,0,0.902506,0.10671,4.44817
74,100,0.1,0.2,100,1,500,3,1,0.2,0,2.5,0,0,2,0,0.95867,0.0452374,5.67049
75,100,0.1,0.2,100,1,500,3,1,0.2,0.1,2.5,1,0,1,0,0.482445,1.17463,5.03444
75,100,0.1,0.2,100,1,500,3,1,0.2,0.1,2.5,1,0,2,0,0.726697,0.620285,5.01772
76,100,0.1,0.2,100,1,500,3,1,0.2,0.1,2.5,0,0,1,0,0.579858,0.672247,4.87088
76,100,0.1,0.2,100,1,500,3,1,0.2,0.1,2.5,0,0,2,0,0.793412,0.33055,3.43992
77,100,0.1,0.2,100,1,500,3,1,0.2,0.2,2.5,1,0,1,0,0.236399,2.65358,2.737
77,100,0.1,0.2,100,1,500,3,1,0.2,0.2,2.5,1,0,2,0,0.61992,1.32081,4.20691
78,100,0.1,0.2,100,1,500,3,1,0.2,0.2,2.5,0,0,1,0,0.494878,0.991858,2.99087
78,100,0.1,0.2,100,1,500,3,1,0.2,0.2,2.5,0,0,2,0,0.771994,0.447713,3.39462
79,100,0.1,0.2,100,1,500,3,1,0.2,0.3,2.5,1,0,1,0,0.208062,3.96451,2.65289
79,100,0.1,0.2,100,1,500,3,1,0.2,0.3,2.5,1,0,2,0,0.617516,1.91475,3.32587
80,100,0.1,0.2,100,1,500,3,1,0.2,0.3,2.5,0,0,1,0,0.38602,1.34214,2.91473
80,100,0.1,0.2,100,1,500,3,1,0.2,0.3,2.5,0,0,2,0,0.706829,0.640864,3.68256
81,100,0.1,0.2,100,1,500,3,1,0.2,0.4,2.5,1,0,1,0,-0.129384,5.71639,2.79474
81,100,0.1,0.2,100,1,500,3,1,0.2,0.4,2.5,1,0,2,0,0.571751,2.16759,3.90208
82,100,0.1,0.2,100,1,500,3,1,0.2,0.4,2.5,0,0,1,0,0.377592,1.6454,2.89955
82,100,0.1,0.2,100,1,500,3,1,0.2,0.4,2.5,0,0,2,0,0.680681,0.844155,3.15385
83,100,0.1,0.2,100,1,500,3,1,0.2,0.5,2.5,1,0,1,0,-0.329454,6.30245,9.96454
83,100,0.1,0.2,100,1,500,3,1,0.2,0.5,2.5,1,0,2,0,0.550758,2.12969,10.1557
84,100,0.1,0.2,100,1,500,3,1,0.2,0.5,2.5,0,0,1,0,0.285634,2.24497,8.46634
84,100,0.1,0.2,100,1,500,3,1,0.2,0.5,2.5,0,0,2,0,0.580592,1.31804,5.58903
85,100,0.1,0.2,100,1,500,3,1,0.3,0,2.5,1,0,1,0,0.828292,0.180654,3.10927
85,100,0.1,0.2,100,1,500,3,1,0.3,0,2.5,1,0,2,0,0.881542,0.12463,3.18367
86,100,0.1,0.2,100,1,500,3,1,0.3,0,2.5,0,0,1,0,0.784743,0.279156,4.51127
86,100,0.1,0.2,100,1,500,3,1,0.3,0,2.5,0,0,2,0,0.875842,0.161015,4.15308
87,100,0.1,0.2,100,1,500,3,1,0.3,0.1,2.5,1,0,1,0,0.31023,1.73188,3.03991
87,100,0.1,0.2,100,1,500,3,1,0.3,0.1,2.5,1,0,2,0,0.666693,0.83687,3.02363
88,100,0.1,0.2,100,1,500,3,1,0.3,0.1,2.5,0,0,1,0,0.622457,0.582911,2.91011
88,100,0.1,0.2,100,1,500,3,1,0.3,0.1,2.5,0,0,2,0,0.828643,0.264567,3.09797
89,100,0.1,0.2,100,1,500,3,1,0.3,0.2,2.5,1,0,1,0,0.289586,2.2358,2.77983
89,100,0.1,0.2,100,1,500,3,1,0.3,0.2,2.5,1,0,2,0,0.670087,1.03829,3.21951
90,100,0.1,0.2,100,1,500,3,1,0.3,0.2,2.5,0,0,1,0,0.449295,1.05829,2.76703
90,100,0.1,0.2,100,1,500,3,1,0.3,0.2,2.5,0,0,2,0,0.71901,0.539978,3.22888
91,100,0.1,0.2,100,1,500,3,1,0.3,0.3,2.5,1,0,1,0,0.171324,4.03447,5.30169
91,100,0.1,0.2,100,1,500,3,1,0.3,0.3,2.5,1,0,2,0,0.559891,2.1427,5.77558
92,100,0.1,0.2,100,1,500,3,1,0.3,0.3,2.5,0,0,1,0,0.394854,1.51716,3.20996
92,100,0.1,0.2,100,1,500,3,1,0.3,0.3,2.5,0,0,2,0,0.695276,0.763973,3.01428
93,100,0.1,0.2,100,1,500,3,1,0.3,0.4,2.5,1,0,1,0,-0.0568734,5.1578,16.2184
93,100,0.1,0.2,100,1,500,3,1,0.3,0.4,2.5,1,0,2,0,0.598619,1.95883,12.7544
94,100,0.1,0.2,100,1,500,3,1,0.3,0.4,2.5,0,0,1,0,0.280687,1.89814,8.81639
94,100,0.1,0.2,100,1,500,3,1,0.3,0.4,2.5,0,0,2,0,0.651547,0.919509,9.94969
95,100,0.1,0.2,100,1,500,3,1,0.3,0.5,2.5,1,0,1,0,-0.0173405,6.50927,18.5738
95,100,0.1,0.2,100,1,500,3,1,0.3,0.5,2.5,1,0,2,0,0.643037,2.28397,22.1807
96,100,0.1,0.2,100,1,500,3,1,0.3,0.5,2.5,0,0,1,0,0.31469,2.24307,16.6078
96,100,0.1,0.2,100,1,500,3,1,0.3,0.5,2.5,0,0,2,0,0.684005,1.03428,18.6745
97,100,0.1,0.2,100,1,500,3,2,0,0,2.5,1,0,1,0,1,-3.08795e-16,8.14913
97,100,0.1,0.2,100,1,500,3,2,0,0,2.5,1,0,2,0,1,6.93889e-18,7.30035
98,100,0.1,0.2,100,1,500,3,2,0,0,2.5,0,0,1,0,1,-3.48832e-16,6.49768
98,100,0.1,0.2,100,1,500,3,2,0,0,2.5,0,0,2,0,1,-4.92939e-17,6.4046
99,100,0.1,0.2,100,1,500,3,2,0,0.1,2.5,1,0,1,0,0.598723,0.625,5.40679
99,100,0.1,0.2,100,1,500,3,2,0,0.1,2.5,1,0,2,0,0.598723,0.625,6.23642
100,100,0.1,0.2,100,1,500,3,2,0,0.1,2.5,0,0,1,0,0.799323,0.235669,4.85051
100,100,0.1,0.2,100,1,500,3,2,0,0.1,2.5,0,0,2,0,0.799323,0.235669,5.06678
101,100,0.1,0.2,100,1,500,3,2,0,0.2,2.5,1,0,1,0,0.434128,1.2,4.76449
101,100,0.1,0.2,100,1,500,3,2,0,0.2,2.5,1,0,2,0,0.434128,1.2,6.5803
102,100,0.1,0.2,100,1,500,3,2,0,0.2,2.5,0,0,1,0,0.665771,0.470207,6.20376
102,100,0.1,0.2,100,1,500,3,2,0,0.2,2.5,0,0,2,0,0.665771,0.470207,5.20651
103,100,0.1,0.2,100,1,500,3,2,0,0.3,2.5,1,0,1,0,0.211703,1.9125,4.46198
103,100,0.1,0.2,100,1,500,3,2,0,0.3,2.5,1,0,2,0,0.211703,1.9125,4.21322
104,100,0.1,0.2,100,1,500,3,2,0,0.3,2.5,0,0,1,0,0.597444,0.592159,4.46559
104,100,0.1,0.2,100,1,500,3,2,0,0.3,2.5,0,0,2,0,0.597444,0.592159,4.27589
105,100,0.1,0.2,100,1,500,3,2,0,0.4,2.5,1,0,1,0,0.247642,2.625,3.8415
105,100,0.1,0.2,100,1,500,3,2,0,0.4,2.5,1,0,2,0,-0.984792,6.925,3.90722
106,100,0.1,0.2,100,1,500,3,2,0,0.4,2.5,0,0,1,0,0.58269,0.66838,4.65154
106,100,0.1,0.2,100,1,500,3,2,0,0.4,2.5,0,0,2,0,0.58269,0.66838,5.38171
107,100,0.1,0.2,100,1,500,3,2,0,0.5,2.5,1,0,1,0,-0.881517,7.3875,4.15242
107,100,0.1,0.2,100,1,500,3,2,0,0.5,2.5,1,0,2,0,-0.881517,7.3875,5.00989
108,100,0.1,0.2,100,1,500,3,2,0,0.5,2.5,0,0,1,0,0.394843,1.03991,4.56192
108,100,0.1,0.2,100,1,500,3,2,0,0.5,2.5,0,0,2,0,0.394843,1.03991,4.9342
109,100,0.1,0.2,100,1,500,3,2,0.1,0,2.5,1,0,1,0,0.989822,0.0104769,4.87635
109,100,0.1,0.2,100,1,500,3,2,0.1,0,2.5,1,0,2,0,0.989612,0.0106926,5.4471
110,100,0.1,0.2,100,1,500,3,2,0.1,0,2.5,0,0,1,0,0.988562,0.0111186,6.4788
110,100,0.1,0.2,100,1,500,3,2,0.1,0,2.5,0,0,2,0,0.989144,0.0105522,6.9004
111,100,0.1,0.2,100,1,500,3,2,0.1,0.1,2.5,1,0,1,0,0.630152,0.608125,4.9379
111,100,0.1,0.2,100,1,500,3,2,0.1,0.1,2.5,1,0,2,0,0.630428,0.607671,5.02143
112,100,0.1,0.2,100,1,500,3,2,0.1,0.1,2.5,0,0,1,0,0.853921,0.186313,5.46157
112,100,0.1,0.2,100,1,500,3,2,0.1,0.1,2.5,0,0,2,0,0.853042,0.187435,6.65843
113,100,0.1,0.2,100,1,500,3,2,0.1,0.2,2.5,1,0,1,0,0.438505,1.22199,4.99028
113,100,0.1,0.2,100,1,500,3,2,0.1,0.2,2.5,1,0,2,0,0.440307,1.21807,4.53769
114,100,0.1,0.2,100,1,500,3,2,0.1,0.2,2.5,0,0,1,0,0.728427,0.383998,4.15736
114,100,0.1,0.2,100,1,500,3,2,0.1,0.2,2.5,0,0,2,0,0.719649,0.396411,5.84327
115,100,0.1,0.2,100,1,500,3,2,0.1,0.3,2.5,1,0,1,0,0.363703,1.69598,3.88431
115,100,0.1,0.2,100,1,500,3,2,0.1,0.3,2.5,1,0,2,0,0.36316,1.69743,4.43096
116,100,0.1,0.2,100,1,500,3,2,0.1,0.3,2.5,0,0,1,0,0.542072,0.674962,4.66425
116,100,0.1,0.2,100,1,500,3,2,0.1,0.3,2.5,0,0,2,0,0.54372,0.672534,7.4344
117,100,0.1,0.2,100,1,500,3,2,0.1,0.4,2.5,1,0,1,0,0.730968,0.872448,7.11876
117,100,0.1,0.2,100,1,500,3,2,0.1,0.4,2.5,1,0,2,0,0.823035,0.573885,7.59764
118,100,0.1,0.2,100,1,500,3,2,0.1,0.4,2.5,0,0,1,0,0.470149,0.933559,6.09206
118,100,0.1,0.2,100,1,500,3,2,0.1,0.4,2.5,0,0,2,0,0.441407,0.984201,4.11969
119,100,0.1,0.2,100,1,500,3,2,0.1,0.5,2.5,1,0,1,0,0.710966,1.07721,3.72785
119,100,0.1,0.2,100,1,500,3,2,0.1,0.5,2.5,1,0,2,0,0.792229,0.774351,3.98914
120,100,0.1,0.2,100,1,500,3,2,0.1,0.5,2.5,0,0,1,0,0.707754,0.599238,3.80137
120,100,0.1,0.2,100,1,500,3,2,0.1,0.5,2.5,0,0,2,0,0.74199,0.529039,3.8644
121,100,0.1,0.2,100,1,500,3,2,0.2,0,2.5,1,0,1,0,0.955699,0.0470515,4.43654
121,100,0.1,0.2,100,1,500,3,2,0.2,0,2.5,1,0,2,0,0.962264,0.0400784,4.91012
122,100,0.1,0.2,100,1,500,3,2,0.2,0,2.5,0,0,1,0,0.958426,0.0457326,5.043
122,100,0.1,0.2,100,1,500,3,2,0.2,0,2.5,0,0,2,0,0.957803,0.0464187,5.84375
123,100,0.1,0.2,100,1,500,3,2,0.2,0.1,2.5,1,0,1,0,0.609422,0.640991,4.35257
123,100,0.1,0.2,100,1,500,3,2,0.2,0.1,2.5,1,0,2,0,0.666084,0.548001,5.22747
