iteration,maxIt,threshold,trainPct,minInliers,bestModelCount,numPoints,n,d,noise,outlierRatio,outlierStrength,saltAndPepper,metric,variation,weighted_average,r2_regression_inlier,r2_orthogonal_inlier,mse_regression_inlier,mse_orthogonal_inlier,r2_regression,r2_orthogonal,mse_regression,mse_orthogonal,timeMs
499,100,0.1,0.2,100,1,500,32,1,0.3,0.3,2.5,0,0,2,0,-54.1654,0.957798,68.1379,1.46286,-20.1702,0.972973,67.8407,1.45648,276.502
499,100,0.1,0.2,100,1,500,32,1,0.3,0.3,2.5,0,0,3,0,0.13597,0.973812,1.06721,0.907753,0.681004,0.983865,1.02224,0.869496,15.7197
500,100,0.1,0.2,100,1,500,32,1,0.3,0.3,2.5,0,1,1,0,-37590.9,0.974196,42884.8,0.88473,-17868.3,0.981203,45821.1,0.945307,286.382
500,100,0.1,0.2,100,1,500,32,1,0.3,0.3,2.5,0,1,2,0,-205.684,0.971185,235.785,0.987978,-102.801,0.977822,266.17,1.1153,282.382
500,100,0.1,0.2,100,1,500,32,1,0.3,0.3,2.5,0,1,3,0,0.190177,0.976635,0.923844,0.801109,0.636601,0.983932,0.931843,0.808046,11.2422
501,100,0.1,0.2,100,1,500,32,1,0.3,0.5,2.5,1,0,1,0,-132.421,0.972694,136.571,0.920463,-10.4188,0.992774,143.464,0.966916,292.691
501,100,0.1,0.2,100,1,500,32,1,0.3,0.5,2.5,1,0,2,0,-40.1551,0.974196,42.1269,0.869824,-2.53875,0.993139,44.4602,0.918002,320.642
501,100,0.1,0.2,100,1,500,32,1,0.3,0.5,2.5,1,0,3,0,0.0543477,0.975906,0.967982,0.812164,0.923094,0.993941,0.966235,0.810698,13.4312
502,100,0.1,0.2,100,1,500,32,1,0.3,0.5,2.5,1,1,1,0,-140.886,0.961509,154.167,1.28,-24.8869,0.983122,265.572,2.20495,309.312
502,100,0.1,0.2,100,1,500,32,1,0.3,0.5,2.5,1,1,2,0,-88.4324,0.96841,97.1734,1.05049,-18.3912,0.983539,198.933,2.15056,324.379
502,100,0.1,0.2,100,1,500,32,1,0.3,0.5,2.5,1,1,3,0,0.119608,0.975263,0.956596,0.822624,0.903507,0.993484,0.98991,0.851273,11.5692
503,100,0.1,0.2,100,1,500,32,1,0.3,0.5,2.5,0,0,1,0,-14.6285,0.972727,15.9475,0.91773,-3.27503,0.98528,17.5129,1.00782,359.235
503,100,0.1,0.2,100,1,500,32,1,0.3,0.5,2.5,0,0,2,0,-244.359,0.967532,250.367,1.09254,-68.3215,0.9819,283.98,1.23922,306.313
503,100,0.1,0.2,100,1,500,32,1,0.3,0.5,2.5,0,0,3,0,0.0857827,0.976277,0.932877,0.79828,0.746829,0.987037,1.03713,0.887494,12.0565
504,100,0.1,0.2,100,1,500,32,1,0.3,0.5,2.5,0,1,1,0,-467.329,0.959615,566.175,1.35417,-116.852,0.9803,553.175,1.32307,310.646
504,100,0.1,0.2,100,1,500,32,1,0.3,0.5,2.5,0,1,2,0,-23.6078,0.974299,29.749,0.861792,-6.33721,0.985145,34.4393,0.997663,280.975
504,100,0.1,0.2,100,1,500,32,1,0.3,0.5,2.5,0,1,3,0,-0.0496638,0.96768,1.26897,1.08375,0.743962,0.984718,1.20179,1.02638,12.5489
505,100,0.1,0.2,100,1,500,32,1,0.5,0,2.5,1,0,1,0,-2645.67,0.960049,4512.97,1.50134,-2645.67,0.960049,4512.97,1.50134,295.028
505,100,0.1,0.2,100,1,500,32,1,0.5,0,2.5,1,0,2,0,-7.88926,0.96537,15.1576,1.30141,-7.88926,0.96537,15.1576,1.30141,307.878
505,100,0.1,0.2,100,1,500,32,1,0.5,0,2.5,1,0,3,0,0.356547,0.974986,1.09719,0.940032,0.356547,0.974986,1.09719,0.940032,11.4683
506,100,0.1,0.2,100,1,500,32,1,0.5,0,2.5,1,1,1,0,-1993.5,0.972627,3460.89,1.07846,-1993.5,0.972627,3460.89,1.07846,298.336
506,100,0.1,0.2,100,1,500,32,1,0.5,0,2.5,1,1,2,0,-249.208,0.962481,434.166,1.47823,-249.208,0.962481,434.166,1.47823,300.697
506,100,0.1,0.2,100,1,500,32,1,0.5,0,2.5,1,1,3,0,0.483522,0.980284,0.896204,0.776785,0.483522,0.980284,0.896204,0.776785,11.7175
507,100,0.1,0.2,100,1,500,32,1,0.5,0,2.5,0,0,1,0,-21.4577,0.971048,34.3712,1.11612,-21.4577,0.971048,34.3712,1.11612,274.817
507,100,0.1,0.2,100,1,500,32,1,0.5,0,2.5,0,0,2,0,-176.727,0.973973,272.009,1.00335,-176.727,0.973973,272.009,1.00335,274.204
507,100,0.1,0.2,100,1,500,32,1,0.5,0,2.5,0,0,3,0,0.325672,0.976433,1.03205,0.908534,0.325672,0.976433,1.03205,0.908534,9.15615
508,100,0.1,0.2,100,1,500,32,1,0.5,0,2.5,0,1,1,0,-1425.23,0.960982,2249.98,1.48292,-1425.23,0.960982,2249.98,1.48292,269.357
508,100,0.1,0.2,100,1,500,32,1,0.5,0,2.5,0,1,2,0,-490.662,0.972699,775.636,1.0376,-490.662,0.972699,775.636,1.0376,343.973
508,100,0.1,0.2,100,1,500,32,1,0.5,0,2.5,0,1,3,0,0.314385,0.974666,1.08161,0.962826,0.314385,0.974666,1.08161,0.962826,17.4792
509,100,0.1,0.2,100,1,500,32,1,0.5,0.3,2.5,1,0,1,0,-744.253,0.971513,1259.41,1.11323,-215.813,0.987863,1272.67,1.12495,348.446
509,100,0.1,0.2,100,1,500,32,1,0.5,0.3,2.5,1,0,2,0,-6092.16,0.97086,10296.9,1.13875,-1736.55,0.987831,10199.3,1.12795,350.891
509,100,0.1,0.2,100,1,500,32,1,0.5,0.3,2.5,1,0,3,0,0.361125,0.976878,1.07964,0.903566,0.823049,0.990621,1.03869,0.869292,14.7161
510,100,0.1,0.2,100,1,500,32,1,0.5,0.3,2.5,1,1,1,0,-12.4569,0.968084,20.014,1.2471,-2.55568,0.986574,21.0369,1.31084,367.34
510,100,0.1,0.2,100,1,500,32,1,0.5,0.3,2.5,1,1,2,0,-75.1952,0.965485,113.322,1.34865,-17.8586,0.9864,111.575,1.32786,452.445
510,100,0.1,0.2,100,1,500,32,1,0.5,0.3,2.5,1,1,3,0,0.305523,0.976859,1.03287,0.904217,0.834372,0.991214,0.979923,0.857865,10.4039
511,100,0.1,0.2,100,1,500,32,1,0.5,0.3,2.5,0,0,1,0,-32.9251,0.960073,47.9853,1.55503,-23.9986,0.958342,75.8115,2.45678,301.948
511,100,0.1,0.2,100,1,500,32,1,0.5,0.3,2.5,0,0,2,0,-4145.76,0.969202,5865.38,1.19952,-1837.42,0.980667,5575.24,1.14018,302.426
511,100,0.1,0.2,100,1,500,32,1,0.5,0.3,2.5,0,0,3,0,0.328443,0.978818,0.949883,0.824964,0.682634,0.985826,0.962455,0.835882,13.8135
512,100,0.1,0.2,100,1,500,32,1,0.5,0.3,2.5,0,1,1,0,-5070.25,0.964306,8717.4,1.41392,-2502.38,0.976683,8109.97,1.3154,356.4
512,100,0.1,0.2,100,1,500,32,1,0.5,0.3,2.5,0,1,2,0,-606.905,0.963869,1044.98,1.43119,-443.299,0.965055,1439.36,1.97133,321.592
512,100,0.1,0.2,100,1,500,32,1,0.5,0.3,2.5,0,1,3,0,0.442556,0.979246,0.958238,0.822099,0.693711,0.98491,0.992258,0.851286,16.0713
513,100,0.1,0.2,100,1,500,32,1,0.5,0.5,2.5,1,0,1,0,-11772.4,0.954005,18905,1.78342,-2115.06,0.984404,22119.2,2.08664,373.266
513,100,0.1,0.2,100,1,500,32,1,0.5,0.5,2.5,1,0,2,0,-90.3491,0.97023,146.683,1.15431,-12.3617,0.991785,139.67,1.09912,321.593
513,100,0.1,0.2,100,1,500,32,1,0.5,0.5,2.5,1,0,3,0,0.379772,0.978469,0.995927,0.834845,0.899162,0.993396,1.05406,0.883577,14.7325
514,100,0.1,0.2,100,1,500,32,1,0.5,0.5,2.5,1,1,1,0,-3629.21,0.947268,5090.42,2.01822,-2635.8,0.930981,23326.2,9.24826,300.881
514,100,0.1,0.2,100,1,500,32,1,0.5,0.5,2.5,1,1,2,0,-27.5032,0.955578,39.9684,1.70016,-3.96538,0.986056,43.9257,1.86849,326.205
514,100,0.1,0.2,100,1,500,32,1,0.5,0.5,2.5,1,1,3,0,0.3427,0.979236,0.921691,0.794685,0.902274,0.994437,0.864518,0.74539,11.2614
515,100,0.1,0.2,100,1,500,32,1,0.5,0.5,2.5,0,0,1,0,-214.886,0.973935,317.629,1.00014,-82.48,0.985965,323.393,1.01829,306.356
515,100,0.1,0.2,100,1,500,32,1,0.5,0.5,2.5,0,0,2,0,-36189,0.952901,53245.5,1.80725,-17101,0.969006,66251.4,2.2487,304.117
515,100,0.1,0.2,100,1,500,32,1,0.5,0.5,2.5,0,0,3,0,0.24662,0.975331,1.10843,0.946599,0.721578,0.987304,1.07858,0.921104,12.9365
516,100,0.1,0.2,100,1,500,32,1,0.5,0.5,2.5,0,1,1,0,-9058.03,0.961593,14626.6,1.46062,-2724.62,0.980602,13725,1.37058,287.972
516,100,0.1,0.2,100,1,500,32,1,0.5,0.5,2.5,0,1,2,0,-113.237,0.950388,184.446,1.88673,-38.5599,0.971159,199.206,2.03771,280.012
516,100,0.1,0.2,100,1,500,32,1,0.5,0.5,2.5,0,1,3,0,0.437688,0.98025,0.907904,0.751098,0.803598,0.98842,0.98899,0.81818,13.6394
517,100,0.1,0.2,100,1,500,32,3,0,0,2.5,1,0,1,0,-5689.75,0.968873,5064.07,0.963003,-5689.75,0.968873,5064.07,0.963003,307.583
517,100,0.1,0.2,100,1,500,32,3,0,0,2.5,1,0,2,0,-5591.6,0.967665,4976.73,1.00037,-5591.6,0.967665,4976.73,1.00037,329.754
517,100,0.1,0.2,100,1,500,32,3,0,0,2.5,1,0,3,0,1,1,5.92561e-21,-2.23696e-15,1,1,5.92561e-21,-2.23696e-15,16.6442
518,100,0.1,0.2,100,1,500,32,3,0,0,2.5,1,1,1,0,-37384.4,0.967629,34496.8,1.01107,-37384.4,0.967629,34496.8,1.01107,324.325
518,100,0.1,0.2,100,1,500,32,3,0,0,2.5,1,1,2,0,-63.1001,0.967631,59.1474,1.011,-63.1001,0.967631,59.1474,1.011,286.617
518,100,0.1,0.2,100,1,500,32,3,0,0,2.5,1,1,3,0,1,1,1.36789e-20,-1.03508e-15,1,1,1.36789e-20,-1.03508e-15,8.85331
519,100,0.1,0.2,100,1,500,32,3,0,0,2.5,0,0,1,0,-720.941,0.973816,687.416,0.817702,-720.941,0.973816,687.416,0.817702,308.198
519,100,0.1,0.2,100,1,500,32,3,0,0,2.5,0,0,2,0,-16560.2,0.957825,15769.2,1.31707,-16560.2,0.957825,15769.2,1.31707,308.841
519,100,0.1,0.2,100,1,500,32,3,0,0,2.5,0,0,3,0,1,1,1.25713e-20,1.05441e-15,1,1,1.25713e-20,1.05441e-15,9.7921
520,100,0.1,0.2,100,1,500,32,3,0,0,2.5,0,1,1,0,-385.233,0.970552,359.576,0.910781,-385.233,0.970552,359.576,0.910781,359.02
520,100,0.1,0.2,100,1,500,32,3,0,0,2.5,0,1,2,0,-194.884,0.946501,182.365,1.65464,-194.884,0.946501,182.365,1.65464,316.649
520,100,0.1,0.2,100,1,500,32,3,0,0,2.5,0,1,3,0,1,1,1.95803e-21,2.86505e-15,1,1,1.95803e-21,2.86505e-15,7.8966
521,100,0.1,0.2,100,1,500,32,3,0,0.3,2.5,1,0,1,0,-2447.91,0.961542,2161.98,1.16217,-478.007,0.981325,3076.06,1.65354,702.663
521,100,0.1,0.2,100,1,500,32,3,0,0.3,2.5,1,0,2,0,-15764.2,0.965812,13918,1.03313,-5674.85,0.969444,36448.8,2.70559,870.018
521,100,0.1,0.2,100,1,500,32,3,0,0.3,2.5,1,0,3,0,-0.157641,0.971557,1.022,0.859524,0.845882,0.9906,0.989704,0.832359,19.5499
522,100,0.1,0.2,100,1,500,32,3,0,0.3,2.5,1,1,1,0,-161.784,0.967723,179.206,1.00695,-51.1775,0.982742,277.054,1.55676,389.195
522,100,0.1,0.2,100,1,500,32,3,0,0.3,2.5,1,1,2,0,-11.4791,0.965573,13.7379,1.07403,-1.70668,0.987544,14.372,1.1236,295.732
522,100,0.1,0.2,100,1,500,32,3,0,0.3,2.5,1,1,3,0,-0.0716277,0.967704,1.17973,1.00757,0.777546,0.988816,1.1812,1.00882,13.4515
523,100,0.1,0.2,100,1,500,32,3,0,0.3,2.5,0,0,1,0,-32056.9,0.964377,29745,1.09949,-10570.2,0.977147,31417.1,1.1613,287.695
523,100,0.1,0.2,100,1,500,32,3,0,0.3,2.5,0,0,2,0,-14.0727,0.960183,13.9853,1.22892,-3.89855,0.974825,14.5582,1.27926,299.973
523,100,0.1,0.2,100,1,500,32,3,0,0.3,2.5,0,0,3,0,-0.122816,0.973494,1.04181,0.818103,0.664275,0.984581,0.997752,0.783506,11.4183
524,100,0.1,0.2,100,1,500,32,3,0,0.3,2.5,0,1,1,0,-523.13,0.970159,429.674,0.918183,-198.377,0.97707,538.581,1.15091,277.012
524,100,0.1,0.2,100,1,500,32,3,0,0.3,2.5,0,1,2,0,-43.0679,0.960714,36.1262,1.20878,-14.8524,0.971453,42.8224,1.43283,302.671
524,100,0.1,0.2,100,1,500,32,3,0,0.3,2.5,0,1,3,0,-0.127981,0.973906,0.924702,0.802878,0.645497,0.983434,0.957626,0.831465,10.5108
525,100,0.1,0.2,100,1,500,32,3,0,0.5,2.5,1,0,1,0,-458.429,0.964218,398.109,1.12737,-64.1978,0.987384,537.942,1.52335,296.491
525,100,0.1,0.2,100,1,500,32,3,0,0.5,2.5,1,0,2,0,-59.2856,0.971293,52.2393,0.904462,-7.99661,0.989356,74.2304,1.28521,279.168
525,100,0.1,0.2,100,1,500,32,3,0,0.5,2.5,1,0,3,0,-0.122385,0.973375,0.97258,0.838854,0.879893,0.992921,0.990998,0.854739,12.0986
526,100,0.1,0.2,100,1,500,32,3,0,0.5,2.5,1,1,1,0,-9262.38,0.95711,9365.16,1.38168,-6566.26,0.930548,58792.7,8.67393,304.753
526,100,0.1,0.2,100,1,500,32,3,0,0.5,2.5,1,1,2,0,-95.2761,0.962611,97.3339,1.20447,-10.3666,0.989918,101.758,1.25921,299.493
526,100,0.1,0.2,100,1,500,32,3,0,0.5,2.5,1,1,3,0,-0.0440048,0.972969,1.05548,0.870789,0.872814,0.992478,1.13862,0.939381,18.5939
527,100,0.1,0.2,100,1,500,32,3,0,0.5,2.5,0,0,1,0,-13.5131,0.95793,14.8774,1.27857,-4.97949,0.968174,24.4072,2.09756,300.063
527,100,0.1,0.2,100,1,500,32,3,0,0.5,2.5,0,0,2,0,-229.36,0.955036,236.143,1.36652,-54.7874,0.980006,227.714,1.31774,311.575
527,100,0.1,0.2,100,1,500,32,3,0,0.5,2.5,0,0,3,0,-0.0995445,0.969048,1.12715,0.940688,0.750413,0.987099,1.01877,0.850241,15.4774
528,100,0.1,0.2,100,1,500,32,3,0,0.5,2.5,0,1,1,0,-34.7169,0.974657,33.7435,0.800117,-57.5327,0.929503,183.801,4.35825,325.298
528,100,0.1,0.2,100,1,500,32,3,0,0.5,2.5,0,1,2,0,-22.5442,0.955699,22.2434,1.39863,-5.98622,0.977687,21.9378,1.37942,641.888
528,100,0.1,0.2,100,1,500,32,3,0,0.5,2.5,0,1,3,0,-0.122048,0.970471,1.06005,0.932274,0.670644,0.985287,1.03423,0.90956,31.1534
529,100,0.1,0.2,100,1,500,32,3,0.1,0,2.5,1,0,1,0,-1793.65,0.964075,1597.68,1.12566,-1793.65,0.964075,1597.68,1.12566,520.356
529,100,0.1,0.2,100,1,500,32,3,0.1,0,2.5,1,0,2,0,-111.875,0.966649,100.486,1.045,-111.875,0.966649,100.486,1.045,301.251
529,100,0.1,0.2,100,1,500,32,3,0.1,0,2.5,1,0,3,0,0.148432,0.981371,0.758104,0.5837,0.148432,0.981371,0.758104,0.5837,10.0323
530,100,0.1,0.2,100,1,500,32,3,0.1,0,2.5,1,1,1,0,-890.262,0.959241,839.971,1.29324,-890.262,0.959241,839.971,1.29324,306.503
530,100,0.1,0.2,100,1,500,32,3,0.1,0,2.5,1,1,2,0,-53370.7,0.955024,50300.2,1.42706,-53370.7,0.955024,50300.2,1.42706,286.382
530,100,0.1,0.2,100,1,500,32,3,0.1,0,2.5,1,1,3,0,0.186537,0.983011,0.766649,0.539033,0.186537,0.983011,0.766649,0.539033,10.1566
531,100,0.1,0.2,100,1,500,32,3,0.1,0,2.5,0,0,1,0,-266.937,0.967324,251.83,1.01403,-266.937,0.967324,251.83,1.01403,363.588
531,100,0.1,0.2,100,1,500,32,3,0.1,0,2.5,0,0,2,0,-58962.7,0.967119,55419,1.02039,-58962.7,0.967119,55419,1.02039,308.025
531,100,0.1,0.2,100,1,500,32,3,0.1,0,2.5,0,0,3,0,0.170968,0.981214,0.779193,0.582975,0.170968,0.981214,0.779193,0.582975,8.76262
532,100,0.1,0.2,100,1,500,32,3,0.1,0,2.5,0,1,1,0,-1108.57,0.927339,951.1,2.26728,-1108.57,0.927339,951.1,2.26728,467.094
532,100,0.1,0.2,100,1,500,32,3,0.1,0,2.5,0,1,2,0,-645.897,0.967873,554.505,1.00247,-645.897,0.967873,554.505,1.00247,293.319
532,100,0.1,0.2,100,1,500,32,3,0.1,0,2.5,0,1,3,0,0.195818,0.984149,0.689326,0.494616,0.195818,0.984149,0.689326,0.494616,9.64732
533,100,0.1,0.2,100,1,500,32,3,0.1,0.3,2.5,1,0,1,0,-55522.9,0.966797,44040,1.03349,-7016.65,0.987106,47127.2,1.10594,418.12
533,100,0.1,0.2,100,1,500,32,3,0.1,0.3,2.5,1,0,2,0,-58.3065,0.966771,47.0403,1.03429,-50.1728,0.911904,343.652,7.55601,383.973
533,100,0.1,0.2,100,1,500,32,3,0.1,0.3,2.5,1,0,3,0,-0.177499,0.974452,0.93396,0.795215,0.852999,0.9902,0.98719,0.840538,18.6333
534,100,0.1,0.2,100,1,500,32,3,0.1,0.3,2.5,1,1,1,0,-586.078,0.964992,557.809,1.10848,-366.011,0.949999,2376.72,4.72302,355.116
534,100,0.1,0.2,100,1,500,32,3,0.1,0.3,2.5,1,1,2,0,-80.4474,0.965808,77.3868,1.08264,-26.1958,0.973916,176.117,2.46387,268.397
534,100,0.1,0.2,100,1,500,32,3,0.1,0.3,2.5,1,1,3,0,-0.0578086,0.973235,1.00507,0.847469,0.83451,0.990433,1.0717,0.903649,10.6866
535,100,0.1,0.2,100,1,500,32,3,0.1,0.3,2.5,0,0,1,0,-201.116,0.968489,195.812,0.978619,-88.5303,0.978712,217.968,1.08935,260.049
535,100,0.1,0.2,100,1,500,32,3,0.1,0.3,2.5,0,0,2,0,-292.992,0.967402,284.821,1.01238,-111.139,0.981037,273.011,0.970397,293.356
535,100,0.1,0.2,100,1,500,32,3,0.1,0.3,2.5,0,0,3,0,-0.0986744,0.969782,1.0644,0.938459,0.586845,0.98267,1.00586,0.88684,13.0026
536,100,0.1,0.2,100,1,500,32,3,0.1,0.3,2.5,0,1,1,0,-1315.22,0.969523,1293.9,0.951667,-1306.59,0.953657,3492.75,2.56894,345.437
536,100,0.1,0.2,100,1,500,32,3,0.1,0.3,2.5,0,1,2,0,-173.613,0.968831,171.652,0.973276,-100.059,0.972388,269.943,1.53059,324.398
536,100,0.1,0.2,100,1,500,32,3,0.1,0.3,2.5,0,1,3,0,-0.0304475,0.972668,1.01297,0.853455,0.612363,0.984262,1.03543,0.872378,11.5203
537,100,0.1,0.2,100,1,500,32,3,0.1,0.5,2.5,1,0,1,0,-232.314,0.95901,240.33,1.29216,-30.2962,0.989707,250.569,1.34721,327.003
537,100,0.1,0.2,100,1,500,32,3,0.1,0.5,2.5,1,0,2,0,-69.5043,0.970047,72.6244,0.944232,-9.6229,0.991552,85.0508,1.10579,343.418
537,100,0.1,0.2,100,1,500,32,3,0.1,0.5,2.5,1,0,3,0,-0.0444245,0.970011,1.07583,0.945347,0.862771,0.992624,1.09871,0.96545,15.1936
538,100,0.1,0.2,100,1,500,32,3,0.1,0.5,2.5,1,1,1,0,-97433.5,0.936342,89804.1,1.9603,-11096,0.983156,96801.2,2.11304,318.541
538,100,0.1,0.2,100,1,500,32,3,0.1,0.5,2.5,1,1,2,0,-25.3976,0.96565,24.3303,1.05779,-2.29593,0.990036,28.7511,1.24998,365.906
538,100,0.1,0.2,100,1,500,32,3,0.1,0.5,2.5,1,1,3,0,-0.0231343,0.973573,0.94301,0.813798,0.88874,0.993323,0.970542,0.837558,11.5745
539,100,0.1,0.2,100,1,500,32,3,0.1,0.5,2.5,0,0,1,0,-143.115,0.968435,136.06,0.994197,-32.9564,0.984138,140.084,1.0236,342.776
539,100,0.1,0.2,100,1,500,32,3,0.1,0.5,2.5,0,0,2,0,-294.171,0.952515,278.671,1.49562,-63.3199,0.977932,265.345,1.4241,357.072
539,100,0.1,0.2,100,1,500,32,3,0.1,0.5,2.5,0,0,3,0,-0.0992707,0.971944,1.03782,0.883675,0.7383,0.985755,1.07962,0.91926,22.0345
540,100,0.1,0.2,100,1,500,32,3,0.1,0.5,2.5,0,1,1,0,-114.601,0.965764,109.661,1.08152,-103.114,0.925271,515.343,5.08253,327.268
540,100,0.1,0.2,100,1,500,32,3,0.1,0.5,2.5,0,1,2,0,-160.993,0.956541,153.669,1.37289,-39.3927,0.973736,199.936,1.78625,301.757
540,100,0.1,0.2,100,1,500,32,3,0.1,0.5,2.5,0,1,3,0,-0.103184,0.972367,1.04649,0.872929,0.745011,0.98452,1.26214,1.05281,15.0166
541,100,0.1,0.2,100,1,500,32,3,0.3,0,2.5,1,0,1,0,-5515.08,0.97011,6573.31,1.0035,-5515.08,0.97011,6573.31,1.0035,361.86
541,100,0.1,0.2,100,1,500,32,3,0.3,0,2.5,1,0,2,0,-119391,0.962392,142274,1.26261,-119391,0.962392,142274,1.26261,313.459
541,100,0.1,0.2,100,1,500,32,3,0.3,0,2.5,1,0,3,0,0.128386,0.973234,1.03867,0.898605,0.128386,0.973234,1.03867,0.898605,16.0538
542,100,0.1,0.2,100,1,500,32,3,0.3,0,2.5,1,1,1,0,-1451.73,0.960279,1542.11,1.30782,-1451.73,0.960279,1542.11,1.30782,420.547
542,100,0.1,0.2,100,1,500,32,3,0.3,0,2.5,1,1,2,0,-19413.6,0.967826,20609,1.05932,-19413.6,0.967826,20609,1.05932,353.809
542,100,0.1,0.2,100,1,500,32,3,0.3,0,2.5,1,1,3,0,0.180767,0.976475,0.869635,0.774573,0.180767,0.976475,0.869635,0.774573,11.411
543,100,0.1,0.2,100,1,500,32,3,0.3,0,2.5,0,0,1,0,-446.286,0.966602,513.263,1.11059,-446.286,0.966602,513.263,1.11059,320.858
543,100,0.1,0.2,100,1,500,32,3,0.3,0,2.5,0,0,2,0,-416.205,0.967717,478.745,1.07352,-416.205,0.967717,478.745,1.07352,305.534
543,100,0.1,0.2,100,1,500,32,3,0.3,0,2.5,0,0,3,0,0.181263,0.975386,0.939504,0.818492,0.181263,0.975386,0.939504,0.818492,11.5787
544,100,0.1,0.2,100,1,500,32,3,0.3,0,2.5,0,1,1,0,-22.3963,0.965452,27.2135,1.15631,-22.3963,0.965452,27.2135,1.15631,283.386
544,100,0.1,0.2,100,1,500,32,3,0.3,0,2.5,0,1,2,0,-1504.31,0.966707,1750.91,1.1143,-1504.31,0.966707,1750.91,1.1143,289.293
544,100,0.1,0.2,100,1,500,32,3,0.3,0,2.5,0,1,3,0,0.115119,0.971511,1.02925,0.953501,0.115119,0.971511,1.02925,0.953501,10.1791
545,100,0.1,0.2,100,1,500,32,3,0.3,0.3,2.5,1,0,1,0,-429.504,0.965105,546.26,1.1682,-75.0408,0.98664,578.045,1.23617,341.948
545,100,0.1,0.2,100,1,500,32,3,0.3,0.3,2.5,1,0,2,0,-256.049,0.962808,326.165,1.24509,-39.8589,0.987186,310.6,1.18567,321.466
545,100,0.1,0.2,100,1,500,32,3,0.3,0.3,2.5,1,0,3,0,0.10125,0.972276,1.14041,0.928126,0.855586,0.990344,1.0978,0.893449,11.7395
546,100,0.1,0.2,100,1,500,32,3,0.3,0.3,2.5,1,1,1,0,-169.078,0.97134,210.746,0.960051,-30.4754,0.988809,228.841,1.04248,367.494
546,100,0.1,0.2,100,1,500,32,3,0.3,0.3,2.5,1,1,2,0,-80.9692,0.966889,101.569,1.10915,-24.3858,0.978363,184.567,2.0155,410.355
546,100,0.1,0.2,100,1,500,32,3,0.3,0.3,2.5,1,1,3,0,0.0697298,0.970125,1.15271,1.00074,0.842741,0.989344,1.14335,0.992615,25.2681
547,100,0.1,0.2,100,1,500,32,3,0.3,0.3,2.5,0,0,1,0,-1205.76,0.960065,1358.16,1.36398,-439.122,0.972902,1453.94,1.46018,600.636
547,100,0.1,0.2,100,1,500,32,3,0.3,0.3,2.5,0,0,2,0,-1251.88,0.96754,1410.07,1.10868,-439.792,0.978753,1456.16,1.14492,456.654
547,100,0.1,0.2,100,1,500,32,3,0.3,0.3,2.5,0,0,3,0,0.116932,0.975298,0.993854,0.843707,0.691458,0.983942,1.01927,0.865283,23.1238
548,100,0.1,0.2,100,1,500,32,3,0.3,0.3,2.5,0,1,1,0,-24925.5,0.95895,32088.9,1.39232,-12105.9,0.966932,42797,1.85694,510.67
548,100,0.1,0.2,100,1,500,32,3,0.3,0.3,2.5,0,1,2,0,-133.076,0.964958,172.601,1.18856,-68.2694,0.969973,244.862,1.68616,495.079
548,100,0.1,0.2,100,1,500,32,3,0.3,0.3,2.5,0,1,3,0,0.08059,0.970165,1.18359,1.01193,0.663504,0.98189,1.18949,1.01697,26.17
549,100,0.1,0.2,100,1,500,32,3,0.3,0.5,2.5,1,0,1,0,-17.8156,0.966332,22.6175,1.14083,-1.94994,0.988806,29.8268,1.50447,485.82
549,100,0.1,0.2,100,1,500,32,3,0.3,0.5,2.5,1,0,2,0,-188.704,0.964958,228.035,1.18739,-23.2065,0.990518,244.751,1.27442,488.532
549,100,0.1,0.2,100,1,500,32,3,0.3,0.5,2.5,1,0,3,0,0.0889583,0.97257,1.09513,0.929451,0.89067,0.993019,1.10543,0.938193,33.0162
550,100,0.1,0.2,100,1,500,32,3,0.3,0.5,2.5,1,1,1,0,-42.7725,0.972651,50.6359,0.918727,-5.70257,0.992427,54.1867,0.983152,336.682
550,100,0.1,0.2,100,1,500,32,3,0.3,0.5,2.5,1,1,2,0,-44.5818,0.965255,52.7289,1.16716,-10.5828,0.984034,93.6411,2.07275,292.704
550,100,0.1,0.2,100,1,500,32,3,0.3,0.5,2.5,1,1,3,0,0.112029,0.973327,1.0272,0.89599,0.878777,0.993415,0.980027,0.854839,13.8145
551,100,0.1,0.2,100,1,500,32,3,0.3,0.5,2.5,0,0,1,0,-2449.13,0.917507,2769.98,2.80445,-932.873,0.945144,3582.02,3.6266,350.541
551,100,0.1,0.2,100,1,500,32,3,0.3,0.5,2.5,0,0,2,0,-73.7213,0.970655,84.4757,0.997621,-21.39,0.984659,85.8805,1.01421,469.434
551,100,0.1,0.2,100,1,500,32,3,0.3,0.5,2.5,0,0,3,0,-0.00142111,0.971095,1.13215,0.982674,0.709906,0.985391,1.1127,0.965795,13.8695
552,100,0.1,0.2,100,1,500,32,3,0.3,0.5,2.5,0,1,1,0,-59.0522,0.971702,61.122,0.928769,-15.155,0.98445,68.9303,1.04742,333.927
552,100,0.1,0.2,100,1,500,32,3,0.3,0.5,2.5,0,1,2,0,-26.5292,0.954084,28.0196,1.507,-6.39159,0.974817,31.5386,1.69626,298.197
552,100,0.1,0.2,100,1,500,32,3,0.3,0.5,2.5,0,1,3,0,0.0754142,0.975606,0.941057,0.800648,0.748319,0.986436,1.07388,0.913649,20.0176
