iteration,maxIt,threshold,trainPct,minInliers,bestModelCount,numPoints,n,d,noise,outlierRatio,outlierStrength,saltAndPepper,metric,variation,weighted_average,r2_regression_inlier,r2_orthogonal_inlier,mse_regression_inlier,mse_orthogonal_inlier,r2_regression,r2_orthogonal,mse_regression,mse_orthogonal,timeMs
1,100,0.1,0.2,100,1,500,2,1,0,0,2.5,1,0,1,0,1,1,3.22324e-33,-3.45328e-16,1,1,3.22324e-33,-3.45328e-16,4.67905
1,100,0.1,0.2,100,1,500,2,1,0,0,2.5,1,0,2,0,1,1,1.80398e-32,-3.68865e-16,1,1,1.80398e-32,-3.68865e-16,6.41802
1,100,0.1,0.2,100,1,500,2,1,0,0,2.5,1,0,3,0,1,1,4.71963e-19,7.58366e-16,1,1,4.71963e-19,7.58366e-16,1.00539
2,100,0.1,0.2,100,1,500,2,1,0,0,2.5,1,1,1,0,1,1,1.96334e-31,3.00593e-16,1,1,1.96334e-31,3.00593e-16,6.52983
2,100,0.1,0.2,100,1,500,2,1,0,0,2.5,1,1,2,0,1,1,1.77512e-31,3.01037e-16,1,1,1.77512e-31,3.01037e-16,7.10088
2,100,0.1,0.2,100,1,500,2,1,0,0,2.5,1,1,3,0,1,1,2.84236e-18,-3.44835e-16,1,1,2.84236e-18,-3.44835e-16,0.905777
3,100,0.1,0.2,100,1,500,2,1,0,0,2.5,0,0,1,0,1,1,2.73775e-32,1.82854e-16,1,1,2.73775e-32,1.82854e-16,6.71513
3,100,0.1,0.2,100,1,500,2,1,0,0,2.5,0,0,2,0,1,1,1.14154e-32,2.17715e-16,1,1,1.14154e-32,2.17715e-16,6.53288
3,100,0.1,0.2,100,1,500,2,1,0,0,2.5,0,0,3,0,1,1,2.60821e-26,1.28453e-16,1,1,2.60821e-26,1.28453e-16,0.906087
4,100,0.1,0.2,100,1,500,2,1,0,0,2.5,0,1,1,0,1,1,1.12282e-30,2.33369e-16,1,1,1.12282e-30,2.33369e-16,7.44564
4,100,0.1,0.2,100,1,500,2,1,0,0,2.5,0,1,2,0,1,1,1.26233e-32,-7.9492e-17,1,1,1.26233e-32,-7.9492e-17,6.62185
4,100,0.1,0.2,100,1,500,2,1,0,0,2.5,0,1,3,0,1,1,3.24517e-26,3.73812e-16,1,1,3.24517e-26,3.73812e-16,0.755249
5,100,0.1,0.2,100,1,500,2,1,0,0.3,2.5,1,0,1,0,1,1,1.0168e-30,-5.18528e-16,-0.0441418,0.369108,1.97594,1.8875,5.68686
5,100,0.1,0.2,100,1,500,2,1,0,0.3,2.5,1,0,2,0,1,1,1.13106e-32,-3.18115e-17,-0.0441418,0.369108,1.97594,1.8875,4.72384
5,100,0.1,0.2,100,1,500,2,1,0,0.3,2.5,1,0,3,0,0.438242,0.974933,0.0284955,0.0284086,-0.00593353,0.365655,1.90364,1.89783,0.956051
6,100,0.1,0.2,100,1,500,2,1,0,0.3,2.5,1,1,1,0,1,1,3.89813e-32,-3.26527e-16,-1.03616,0.370962,3.22376,1.9,4.74352
6,100,0.1,0.2,100,1,500,2,1,0,0.3,2.5,1,1,2,0,1,1,9.37219e-32,-3.68639e-16,-1.03616,0.370962,3.22376,1.9,5.85129
6,100,0.1,0.2,100,1,500,2,1,0,0.3,2.5,1,1,3,0,-0.571204,0.381801,0.759078,0.727337,0.0597623,0.527761,1.48864,1.42639,1.19833
7,100,0.1,0.2,100,1,500,2,1,0,0.3,2.5,0,0,1,0,1,1,6.48501e-32,-5.08153e-16,-0.381914,0.617145,0.962302,0.599372,6.14361
7,100,0.1,0.2,100,1,500,2,1,0,0.3,2.5,0,0,2,0,1,1,1.20174e-31,-4.78461e-16,-0.381914,0.617145,0.962302,0.599372,5.4613
7,100,0.1,0.2,100,1,500,2,1,0,0.3,2.5,0,0,3,0,0.656682,0.882711,0.123631,0.111989,0.0250923,0.607191,0.678881,0.614954,1.37959
8,100,0.1,0.2,100,1,500,2,1,0,0.3,2.5,0,1,1,0,1,1,2.7485e-31,1.93399e-17,-0.460986,0.589526,0.996969,0.66205,5.2166
8,100,0.1,0.2,100,1,500,2,1,0,0.3,2.5,0,1,2,0,1,1,1.17806e-29,1.19357e-16,-0.460986,0.589526,0.996969,0.66205,4.90191
8,100,0.1,0.2,100,1,500,2,1,0,0.3,2.5,0,1,3,0,0.547602,0.855867,0.139565,0.132362,0.00132853,0.599282,0.681488,0.646313,1.01298
9,100,0.1,0.2,100,1,500,2,1,0,0.5,2.5,1,0,1,0,-123154,-5.391,6.25032,6.25,-2.10296,-1.3591,9.90051,9.9,6.84223
9,100,0.1,0.2,100,1,500,2,1,0,0.5,2.5,1,0,2,0,-123154,-5.391,6.25032,6.25,-1.82088,-1.14464,9.00047,9,4.46413
9,100,0.1,0.2,100,1,500,2,1,0,0.5,2.5,1,0,3,0,-239.953,0.987569,0.0122287,0.0121572,0.0025519,0.246063,3.18252,3.16391,0.921143
10,100,0.1,0.2,100,1,500,2,1,0,0.5,2.5,1,1,1,0,-25.4488,-5.4611,10.8585,6.25,-6.74044,-1.26097,15.8318,9.1125,4.24733
10,100,0.1,0.2,100,1,500,2,1,0,0.5,2.5,1,1,2,0,-25.4488,-5.4611,10.8585,6.25,-6.74044,-1.26097,15.8318,9.1125,5.09238
10,100,0.1,0.2,100,1,500,2,1,0,0.5,2.5,1,1,3,0,-1.76969,0.109794,1.13709,0.86112,0.285605,0.725446,1.46118,1.10655,1.22712
11,100,0.1,0.2,100,1,500,2,1,0,0.5,2.5,0,0,1,0,1,1,2.75569e-32,-1.76801e-16,-0.273971,0.476816,1.22591,1.03523,5.3138
11,100,0.1,0.2,100,1,500,2,1,0,0.5,2.5,0,0,2,0,1,1,1.64791e-32,-1.76775e-16,-0.273971,0.476816,1.22591,1.03523,4.89743
11,100,0.1,0.2,100,1,500,2,1,0,0.5,2.5,0,0,3,0,-0.118001,0.826201,0.170885,0.170788,0.00336008,0.515594,0.95904,0.958497,1.13849
12,100,0.1,0.2,100,1,500,2,1,0,0.5,2.5,0,1,1,0,1,1,3.04668e-30,-2.84581e-16,-0.231983,0.51215,1.27197,1.01899,4.97516
12,100,0.1,0.2,100,1,500,2,1,0,0.5,2.5,0,1,2,0,1,1,4.83544e-32,2.45309e-17,-0.231983,0.51215,1.27197,1.01899,4.54392
12,100,0.1,0.2,100,1,500,2,1,0,0.5,2.5,0,1,3,0,0.325739,0.866955,0.139353,0.138254,-0.0042009,0.50754,1.03679,1.02862,1.00435
13,100,0.1,0.2,100,1,500,2,1,0.1,0,2.5,1,0,1,0,0.954843,0.991087,0.0123919,0.00913111,0.954843,0.991087,0.0123919,0.00913111,7.39778
13,100,0.1,0.2,100,1,500,2,1,0.1,0,2.5,1,0,2,0,0.954532,0.991075,0.0124772,0.00914275,0.954532,0.991075,0.0124772,0.00914275,7.34588
13,100,0.1,0.2,100,1,500,2,1,0.1,0,2.5,1,0,3,0,0.955179,0.991103,0.0122996,0.00911428,0.955179,0.991103,0.0122996,0.00911428,0.657489
14,100,0.1,0.2,100,1,500,2,1,0.1,0,2.5,1,1,1,0,0.938661,0.990078,0.0123239,0.010132,0.938661,0.990078,0.0123239,0.010132,8.29371
14,100,0.1,0.2,100,1,500,2,1,0.1,0,2.5,1,1,2,0,0.939057,0.990151,0.0122443,0.0100579,0.939057,0.990151,0.0122443,0.0100579,7.07177
14,100,0.1,0.2,100,1,500,2,1,0.1,0,2.5,1,1,3,0,0.939952,0.990397,0.0120646,0.00980684,0.939952,0.990397,0.0120646,0.00980684,0.707699
15,100,0.1,0.2,100,1,500,2,1,0.1,0,2.5,0,0,1,0,0.964291,0.990926,0.0177336,0.00966268,0.964291,0.990926,0.0177336,0.00966268,6.75651
15,100,0.1,0.2,100,1,500,2,1,0.1,0,2.5,0,0,2,0,0.964406,0.991033,0.0176763,0.00954853,0.964406,0.991033,0.0176763,0.00954853,6.53594
15,100,0.1,0.2,100,1,500,2,1,0.1,0,2.5,0,0,3,0,0.964513,0.99102,0.017623,0.00956259,0.964513,0.99102,0.017623,0.00956259,0.653362
16,100,0.1,0.2,100,1,500,2,1,0.1,0,2.5,0,1,1,0,0.939252,0.990798,0.0106933,0.00883232,0.939252,0.990798,0.0106933,0.00883232,6.04
16,100,0.1,0.2,100,1,500,2,1,0.1,0,2.5,0,1,2,0,0.938735,0.990672,0.0107842,0.00895396,0.938735,0.990672,0.0107842,0.00895396,7.02634
16,100,0.1,0.2,100,1,500,2,1,0.1,0,2.5,0,1,3,0,0.939549,0.990846,0.010641,0.00878698,0.939549,0.990846,0.010641,0.00878698,0.693061
17,100,0.1,0.2,100,1,500,2,1,0.1,0.3,2.5,1,0,1,0,0.94643,0.988057,0.0179999,0.0117917,-0.759728,0.368066,2.61242,1.71139,4.85345
17,100,0.1,0.2,100,1,500,2,1,0.1,0.3,2.5,1,0,2,0,0.943517,0.987687,0.0189788,0.0121568,-0.801284,0.36751,2.67411,1.7129,4.61752
17,100,0.1,0.2,100,1,500,2,1,0.1,0.3,2.5,1,0,3,0,-0.484017,0.506948,0.49864,0.486812,0.0477302,0.490372,1.4137,1.38017,2.14759
18,100,0.1,0.2,100,1,500,2,1,0.1,0.3,2.5,1,1,1,0,0.920483,0.98875,0.0132639,0.0113208,-0.275755,0.345147,2.22282,1.89717,5.11247
18,100,0.1,0.2,100,1,500,2,1,0.1,0.3,2.5,1,1,2,0,0.91168,0.987993,0.0147324,0.0120817,-0.326999,0.345517,2.3121,1.8961,4.59654
18,100,0.1,0.2,100,1,500,2,1,0.1,0.3,2.5,1,1,3,0,-0.595628,0.739284,0.266161,0.262347,0.0370423,0.429164,1.67781,1.65377,1.02764
19,100,0.1,0.2,100,1,500,2,1,0.1,0.3,2.5,0,0,1,0,0.891775,0.988733,0.0118487,0.0106019,-0.0726899,0.62728,0.610309,0.546089,5.40852
19,100,0.1,0.2,100,1,500,2,1,0.1,0.3,2.5,0,0,2,0,0.892831,0.98891,0.0117331,0.0104347,-0.0817952,0.626402,0.61549,0.547376,4.35298
19,100,0.1,0.2,100,1,500,2,1,0.1,0.3,2.5,0,0,3,0,0.649596,0.960301,0.038363,0.0373542,0.0113515,0.626179,0.562494,0.547702,0.740371
20,100,0.1,0.2,100,1,500,2,1,0.1,0.3,2.5,0,1,1,0,0.961865,0.990501,0.019137,0.00958127,-0.470149,0.605571,1.28674,0.644229,3.91712
20,100,0.1,0.2,100,1,500,2,1,0.1,0.3,2.5,0,1,2,0,0.957923,0.989815,0.0211152,0.0102727,-0.503826,0.607947,1.31621,0.640348,4.12682
20,100,0.1,0.2,100,1,500,2,1,0.1,0.3,2.5,0,1,3,0,0.621772,0.837641,0.189805,0.163757,0.0232531,0.548422,0.854892,0.737572,1.54777
21,100,0.1,0.2,100,1,500,2,1,0.1,0.5,2.5,1,0,1,0,-15.5046,0.00770347,4.67587,1.12484,-0.765278,0.736828,4.6525,1.11922,5.10171
21,100,0.1,0.2,100,1,500,2,1,0.1,0.5,2.5,1,0,2,0,-14.8367,-0.000383276,4.48665,1.13401,-0.696,0.734346,4.46992,1.12978,4.49966
21,100,0.1,0.2,100,1,500,2,1,0.1,0.5,2.5,1,0,3,0,-2.96177,0.258045,1.1224,0.841059,0.176717,0.61768,2.16981,1.62593,1.20836
22,100,0.1,0.2,100,1,500,2,1,0.1,0.5,2.5,1,1,1,0,-29.2681,-5.27016,8.72049,6.55732,-3.87034,-1.32174,13.1016,9.85164,5.01329
22,100,0.1,0.2,100,1,500,2,1,0.1,0.5,2.5,1,1,2,0,-30.0386,-4.99646,8.94248,6.27108,-4.06558,-1.25207,13.6268,9.55603,4.66457
22,100,0.1,0.2,100,1,500,2,1,0.1,0.5,2.5,1,1,3,0,-3.08663,0.199748,1.17739,0.836902,0.206065,0.642227,2.13574,1.51811,1.24031
23,100,0.1,0.2,100,1,500,2,1,0.1,0.5,2.5,0,0,1,0,0.312498,0.991251,0.0113789,0.0112695,-0.0208435,0.516764,1.04712,1.03705,4.40382
23,100,0.1,0.2,100,1,500,2,1,0.1,0.5,2.5,0,0,2,0,0.365431,0.991882,0.0105028,0.0104564,-0.012151,0.518367,1.0382,1.03361,4.46746
23,100,0.1,0.2,100,1,500,2,1,0.1,0.5,2.5,0,0,3,0,-0.309352,0.98318,0.0216712,0.0216651,0.000405825,0.522364,1.02532,1.02503,1.52814
24,100,0.1,0.2,100,1,500,2,1,0.1,0.5,2.5,0,1,1,0,-0.0238615,0.989247,0.0111939,0.0111927,-0.000472572,0.507107,0.960584,0.960476,4.13906
24,100,0.1,0.2,100,1,500,2,1,0.1,0.5,2.5,0,1,2,0,-0.038153,0.9891,0.0113502,0.0113458,-0.000801362,0.507081,0.960899,0.960527,3.48267
24,100,0.1,0.2,100,1,500,2,1,0.1,0.5,2.5,0,1,3,0,-0.0053393,0.989441,0.0109914,0.010991,5.64419e-05,0.507331,0.960076,0.96004,0.823896
25,100,0.1,0.2,100,1,500,2,1,0.3,0,2.5,1,0,1,0,0.555361,0.873648,0.195891,0.142979,0.555361,0.873648,0.195891,0.142979,4.32593
25,100,0.1,0.2,100,1,500,2,1,0.3,0,2.5,1,0,2,0,0.515423,0.867613,0.213486,0.149809,0.515423,0.867613,0.213486,0.149809,5.57711
25,100,0.1,0.2,100,1,500,2,1,0.3,0,2.5,1,0,3,0,0.662313,0.907417,0.148772,0.104767,0.662313,0.907417,0.148772,0.104767,0.772319
26,100,0.1,0.2,100,1,500,2,1,0.3,0,2.5,1,1,1,0,-0.231925,0.88623,0.122115,0.121478,-0.231925,0.88623,0.122115,0.121478,4.27349
26,100,0.1,0.2,100,1,500,2,1,0.3,0,2.5,1,1,2,0,-0.119302,0.896917,0.110951,0.110067,-0.119302,0.896917,0.110951,0.110067,3.99486
26,100,0.1,0.2,100,1,500,2,1,0.3,0,2.5,1,1,3,0,0.100642,0.917359,0.0891489,0.0882401,0.100642,0.917359,0.0891489,0.0882401,0.580029
27,100,0.1,0.2,100,1,500,2,1,0.3,0,2.5,0,0,1,0,-0.0588458,0.914818,0.0905279,0.0905041,-0.0588458,0.914818,0.0905279,0.0905041,5.28449
27,100,0.1,0.2,100,1,500,2,1,0.3,0,2.5,0,0,2,0,-0.0298849,0.917162,0.0880518,0.0880136,-0.0298849,0.917162,0.0880518,0.0880136,4.10589
27,100,0.1,0.2,100,1,500,2,1,0.3,0,2.5,0,0,3,0,0.00260903,0.919759,0.0852737,0.0852542,0.00260903,0.919759,0.0852737,0.0852542,0.824882
28,100,0.1,0.2,100,1,500,2,1,0.3,0,2.5,0,1,1,0,0.538961,0.912252,0.110708,0.0921644,0.538961,0.912252,0.110708,0.0921644,5.61346
28,100,0.1,0.2,100,1,500,2,1,0.3,0,2.5,0,1,2,0,-143.531,0.172723,34.7057,0.868917,-143.531,0.172723,34.7057,0.868917,6.35195
28,100,0.1,0.2,100,1,500,2,1,0.3,0,2.5,0,1,3,0,0.546174,0.910701,0.108976,0.0937934,0.546174,0.910701,0.108976,0.0937934,0.77217
29,100,0.1,0.2,100,1,500,2,1,0.3,0.3,2.5,1,0,1,0,-83.1234,-0.237574,8.04656,1.53462,-3.90781,0.412604,9.59411,1.82977,4.46816
29,100,0.1,0.2,100,1,500,2,1,0.3,0.3,2.5,1,0,2,0,-237.697,0.0918567,22.8319,1.12612,-11.2359,0.62127,23.9194,1.17976,4.17675
29,100,0.1,0.2,100,1,500,2,1,0.3,0.3,2.5,1,0,3,0,-0.0507219,0.919095,0.100503,0.100324,0.00312149,0.375522,1.94876,1.94528,0.908451
30,100,0.1,0.2,100,1,500,2,1,0.3,0.3,2.5,1,1,1,0,0.589395,0.877844,0.185418,0.131834,-0.911665,0.301762,3.12896,2.22472,4.95262
30,100,0.1,0.2,100,1,500,2,1,0.3,0.3,2.5,1,1,2,0,-7.88116,0.592001,4.01049,0.440323,-10.7377,0.337973,19.212,2.10935,4.17931
30,100,0.1,0.2,100,1,500,2,1,0.3,0.3,2.5,1,1,3,0,-0.961537,0.285308,0.885777,0.771315,0.147639,0.618717,1.39512,1.21484,1.18764
31,100,0.1,0.2,100,1,500,2,1,0.3,0.3,2.5,0,0,1,0,0.476458,0.882052,0.186334,0.12044,-0.326292,0.595775,1.02789,0.664394,4.5066
31,100,0.1,0.2,100,1,500,2,1,0.3,0.3,2.5,0,0,2,0,0.420098,0.864706,0.206393,0.138153,-0.300556,0.589514,1.00794,0.674684,5.45331
31,100,0.1,0.2,100,1,500,2,1,0.3,0.3,2.5,0,0,3,0,0.433575,0.81543,0.201597,0.18847,0.0257088,0.570511,0.755085,0.705919,1.02111
32,100,0.1,0.2,100,1,500,2,1,0.3,0.3,2.5,0,1,1,0,-1.42991,0.670683,0.349614,0.346439,-0.195253,0.441342,1.03004,1.02069,5.74866
32,100,0.1,0.2,100,1,500,2,1,0.3,0.3,2.5,0,1,2,0,0.275948,0.905694,0.104176,0.0992097,-0.0390985,0.533244,0.895472,0.852781,4.5142
32,100,0.1,0.2,100,1,500,2,1,0.3,0.3,2.5,0,1,3,0,0.349372,0.913079,0.093612,0.0914405,0.00340401,0.54083,0.858845,0.838922,0.953619
33,100,0.1,0.2,100,1,500,2,1,0.3,0.5,2.5,1,0,1,0,-8.72255,-0.0345317,3.3911,0.981146,-0.465168,0.748887,3.70659,1.07243,5.34649
33,100,0.1,0.2,100,1,500,2,1,0.3,0.5,2.5,1,0,2,0,-19.5691,-0.754997,7.17426,1.66443,-2.01471,0.585692,7.62663,1.76938,4.23805
33,100,0.1,0.2,100,1,500,2,1,0.3,0.5,2.5,1,0,3,0,-2.15764,0.197451,1.10134,0.761135,0.279906,0.705208,1.8217,1.25897,1.26055
34,100,0.1,0.2,100,1,500,2,1,0.3,0.5,2.5,1,1,1,0,0.0165654,0.911238,0.0997447,0.0983439,-0.0434165,0.242893,3.26153,3.21573,3.93107
34,100,0.1,0.2,100,1,500,2,1,0.3,0.5,2.5,1,1,2,0,-6622.82,0.0763358,671.819,1.02338,-234.599,0.735882,736.438,1.12181,5.06911
34,100,0.1,0.2,100,1,500,2,1,0.3,0.5,2.5,1,1,3,0,-1.3165,0.800126,0.234951,0.221451,0.026168,0.324497,3.04402,2.86912,1.57846
35,100,0.1,0.2,100,1,500,2,1,0.3,0.5,2.5,0,0,1,0,-127.67,-0.112164,26.4632,1.18382,-24.2876,0.412851,25.1676,1.12587,5.03071
35,100,0.1,0.2,100,1,500,2,1,0.3,0.5,2.5,0,0,2,0,-20.8726,-0.118246,4.49849,1.1903,-3.54954,0.375184,4.52795,1.19809,4.14108
35,100,0.1,0.2,100,1,500,2,1,0.3,0.5,2.5,0,0,3,0,0.132568,0.832782,0.178403,0.177993,-0.00286605,0.480674,0.998108,0.995814,0.873214
36,100,0.1,0.2,100,1,500,2,1,0.3,0.5,2.5,0,1,1,0,0.587429,0.918051,0.132304,0.102226,-0.313128,0.453127,1.5826,1.22282,5.17566
36,100,0.1,0.2,100,1,500,2,1,0.3,0.5,2.5,0,1,2,0,-7.53315,0.408936,2.73642,0.73731,-3.56216,0.337436,5.49839,1.48151,4.12185
36,100,0.1,0.2,100,1,500,2,1,0.3,0.5,2.5,0,1,3,0,0.175817,0.789209,0.264299,0.262947,-0.00754473,0.459711,1.21431,1.2081,0.888914
37,100,0.1,0.2,100,1,500,4,1,0,0,2.5,1,0,1,0,-1471.31,0.807666,743.253,0.561208,-1471.31,0.807666,743.253,0.561208,30.2998
37,100,0.1,0.2,100,1,500,4,1,0,0,2.5,1,0,2,0,-286.467,0.69326,145.119,0.895032,-286.467,0.69326,145.119,0.895032,31.9994
37,100,0.1,0.2,100,1,500,4,1,0,0,2.5,1,0,3,0,1,1,4.31385e-26,1.84436e-16,1,1,4.31385e-26,1.84436e-16,0.93884
38,100,0.1,0.2,100,1,500,4,1,0,0,2.5,1,1,1,0,0.103548,0.855316,0.472561,0.465614,0.103548,0.855316,0.472561,0.465614,30.4696
38,100,0.1,0.2,100,1,500,4,1,0,0,2.5,1,1,2,0,-4866.42,0.654524,2565.84,1.11179,-4866.42,0.654524,2565.84,1.11179,27.6675
38,100,0.1,0.2,100,1,500,4,1,0,0,2.5,1,1,3,0,1,1,4.1298e-17,-9.05241e-16,1,1,4.1298e-17,-9.05241e-16,0.823906
39,100,0.1,0.2,100,1,500,4,1,0,0,2.5,0,0,1,0,-0.335093,0.767164,0.876207,0.715855,-0.335093,0.767164,0.876207,0.715855,29.2042
39,100,0.1,0.2,100,1,500,4,1,0,0,2.5,0,0,2,0,-282.278,0.570636,185.912,1.32008,-282.278,0.570636,185.912,1.32008,32.1829
39,100,0.1,0.2,100,1,500,4,1,0,0,2.5,0,0,3,0,1,1,7.96285e-26,5.59691e-16,1,1,7.96285e-26,5.59691e-16,0.910117
40,100,0.1,0.2,100,1,500,4,1,0,0,2.5,0,1,1,0,-1303.4,0.71744,809.998,0.840196,-1303.4,0.71744,809.998,0.840196,29.8985
40,100,0.1,0.2,100,1,500,4,1,0,0,2.5,0,1,2,0,-27.5112,0.700176,17.7047,0.891529,-27.5112,0.700176,17.7047,0.891529,28.9229
40,100,0.1,0.2,100,1,500,4,1,0,0,2.5,0,1,3,0,1,1,2.94738e-25,-3.0731e-16,1,1,2.94738e-25,-3.0731e-16,0.977729
41,100,0.1,0.2,100,1,500,4,1,0,0.3,2.5,1,0,1,0,0.0260818,0.847453,0.441999,0.440093,-0.0662835,0.562692,3.66373,3.64793,38.2577
41,100,0.1,0.2,100,1,500,4,1,0,0.3,2.5,1,0,2,0,-28.3015,0.686101,13.2981,0.905588,-7.62199,0.758153,29.625,2.01744,35.5285
41,100,0.1,0.2,100,1,500,4,1,0,0.3,2.5,1,0,3,0,-2.08925,0.673552,1.40201,0.941791,0.467117,0.852556,1.83098,1.22994,1.65133
42,100,0.1,0.2,100,1,500,4,1,0,0.3,2.5,1,1,1,0,-193.585,0.820296,113.282,0.534516,-217.403,0.669677,580.254,2.7379,37.2928
42,100,0.1,0.2,100,1,500,4,1,0,0.3,2.5,1,1,2,0,-16.6337,0.704358,10.2659,0.879366,-8.34336,0.743459,24.8234,2.12635,36.4696
42,100,0.1,0.2,100,1,500,4,1,0,0.3,2.5,1,1,3,0,-1.18308,0.685851,1.27093,0.934415,0.468017,0.874629,1.41337,1.03914,1.90914
43,100,0.1,0.2,100,1,500,4,1,0,0.3,2.5,0,0,1,0,-62.2595,0.859861,34.9492,0.411006,-99.1961,0.673679,137.849,1.62112,37.057
43,100,0.1,0.2,100,1,500,4,1,0,0.3,2.5,0,0,2,0,-10.2688,0.652388,6.22574,1.01949,-3.54483,0.793892,6.25274,1.02392,36.1851
43,100,0.1,0.2,100,1,500,4,1,0,0.3,2.5,0,0,3,0,-0.42204,0.748638,0.78564,0.737208,0.111826,0.769194,1.22194,1.14661,1.70635
44,100,0.1,0.2,100,1,500,4,1,0,0.3,2.5,0,1,1,0,-0.21366,0.954904,0.752429,0.128243,-7.15087,0.589133,12.0087,2.04674,38.8539
44,100,0.1,0.2,100,1,500,4,1,0,0.3,2.5,0,1,2,0,-0.454081,0.88091,0.901483,0.338665,-2.2905,0.634402,4.84788,1.82123,36.9981
44,100,0.1,0.2,100,1,500,4,1,0,0.3,2.5,0,1,3,0,-0.429307,0.706414,0.886123,0.834891,0.10779,0.751382,1.31449,1.23849,1.57873
45,100,0.1,0.2,100,1,500,4,1,0,0.5,2.5,1,0,1,0,-5.41648,0.740936,3.44929,0.702838,-3.69656,0.659414,20.9482,4.26846,47.7425
45,100,0.1,0.2,100,1,500,4,1,0,0.5,2.5,1,0,2,0,-50702.8,0.792463,27256.7,0.563045,-44013.3,0.676417,196318,4.05536,38.8848
45,100,0.1,0.2,100,1,500,4,1,0,0.5,2.5,1,0,3,0,-1.42762,0.673325,1.30501,0.886266,0.659155,0.917618,1.52028,1.03246,1.82843
46,100,0.1,0.2,100,1,500,4,1,0,0.5,2.5,1,1,1,0,-9.95155,0.711842,5.68678,0.883592,-1.78591,0.819568,13.9992,2.17515,42.9649
46,100,0.1,0.2,100,1,500,4,1,0,0.5,2.5,1,1,2,0,-0.0478559,0.84177,0.544117,0.485187,-0.361963,0.493774,6.84388,6.10265,46.9388
46,100,0.1,0.2,100,1,500,4,1,0,0.5,2.5,1,1,3,0,-2.18847,0.663186,1.65567,1.03279,0.608569,0.898222,1.96694,1.22696,1.57347
47,100,0.1,0.2,100,1,500,4,1,0,0.5,2.5,0,0,1,0,-0.112402,0.835925,0.606879,0.446609,-0.627402,0.649885,2.66588,1.96185,40.0591
47,100,0.1,0.2,100,1,500,4,1,0,0.5,2.5,0,0,2,0,-12213.2,0.698211,6663.52,0.821464,-5285.88,0.809465,8660.53,1.06765,41.521
47,100,0.1,0.2,100,1,500,4,1,0,0.5,2.5,0,0,3,0,-0.693351,0.713496,0.92382,0.77986,0.217132,0.806799,1.28243,1.08259,1.3453
48,100,0.1,0.2,100,1,500,4,1,0,0.5,2.5,0,1,1,0,-226.395,0.650131,118.222,0.995009,-110.698,0.70789,195.331,1.64399,44.8
48,100,0.1,0.2,100,1,500,4,1,0,0.5,2.5,0,1,2,0,-29.5585,0.633445,15.8874,1.04246,-11.5599,0.743925,21.964,1.44118,48.239
48,100,0.1,0.2,100,1,500,4,1,0,0.5,2.5,0,1,3,0,-0.899164,0.709585,0.987374,0.825924,0.241315,0.802806,1.32674,1.1098,1.53023
49,100,0.1,0.2,100,1,500,4,1,0.1,0,2.5,1,0,1,0,-33.4344,0.648575,20.8899,1.09111,-33.4344,0.648575,20.8899,1.09111,31.4795
49,100,0.1,0.2,100,1,500,4,1,0.1,0,2.5,1,0,2,0,-97.5398,0.692189,59.7798,0.9557,-97.5398,0.692189,59.7798,0.9557,31.4473
49,100,0.1,0.2,100,1,500,4,1,0.1,0,2.5,1,0,3,0,0.898835,0.990281,0.0613725,0.0301763,0.898835,0.990281,0.0613725,0.0301763,1.1796
50,100,0.1,0.2,100,1,500,4,1,0.1,0,2.5,1,1,1,0,-7.49515,0.88602,2.15353,0.348014,-7.49515,0.88602,2.15353,0.348014,32.4671
50,100,0.1,0.2,100,1,500,4,1,0.1,0,2.5,1,1,2,0,-0.941389,0.861045,0.492144,0.424269,-0.941389,0.861045,0.492144,0.424269,33.9044
50,100,0.1,0.2,100,1,500,4,1,0.1,0,2.5,1,1,3,0,0.84673,0.990412,0.0388542,0.0292761,0.84673,0.990412,0.0388542,0.0292761,0.811154
51,100,0.1,0.2,100,1,500,4,1,0.1,0,2.5,0,0,1,0,-145.577,0.670444,71.9765,0.907925,-145.577,0.670444,71.9765,0.907925,31.6838
51,100,0.1,0.2,100,1,500,4,1,0.1,0,2.5,0,0,2,0,-48127.8,0.768607,23633.7,0.637488,-48127.8,0.768607,23633.7,0.637488,34.0645
51,100,0.1,0.2,100,1,500,4,1,0.1,0,2.5,0,0,3,0,0.892783,0.990155,0.0526492,0.0271222,0.892783,0.990155,0.0526492,0.0271222,0.843049
52,100,0.1,0.2,100,1,500,4,1,0.1,0,2.5,0,1,1,0,-13.405,0.756759,9.3621,0.763959,-13.405,0.756759,9.3621,0.763959,35.1932
52,100,0.1,0.2,100,1,500,4,1,0.1,0,2.5,0,1,2,0,-22.2754,0.808242,15.1272,0.602264,-22.2754,0.808242,15.1272,0.602264,31.3522
52,100,0.1,0.2,100,1,500,4,1,0.1,0,2.5,0,1,3,0,0.895849,0.990142,0.0676896,0.0309613,0.895849,0.990142,0.0676896,0.0309613,0.782414
53,100,0.1,0.2,100,1,500,4,1,0.1,0.3,2.5,1,0,1,0,-460.476,0.673202,170.969,0.987089,-38.7532,0.883893,194.53,1.12312,39.3867
53,100,0.1,0.2,100,1,500,4,1,0.1,0.3,2.5,1,0,2,0,-2.46643,0.767226,1.28426,0.70309,-0.0601845,0.706379,5.18795,2.84024,39.0936
