iteration,maxIt,threshold,trainPct,minInliers,bestModelCount,numPoints,n,d,noise,outlierRatio,outlierStrength,saltAndPepper,metric,variation,weighted_average,r2,mse,timeMs
17,100,0.1,0.2,100,1,1000,2,1,0,0.4,2.5,1,0,1,1,-1.29806,8.275,6.74837
17,100,0.1,0.2,100,1,1000,2,1,0,0.4,2.5,1,0,2,1,-1.29806,8.275,7.23039
18,100,0.1,0.2,100,1,1000,2,1,0,0.4,2.5,1,0,1,0,-1.10629,6.5875,7.07845
18,100,0.1,0.2,100,1,1000,2,1,0,0.4,2.5,1,0,2,0,-1.10629,6.5875,7.86715
19,100,0.1,0.2,100,1,1000,2,1,0,0.4,2.5,0,0,1,1,0.487728,0.870421,7.23711
19,100,0.1,0.2,100,1,1000,2,1,0,0.4,2.5,0,0,2,1,0.487728,0.870421,7.31553
20,100,0.1,0.2,100,1,1000,2,1,0,0.4,2.5,0,0,1,0,0.545313,0.801362,7.15953
20,100,0.1,0.2,100,1,1000,2,1,0,0.4,2.5,0,0,2,0,0.545313,0.801362,7.52447
21,100,0.1,0.2,100,1,1000,2,1,0,0.5,2.5,1,0,1,1,-0.891666,7.56875,6.60011
21,100,0.1,0.2,100,1,1000,2,1,0,0.5,2.5,1,0,2,1,-0.891666,7.56875,7.11808
22,100,0.1,0.2,100,1,1000,2,1,0,0.5,2.5,1,0,1,0,0.137964,3.1,6.79512
22,100,0.1,0.2,100,1,1000,2,1,0,0.5,2.5,1,0,2,0,0.137964,3.1,6.73292
23,100,0.1,0.2,100,1,1000,2,1,0,0.5,2.5,0,0,1,1,0.437274,1.04667,6.81269
23,100,0.1,0.2,100,1,1000,2,1,0,0.5,2.5,0,0,2,1,0.437274,1.04667,6.89216
24,100,0.1,0.2,100,1,1000,2,1,0,0.5,2.5,0,0,1,0,0.492056,1.01115,7.00776
24,100,0.1,0.2,100,1,1000,2,1,0,0.5,2.5,0,0,2,0,0.492056,1.01115,7.59317
25,100,0.1,0.2,100,1,1000,2,1,0.1,0,2.5,1,0,1,1,0.990913,0.00986296,9.43523
25,100,0.1,0.2,100,1,1000,2,1,0.1,0,2.5,1,0,2,1,0.990942,0.00983107,9.40221
26,100,0.1,0.2,100,1,1000,2,1,0.1,0,2.5,1,0,1,0,0.989367,0.0110101,9.14875
26,100,0.1,0.2,100,1,1000,2,1,0.1,0,2.5,1,0,2,0,0.989241,0.0111408,9.94303
27,100,0.1,0.2,100,1,1000,2,1,0.1,0,2.5,0,0,1,1,0.989123,0.00997898,9.42565
27,100,0.1,0.2,100,1,1000,2,1,0.1,0,2.5,0,0,2,1,0.989222,0.00988855,9.39138
28,100,0.1,0.2,100,1,1000,2,1,0.1,0,2.5,0,0,1,0,0.990059,0.00994086,9.15759
28,100,0.1,0.2,100,1,1000,2,1,0.1,0,2.5,0,0,2,0,0.990185,0.00981449,9.34763
29,100,0.1,0.2,100,1,1000,2,1,0.1,0.1,2.5,1,0,1,1,0.607797,0.622681,8.27425
29,100,0.1,0.2,100,1,1000,2,1,0.1,0.1,2.5,1,0,2,1,0.607959,0.622424,8.70795
30,100,0.1,0.2,100,1,1000,2,1,0.1,0.1,2.5,1,0,1,0,0.591131,0.679351,8.89999
30,100,0.1,0.2,100,1,1000,2,1,0.1,0.1,2.5,1,0,2,0,0.590777,0.679939,8.84872
31,100,0.1,0.2,100,1,1000,2,1,0.1,0.1,2.5,0,0,1,1,0.848277,0.174143,8.64433
31,100,0.1,0.2,100,1,1000,2,1,0.1,0.1,2.5,0,0,2,1,0.84851,0.173875,9.92098
32,100,0.1,0.2,100,1,1000,2,1,0.1,0.1,2.5,0,0,1,0,0.771244,0.2805,8.87699
32,100,0.1,0.2,100,1,1000,2,1,0.1,0.1,2.5,0,0,2,0,0.769726,0.282361,9.47698
33,100,0.1,0.2,100,1,1000,2,1,0.1,0.2,2.5,1,0,1,1,0.455912,1.16689,7.77309
33,100,0.1,0.2,100,1,1000,2,1,0.1,0.2,2.5,1,0,2,1,0.453218,1.17267,8.02491
34,100,0.1,0.2,100,1,1000,2,1,0.1,0.2,2.5,1,0,1,0,0.38918,1.34721,8.16936
34,100,0.1,0.2,100,1,1000,2,1,0.1,0.2,2.5,1,0,2,0,0.385706,1.35487,7.85147
35,100,0.1,0.2,100,1,1000,2,1,0.1,0.2,2.5,0,0,1,1,0.655172,0.500189,7.85432
35,100,0.1,0.2,100,1,1000,2,1,0.1,0.2,2.5,0,0,2,1,0.652801,0.503629,8.23319
36,100,0.1,0.2,100,1,1000,2,1,0.1,0.2,2.5,0,0,1,0,0.702581,0.402191,8.25275
36,100,0.1,0.2,100,1,1000,2,1,0.1,0.2,2.5,0,0,2,0,0.700098,0.40555,8.22762
37,100,0.1,0.2,100,1,1000,2,1,0.1,0.3,2.5,1,0,1,1,-1.15377,5.68884,7.52185
37,100,0.1,0.2,100,1,1000,2,1,0.1,0.3,2.5,1,0,2,1,0.294228,1.86418,7.35757
38,100,0.1,0.2,100,1,1000,2,1,0.1,0.3,2.5,1,0,1,0,0.312515,1.86148,11.2401
38,100,0.1,0.2,100,1,1000,2,1,0.1,0.3,2.5,1,0,2,0,0.31453,1.85602,10.8484
39,100,0.1,0.2,100,1,1000,2,1,0.1,0.3,2.5,0,0,1,1,0.595666,0.646563,9.56621
39,100,0.1,0.2,100,1,1000,2,1,0.1,0.3,2.5,0,0,2,1,0.588136,0.658604,7.92594
40,100,0.1,0.2,100,1,1000,2,1,0.1,0.3,2.5,0,0,1,0,0.591668,0.58149,7.97886
40,100,0.1,0.2,100,1,1000,2,1,0.1,0.3,2.5,0,0,2,0,0.59283,0.579835,8.08299
41,100,0.1,0.2,100,1,1000,2,1,0.1,0.4,2.5,1,0,1,1,0.20916,2.48182,7.37994
41,100,0.1,0.2,100,1,1000,2,1,0.1,0.4,2.5,1,0,2,1,0.221777,2.44222,7.15429
42,100,0.1,0.2,100,1,1000,2,1,0.1,0.4,2.5,1,0,1,0,0.300469,2.36877,7.2787
42,100,0.1,0.2,100,1,1000,2,1,0.1,0.4,2.5,1,0,2,0,0.301758,2.36441,7.07954
43,100,0.1,0.2,100,1,1000,2,1,0.1,0.4,2.5,0,0,1,1,0.482766,0.846123,7.82856
43,100,0.1,0.2,100,1,1000,2,1,0.1,0.4,2.5,0,0,2,1,0.479953,0.850725,8.25893
44,100,0.1,0.2,100,1,1000,2,1,0.1,0.4,2.5,0,0,1,0,0.537303,0.814655,7.98545
44,100,0.1,0.2,100,1,1000,2,1,0.1,0.4,2.5,0,0,2,0,0.536662,0.815785,9.50415
45,100,0.1,0.2,100,1,1000,2,1,0.1,0.5,2.5,1,0,1,1,0.137686,3.12059,7.18214
45,100,0.1,0.2,100,1,1000,2,1,0.1,0.5,2.5,1,0,2,1,0.697928,1.09316,8.60595
46,100,0.1,0.2,100,1,1000,2,1,0.1,0.5,2.5,1,0,1,0,0.411385,1.96207,6.77484
46,100,0.1,0.2,100,1,1000,2,1,0.1,0.5,2.5,1,0,2,0,-0.576452,5.25488,7.13084
47,100,0.1,0.2,100,1,1000,2,1,0.1,0.5,2.5,0,0,1,1,0.481158,1.12632,7.08942
47,100,0.1,0.2,100,1,1000,2,1,0.1,0.5,2.5,0,0,2,1,0.477264,1.13478,7.49718
48,100,0.1,0.2,100,1,1000,2,1,0.1,0.5,2.5,0,0,1,0,0.402188,0.994168,7.45372
48,100,0.1,0.2,100,1,1000,2,1,0.1,0.5,2.5,0,0,2,0,0.39699,1.00281,7.75893
49,100,0.1,0.2,100,1,1000,2,1,0.2,0,2.5,1,0,1,1,0.964034,0.0377817,11.3654
49,100,0.1,0.2,100,1,1000,2,1,0.2,0,2.5,1,0,2,1,0.963832,0.0379933,9.71894
50,100,0.1,0.2,100,1,1000,2,1,0.2,0,2.5,1,0,1,0,0.961062,0.0387498,9.4327
50,100,0.1,0.2,100,1,1000,2,1,0.2,0,2.5,1,0,2,0,0.96018,0.0396275,9.30603
51,100,0.1,0.2,100,1,1000,2,1,0.2,0,2.5,0,0,1,1,0.950418,0.0521487,10.5645
51,100,0.1,0.2,100,1,1000,2,1,0.2,0,2.5,0,0,2,1,0.949233,0.0533945,9.45719
52,100,0.1,0.2,100,1,1000,2,1,0.2,0,2.5,0,0,1,0,0.955836,0.0456624,8.66752
52,100,0.1,0.2,100,1,1000,2,1,0.2,0,2.5,0,0,2,0,0.957411,0.0440343,9.49425
53,100,0.1,0.2,100,1,1000,2,1,0.2,0.1,2.5,1,0,1,1,0.585517,0.709127,9.67331
53,100,0.1,0.2,100,1,1000,2,1,0.2,0.1,2.5,1,0,2,1,0.58674,0.707035,8.8069
54,100,0.1,0.2,100,1,1000,2,1,0.2,0.1,2.5,1,0,1,0,-0.284215,2.23145,7.54781
54,100,0.1,0.2,100,1,1000,2,1,0.2,0.1,2.5,1,0,2,0,-0.195204,2.07678,8.14931
55,100,0.1,0.2,100,1,1000,2,1,0.2,0.1,2.5,0,0,1,1,0.778831,0.263883,8.39812
55,100,0.1,0.2,100,1,1000,2,1,0.2,0.1,2.5,0,0,2,1,0.782681,0.25929,8.893
56,100,0.1,0.2,100,1,1000,2,1,0.2,0.1,2.5,0,0,1,0,0.777935,0.297988,10.591
56,100,0.1,0.2,100,1,1000,2,1,0.2,0.1,2.5,0,0,2,0,0.782171,0.292304,10.9534
57,100,0.1,0.2,100,1,1000,2,1,0.2,0.2,2.5,1,0,1,1,0.0955695,2.08723,7.625
57,100,0.1,0.2,100,1,1000,2,1,0.2,0.2,2.5,1,0,2,1,-0.0762562,2.48376,7.45476
58,100,0.1,0.2,100,1,1000,2,1,0.2,0.2,2.5,1,0,1,0,0.10704,1.95001,8.1744
58,100,0.1,0.2,100,1,1000,2,1,0.2,0.2,2.5,1,0,2,0,-0.160644,2.53457,9.75934
59,100,0.1,0.2,100,1,1000,2,1,0.2,0.2,2.5,0,0,1,1,0.657267,0.501456,10.0951
59,100,0.1,0.2,100,1,1000,2,1,0.2,0.2,2.5,0,0,2,1,0.657732,0.500775,9.8588
60,100,0.1,0.2,100,1,1000,2,1,0.2,0.2,2.5,0,0,1,0,0.632153,0.499874,9.26787
60,100,0.1,0.2,100,1,1000,2,1,0.2,0.2,2.5,0,0,2,0,-0.0802796,1.46801,9.08325
61,100,0.1,0.2,100,1,1000,2,1,0.2,0.3,2.5,1,0,1,1,0.175981,2.13139,8.28913
61,100,0.1,0.2,100,1,1000,2,1,0.2,0.3,2.5,1,0,2,1,0.199525,2.0705,8.13167
62,100,0.1,0.2,100,1,1000,2,1,0.2,0.3,2.5,1,0,1,0,0.189096,2.37498,18.851
62,100,0.1,0.2,100,1,1000,2,1,0.2,0.3,2.5,1,0,2,0,0.0632807,2.74347,11.2562
63,100,0.1,0.2,100,1,1000,2,1,0.2,0.3,2.5,0,0,1,1,0.370527,0.982338,14.874
63,100,0.1,0.2,100,1,1000,2,1,0.2,0.3,2.5,0,0,2,1,-0.31272,2.04859,8.17729
64,100,0.1,0.2,100,1,1000,2,1,0.2,0.3,2.5,0,0,1,0,0.596648,0.64288,9.27981
64,100,0.1,0.2,100,1,1000,2,1,0.2,0.3,2.5,0,0,2,0,-0.101345,1.75537,8.54323
65,100,0.1,0.2,100,1,1000,2,1,0.2,0.4,2.5,1,0,1,1,0.391305,2.12948,8.20037
65,100,0.1,0.2,100,1,1000,2,1,0.2,0.4,2.5,1,0,2,1,0.304871,2.43187,8.19495
66,100,0.1,0.2,100,1,1000,2,1,0.2,0.4,2.5,1,0,1,0,0.422795,1.94938,10.0064
66,100,0.1,0.2,100,1,1000,2,1,0.2,0.4,2.5,1,0,2,0,0.231586,2.59514,9.32323
67,100,0.1,0.2,100,1,1000,2,1,0.2,0.4,2.5,0,0,1,1,-0.061551,1.97455,8.92705
67,100,0.1,0.2,100,1,1000,2,1,0.2,0.4,2.5,0,0,2,1,-0.0308753,1.91749,9.48538
68,100,0.1,0.2,100,1,1000,2,1,0.2,0.4,2.5,0,0,1,0,0.0178495,1.67252,8.2835
68,100,0.1,0.2,100,1,1000,2,1,0.2,0.4,2.5,0,0,2,0,0.386255,1.04515,9.64431
69,100,0.1,0.2,100,1,1000,2,1,0.2,0.5,2.5,1,0,1,1,0.68536,1.27743,7.16999
69,100,0.1,0.2,100,1,1000,2,1,0.2,0.5,2.5,1,0,2,1,0.154775,3.43159,7.34985
70,100,0.1,0.2,100,1,1000,2,1,0.2,0.5,2.5,1,0,1,0,0.707939,1.15157,6.66349
70,100,0.1,0.2,100,1,1000,2,1,0.2,0.5,2.5,1,0,2,0,0.741506,1.01922,6.65914
71,100,0.1,0.2,100,1,1000,2,1,0.2,0.5,2.5,0,0,1,1,0.121668,1.71934,6.79807
71,100,0.1,0.2,100,1,1000,2,1,0.2,0.5,2.5,0,0,2,1,0.428881,1.11797,7.30209
72,100,0.1,0.2,100,1,1000,2,1,0.2,0.5,2.5,0,0,1,0,0.0646554,1.85961,6.9363
72,100,0.1,0.2,100,1,1000,2,1,0.2,0.5,2.5,0,0,2,0,0.191047,1.60832,6.93095
73,100,0.1,0.2,100,1,1000,2,1,0.3,0,2.5,1,0,1,1,0.917996,0.0873021,7.6708
73,100,0.1,0.2,100,1,1000,2,1,0.3,0,2.5,1,0,2,1,0.907947,0.098,7.82818
74,100,0.1,0.2,100,1,1000,2,1,0.3,0,2.5,1,0,1,0,0.913826,0.0918711,7.76798
74,100,0.1,0.2,100,1,1000,2,1,0.3,0,2.5,1,0,2,0,0.90857,0.0974746,8.3403
75,100,0.1,0.2,100,1,1000,2,1,0.3,0,2.5,0,0,1,1,0.920741,0.0920615,8.53302
75,100,0.1,0.2,100,1,1000,2,1,0.3,0,2.5,0,0,2,1,0.913726,0.100209,8.42928
76,100,0.1,0.2,100,1,1000,2,1,0.3,0,2.5,0,0,1,0,0.913418,0.0988081,9.358
76,100,0.1,0.2,100,1,1000,2,1,0.3,0,2.5,0,0,2,0,0.91294,0.099354,11.8687
77,100,0.1,0.2,100,1,1000,2,1,0.3,0.1,2.5,1,0,1,1,0.574754,0.756169,7.98954
77,100,0.1,0.2,100,1,1000,2,1,0.3,0.1,2.5,1,0,2,1,0.58012,0.746626,7.47689
78,100,0.1,0.2,100,1,1000,2,1,0.3,0.1,2.5,1,0,1,0,-0.364382,2.25189,7.47246
78,100,0.1,0.2,100,1,1000,2,1,0.3,0.1,2.5,1,0,2,0,0.564391,0.718965,7.66717
79,100,0.1,0.2,100,1,1000,2,1,0.3,0.1,2.5,0,0,1,1,0.729171,0.342145,7.4863
79,100,0.1,0.2,100,1,1000,2,1,0.3,0.1,2.5,0,0,2,1,0.756568,0.307533,7.73285
80,100,0.1,0.2,100,1,1000,2,1,0.3,0.1,2.5,0,0,1,0,0.802658,0.263726,7.51942
80,100,0.1,0.2,100,1,1000,2,1,0.3,0.1,2.5,0,0,2,0,0.802627,0.263768,7.75667
81,100,0.1,0.2,100,1,1000,2,1,0.3,0.2,2.5,1,0,1,1,0.106191,1.97448,7.05738
81,100,0.1,0.2,100,1,1000,2,1,0.3,0.2,2.5,1,0,2,1,0.0914603,2.00702,7.18247
82,100,0.1,0.2,100,1,1000,2,1,0.3,0.2,2.5,1,0,1,0,0.111903,2.03145,7.17707
82,100,0.1,0.2,100,1,1000,2,1,0.3,0.2,2.5,1,0,2,0,-0.0985642,2.51288,7.07745
83,100,0.1,0.2,100,1,1000,2,1,0.3,0.2,2.5,0,0,1,1,-0.0626248,1.59928,7.29906
83,100,0.1,0.2,100,1,1000,2,1,0.3,0.2,2.5,0,0,2,1,-0.38411,2.08312,7.557
84,100,0.1,0.2,100,1,1000,2,1,0.3,0.2,2.5,0,0,1,0,0.113755,1.28356,7.92615
84,100,0.1,0.2,100,1,1000,2,1,0.3,0.2,2.5,0,0,2,0,0.387152,0.887599,7.23221
85,100,0.1,0.2,100,1,1000,2,1,0.3,0.3,2.5,1,0,1,1,0.264537,1.95987,6.76101
85,100,0.1,0.2,100,1,1000,2,1,0.3,0.3,2.5,1,0,2,1,0.101133,2.3953,6.68353
86,100,0.1,0.2,100,1,1000,2,1,0.3,0.3,2.5,1,0,1,0,0.622403,1.14863,6.77337
86,100,0.1,0.2,100,1,1000,2,1,0.3,0.3,2.5,1,0,2,0,0.599638,1.21788,6.77161
87,100,0.1,0.2,100,1,1000,2,1,0.3,0.3,2.5,0,0,1,1,0.339105,1.03179,7.70005
87,100,0.1,0.2,100,1,1000,2,1,0.3,0.3,2.5,0,0,2,1,0.43867,0.876353,7.47147
88,100,0.1,0.2,100,1,1000,2,1,0.3,0.3,2.5,0,0,1,0,-0.217893,2.07691,7.28991
88,100,0.1,0.2,100,1,1000,2,1,0.3,0.3,2.5,0,0,2,0,0.213171,1.3418,6.99808
89,100,0.1,0.2,100,1,1000,2,1,0.3,0.4,2.5,1,0,1,1,0.45059,1.79418,6.44229
89,100,0.1,0.2,100,1,1000,2,1,0.3,0.4,2.5,1,0,2,1,0.339509,2.15693,6.73403
90,100,0.1,0.2,100,1,1000,2,1,0.3,0.4,2.5,1,0,1,0,0.36112,1.89606,7.59443
90,100,0.1,0.2,100,1,1000,2,1,0.3,0.4,2.5,1,0,2,0,0.32752,1.99578,6.66329
91,100,0.1,0.2,100,1,1000,2,1,0.3,0.4,2.5,0,0,1,1,0.122949,1.49103,6.43673
91,100,0.1,0.2,100,1,1000,2,1,0.3,0.4,2.5,0,0,2,1,0.301558,1.18739,7.18354
92,100,0.1,0.2,100,1,1000,2,1,0.3,0.4,2.5,0,0,1,0,-0.270397,2.51575,6.94572
92,100,0.1,0.2,100,1,1000,2,1,0.3,0.4,2.5,0,0,2,0,0.0582679,1.8649,7.15912
93,100,0.1,0.2,100,1,1000,2,1,0.3,0.5,2.5,1,0,1,1,0.751157,1.02412,6.46068
93,100,0.1,0.2,100,1,1000,2,1,0.3,0.5,2.5,1,0,2,1,0.745739,1.04642,6.81073
94,100,0.1,0.2,100,1,1000,2,1,0.3,0.5,2.5,1,0,1,0,0.492098,1.55501,7.17445
94,100,0.1,0.2,100,1,1000,2,1,0.3,0.5,2.5,1,0,2,0,0.465934,1.63512,6.5769
95,100,0.1,0.2,100,1,1000,2,1,0.3,0.5,2.5,0,0,1,1,0.19104,1.53172,6.90732
95,100,0.1,0.2,100,1,1000,2,1,0.3,0.5,2.5,0,0,2,1,0.222685,1.4718,6.63781
96,100,0.1,0.2,100,1,1000,2,1,0.3,0.5,2.5,0,0,1,0,-0.106343,2.31072,7.0924
96,100,0.1,0.2,100,1,1000,2,1,0.3,0.5,2.5,0,0,2,0,-0.215344,2.53837,6.79448
97,100,0.1,0.2,100,1,1000,3,1,0,0,2.5,1,0,1,1,1,-4.03816e-16,10.8514
97,100,0.1,0.2,100,1,1000,3,1,0,0,2.5,1,0,2,1,1,-8.87901e-17,11.4368
98,100,0.1,0.2,100,1,1000,3,1,0,0,2.5,1,0,1,0,1,-3.67428e-16,10.8287
98,100,0.1,0.2,100,1,1000,3,1,0,0,2.5,1,0,2,0,1,7.62185e-17,11.1497
99,100,0.1,0.2,100,1,1000,3,1,0,0,2.5,0,0,1,1,1,-3.52829e-16,10.9532
99,100,0.1,0.2,100,1,1000,3,1,0,0,2.5,0,0,2,1,1,3.0083e-16,11.0111
100,100,0.1,0.2,100,1,1000,3,1,0,0,2.5,0,0,1,0,1,-3.93907e-16,10.9845
100,100,0.1,0.2,100,1,1000,3,1,0,0,2.5,0,0,2,0,1,-3.4274e-16,10.6691
101,100,0.1,0.2,100,1,1000,3,1,0,0.1,2.5,1,0,1,1,0.400461,1.28125,8.72382
101,100,0.1,0.2,100,1,1000,3,1,0,0.1,2.5,1,0,2,1,0.683819,0.675698,9.41799
102,100,0.1,0.2,100,1,1000,3,1,0,0.1,2.5,1,0,1,0,0.441627,1.25,9.01011
102,100,0.1,0.2,100,1,1000,3,1,0,0.1,2.5,1,0,2,0,0.726426,0.612435,9.25521
103,100,0.1,0.2,100,1,1000,3,1,0,0.1,2.5,0,0,1,1,0.702206,0.416724,9.66944
103,100,0.1,0.2,100,1,1000,3,1,0,0.1,2.5,0,0,2,1,0.872235,0.17879,9.96337
104,100,0.1,0.2,100,1,1000,3,1,0,0.1,2.5,0,0,1,0,0.67517,0.506107,8.99406
104,100,0.1,0.2,100,1,1000,3,1,0,0.1,2.5,0,0,2,0,0.836364,0.254955,9.02997
105,100,0.1,0.2,100,1,1000,3,1,0,0.2,2.5,1,0,1,1,0.284872,2.5375,7.65134
105,100,0.1,0.2,100,1,1000,3,1,0,0.2,2.5,1,0,2,1,0.653338,1.23006,7.24849
106,100,0.1,0.2,100,1,1000,3,1,0,0.2,2.5,1,0,1,0,-1.09354,7.14375,7.34636
106,100,0.1,0.2,100,1,1000,3,1,0,0.2,2.5,1,0,2,0,0.634219,1.24815,7.27859
107,100,0.1,0.2,100,1,1000,3,1,0,0.2,2.5,0,0,1,1,0.536176,0.883924,7.78239
107,100,0.1,0.2,100,1,1000,3,1,0,0.2,2.5,0,0,2,1,0.768799,0.440607,7.32932
108,100,0.1,0.2,100,1,1000,3,1,0,0.2,2.5,0,0,1,0,0.500357,0.865238,7.56446
108,100,0.1,0.2,100,1,1000,3,1,0,0.2,2.5,0,0,2,0,0.748323,0.435831,7.9646
109,100,0.1,0.2,100,1,1000,3,1,0,0.3,2.5,1,0,1,1,-0.738412,7.775,6.50393
109,100,0.1,0.2,100,1,1000,3,1,0,0.3,2.5,1,0,2,1,0.00590316,4.44607,6.64212
110,100,0.1,0.2,100,1,1000,3,1,0,0.3,2.5,1,0,1,0,0.117206,3.6875,6.58521
110,100,0.1,0.2,100,1,1000,3,1,0,0.3,2.5,1,0,2,0,0.239121,3.17825,6.77303
111,100,0.1,0.2,100,1,1000,3,1,0,0.3,2.5,0,0,1,1,0.450399,1.17373,6.84945
111,100,0.1,0.2,100,1,1000,3,1,0,0.3,2.5,0,0,2,1,0.723645,0.590183,7.44923
112,100,0.1,0.2,100,1,1000,3,1,0,0.3,2.5,0,0,1,0,0.397134,1.22226,6.91274
112,100,0.1,0.2,100,1,1000,3,1,0,0.3,2.5,0,0,2,0,0.750021,0.506814,7.16056
113,100,0.1,0.2,100,1,1000,3,1,0,0.4,2.5,1,0,1,1,-0.565358,9.1625,5.97207
113,100,0.1,0.2,100,1,1000,3,1,0,0.4,2.5,1,0,2,1,0.199779,4.68393,7.06729
114,100,0.1,0.2,100,1,1000,3,1,0,0.4,2.5,1,0,1,0,-0.53406,6.9875,7.48842
114,100,0.1,0.2,100,1,1000,3,1,0,0.4,2.5,1,0,2,0,0.557981,2.01336,7.56079
115,100,0.1,0.2,100,1,1000,3,1,0,0.4,2.5,0,0,1,1,0.377091,1.62563,6.97531
115,100,0.1,0.2,100,1,1000,3,1,0,0.4,2.5,0,0,2,1,0.7106,0.755259,6.59322
116,100,0.1,0.2,100,1,1000,3,1,0,0.4,2.5,0,0,1,0,0.375692,1.59447,7.03112
116,100,0.1,0.2,100,1,1000,3,1,0,0.4,2.5,0,0,2,0,0.722551,0.708597,6.85157
117,100,0.1,0.2,100,1,1000,3,1,0,0.5,2.5,1,0,1,1,-1.08257,14.15,6.08631
117,100,0.1,0.2,100,1,1000,3,1,0,0.5,2.5,1,0,2,1,0.526468,3.21741,6.79103
118,100,0.1,0.2,100,1,1000,3,1,0,0.5,2.5,1,0,1,0,0.0626417,6.4625,5.97927
118,100,0.1,0.2,100,1,1000,3,1,0,0.5,2.5,1,0,2,0,0.186818,5.60638,7.91518
119,100,0.1,0.2,100,1,1000,3,1,0,0.5,2.5,0,0,1,1,0.264384,2.11671,9.98009
119,100,0.1,0.2,100,1,1000,3,1,0,0.5,2.5,0,0,2,1,0.583018,1.19985,7.84666
120,100,0.1,0.2,100,1,1000,3,1,0,0.5,2.5,0,0,1,0,0.190878,2.16189,6.46884
120,100,0.1,0.2,100,1,1000,3,1,0,0.5,2.5,0,0,2,0,0.506068,1.31974,6.7674
121,100,0.1,0.2,100,1,1000,3,1,0.1,0,2.5,1,0,1,1,0.977492,0.0232002,9.64056
121,100,0.1,0.2,100,1,1000,3,1,0.1,0,2.5,1,0,2,1,0.989224,0.0111068,11.7314
