iteration,maxIt,threshold,trainPct,minInliers,bestModelCount,numPoints,n,d,noise,outlierRatio,outlierStrength,saltAndPepper,metric,variation,weighted_average,r2_regression,r2_orthogonal,mse_regression,mse_orthogonal,timeMs
417,100,0.1,0.2,100,1,500,16,7,0.5,0.5,2.5,1,0,1,0,-168.341,0.907718,206.019,2.14082,143.886
417,100,0.1,0.2,100,1,500,16,7,0.5,0.5,2.5,1,0,2,0,-227.022,0.943382,277.411,1.31345,149.333
417,100,0.1,0.2,100,1,500,16,7,0.5,0.5,2.5,1,0,3,0,-0.127679,0.959598,1.37193,0.937267,5.63713
418,100,0.1,0.2,100,1,500,16,7,0.5,0.5,2.5,1,1,1,0,-10.9124,0.940264,17.4948,1.38486,161.587
418,100,0.1,0.2,100,1,500,16,7,0.5,0.5,2.5,1,1,2,0,-11.8156,0.944252,18.8214,1.2924,161.434
418,100,0.1,0.2,100,1,500,16,7,0.5,0.5,2.5,1,1,3,0,-0.0468796,0.961491,1.53747,0.892753,5.49915
419,100,0.1,0.2,100,1,500,16,7,0.5,0.5,2.5,0,0,1,0,-227.637,0.940557,376.491,1.37809,151.792
419,100,0.1,0.2,100,1,500,16,7,0.5,0.5,2.5,0,0,2,0,-209.897,0.942369,347.28,1.33608,-672.663
419,100,0.1,0.2,100,1,500,16,7,0.5,0.5,2.5,0,0,3,0,-0.802165,0.949331,2.96759,1.17467,10.3208
420,100,0.1,0.2,100,1,500,16,7,0.5,0.5,2.5,0,1,1,0,-89.7168,0.948173,127.682,1.17019,141.602
420,100,0.1,0.2,100,1,500,16,7,0.5,0.5,2.5,0,1,2,0,-6.98922,0.958007,11.2447,0.948143,139.065
420,100,0.1,0.2,100,1,500,16,7,0.5,0.5,2.5,0,1,3,0,-0.33583,0.962788,1.88016,0.840197,6.6141
421,100,0.1,0.2,100,1,500,16,15,0,0,2.5,1,0,1,0,1,1,5.19543e-30,-3.91808e-15,15.6222
421,100,0.1,0.2,100,1,500,16,15,0,0,2.5,1,0,2,0,1,1,1.02834e-28,-3.29899e-15,14.7554
421,100,0.1,0.2,100,1,500,16,15,0,0,2.5,1,0,3,0,1,1,6.90857e-22,-5.51885e-16,3.06879
422,100,0.1,0.2,100,1,500,16,15,0,0,2.5,1,1,1,0,1,1,7.23103e-29,-2.34601e-15,14.898
422,100,0.1,0.2,100,1,500,16,15,0,0,2.5,1,1,2,0,1,1,1.22717e-27,-2.44005e-15,14.8353
422,100,0.1,0.2,100,1,500,16,15,0,0,2.5,1,1,3,0,1,1,4.66901e-17,1.50346e-15,3.18552
423,100,0.1,0.2,100,1,500,16,15,0,0,2.5,0,0,1,0,1,1,8.66799e-28,-4.05656e-15,16.3289
423,100,0.1,0.2,100,1,500,16,15,0,0,2.5,0,0,2,0,1,1,6.13496e-29,-3.80323e-15,16.2831
423,100,0.1,0.2,100,1,500,16,15,0,0,2.5,0,0,3,0,1,1,1.05321e-21,-1.51253e-15,3.36357
424,100,0.1,0.2,100,1,500,16,15,0,0,2.5,0,1,1,0,1,1,6.27341e-29,-4.09406e-15,15.732
424,100,0.1,0.2,100,1,500,16,15,0,0,2.5,0,1,2,0,1,1,2.876e-29,-1.9913e-15,15.5841
424,100,0.1,0.2,100,1,500,16,15,0,0,2.5,0,1,3,0,1,1,2.37099e-17,-6.43374e-16,2.80128
425,100,0.1,0.2,100,1,500,16,15,0,0.3,2.5,1,0,1,0,1,1,2.84151e-29,-1.90639e-15,11.7687
425,100,0.1,0.2,100,1,500,16,15,0,0.3,2.5,1,0,2,0,1,1,5.60626e-29,-2.05487e-15,10.5589
425,100,0.1,0.2,100,1,500,16,15,0,0.3,2.5,1,0,3,0,-0.0585162,0.938966,0.929829,0.889378,3.63783
426,100,0.1,0.2,100,1,500,16,15,0,0.3,2.5,1,1,1,0,1,1,5.34619e-27,-2.80478e-15,10.8891
426,100,0.1,0.2,100,1,500,16,15,0,0.3,2.5,1,1,2,0,1,1,5.19248e-29,-3.43787e-15,10.047
426,100,0.1,0.2,100,1,500,16,15,0,0.3,2.5,1,1,3,0,-0.0412992,0.929271,1.12664,1.07673,5.11928
427,100,0.1,0.2,100,1,500,16,15,0,0.3,2.5,0,0,1,0,-37.075,0.934138,36.2971,1.00215,12.2495
427,100,0.1,0.2,100,1,500,16,15,0,0.3,2.5,0,0,2,0,-10.1555,0.93363,10.6346,1.00989,10.2367
427,100,0.1,0.2,100,1,500,16,15,0,0.3,2.5,0,0,3,0,0.0281153,0.941553,0.926502,0.889336,4.68525
428,100,0.1,0.2,100,1,500,16,15,0,0.3,2.5,0,1,1,0,-83.5956,0.922348,78.0742,1.11791,10.5818
428,100,0.1,0.2,100,1,500,16,15,0,0.3,2.5,0,1,2,0,-251.845,0.939302,233.353,0.873828,12.2353
428,100,0.1,0.2,100,1,500,16,15,0,0.3,2.5,0,1,3,0,-0.0947819,0.935161,1.01039,0.933447,4.22224
429,100,0.1,0.2,100,1,500,16,15,0,0.5,2.5,1,0,1,0,-8.11271,0.936122,10.0383,0.976714,11.3434
429,100,0.1,0.2,100,1,500,16,15,0,0.5,2.5,1,0,2,0,-10.5371,0.924526,12.7089,1.15401,11.5471
429,100,0.1,0.2,100,1,500,16,15,0,0.5,2.5,1,0,3,0,0.0236913,0.931907,1.07547,1.04116,3.71481
430,100,0.1,0.2,100,1,500,16,15,0,0.5,2.5,1,1,1,0,-271.632,0.932431,241.914,0.978724,11.0553
430,100,0.1,0.2,100,1,500,16,15,0,0.5,2.5,1,1,2,0,-1394.18,0.912785,1237.98,1.26329,10.9601
430,100,0.1,0.2,100,1,500,16,15,0,0.5,2.5,1,1,3,0,0.0837685,0.948061,0.812998,0.752331,2.48686
431,100,0.1,0.2,100,1,500,16,15,0,0.5,2.5,0,0,1,0,-176.571,0.938993,180.071,0.935263,9.98645
431,100,0.1,0.2,100,1,500,16,15,0,0.5,2.5,0,0,2,0,-5.61814,0.936779,6.71134,0.969216,9.7542
431,100,0.1,0.2,100,1,500,16,15,0,0.5,2.5,0,0,3,0,0.0622586,0.941021,0.950948,0.904181,2.808
432,100,0.1,0.2,100,1,500,16,15,0,0.5,2.5,0,1,1,0,-166.909,0.934561,158.413,0.951971,9.47086
432,100,0.1,0.2,100,1,500,16,15,0,0.5,2.5,0,1,2,0,-19.0141,0.931054,18.8822,1.00298,10.5434
432,100,0.1,0.2,100,1,500,16,15,0,0.5,2.5,0,1,3,0,0.00993437,0.938466,0.934071,0.895157,2.48426
433,100,0.1,0.2,100,1,500,16,15,0.1,0,2.5,1,0,1,0,-24.1122,0.933544,26.2332,1.02352,10.0177
433,100,0.1,0.2,100,1,500,16,15,0.1,0,2.5,1,0,2,0,-5.19254,0.925781,6.46898,1.14308,11.2816
433,100,0.1,0.2,100,1,500,16,15,0.1,0,2.5,1,0,3,0,0.168663,0.968477,0.868448,0.485498,4.21194
434,100,0.1,0.2,100,1,500,16,15,0.1,0,2.5,1,1,1,0,-11.1968,0.932597,12.2042,1.02968,10.7931
434,100,0.1,0.2,100,1,500,16,15,0.1,0,2.5,1,1,2,0,-22.8989,0.936362,23.9134,0.972165,11.3143
434,100,0.1,0.2,100,1,500,16,15,0.1,0,2.5,1,1,3,0,0.0409915,0.942589,0.95959,0.877041,3.5069
435,100,0.1,0.2,100,1,500,16,15,0.1,0,2.5,0,0,1,0,-12.5348,0.934382,11.9802,0.990444,11.9037
435,100,0.1,0.2,100,1,500,16,15,0.1,0,2.5,0,0,2,0,-1.08559,0.949987,1.84605,0.754903,11.1294
435,100,0.1,0.2,100,1,500,16,15,0.1,0,2.5,0,0,3,0,0.0526463,0.953892,0.838543,0.695962,3.42203
436,100,0.1,0.2,100,1,500,16,15,0.1,0,2.5,0,1,1,0,-0.437331,0.96005,1.45069,0.599846,11.0607
436,100,0.1,0.2,100,1,500,16,15,0.1,0,2.5,0,1,2,0,-32.1529,0.937355,33.4611,0.940613,10.1169
436,100,0.1,0.2,100,1,500,16,15,0.1,0,2.5,0,1,3,0,0.195487,0.972725,0.811992,0.409537,3.56555
437,100,0.1,0.2,100,1,500,16,15,0.1,0.3,2.5,1,0,1,0,-51.8344,0.929002,46.8174,1.07626,11.9472
437,100,0.1,0.2,100,1,500,16,15,0.1,0.3,2.5,1,0,2,0,-24.0959,0.932168,22.2379,1.02827,10.904
437,100,0.1,0.2,100,1,500,16,15,0.1,0.3,2.5,1,0,3,0,0.00970742,0.946455,0.877514,0.811699,3.76933
438,100,0.1,0.2,100,1,500,16,15,0.1,0.3,2.5,1,1,1,0,-1068.27,0.940494,980.172,0.891352,11.3307
438,100,0.1,0.2,100,1,500,16,15,0.1,0.3,2.5,1,1,2,0,-8.01424,0.913039,8.26315,1.30261,9.1486
438,100,0.1,0.2,100,1,500,16,15,0.1,0.3,2.5,1,1,3,0,0.0150277,0.942042,0.902901,0.868163,3.15461
439,100,0.1,0.2,100,1,500,16,15,0.1,0.3,2.5,0,0,1,0,-628.284,0.934764,648.914,0.998926,10.4131
439,100,0.1,0.2,100,1,500,16,15,0.1,0.3,2.5,0,0,2,0,-235.262,0.910575,243.632,1.36933,10.8833
439,100,0.1,0.2,100,1,500,16,15,0.1,0.3,2.5,0,0,3,0,0.00432589,0.935774,1.02673,0.983455,4.14874
440,100,0.1,0.2,100,1,500,16,15,0.1,0.3,2.5,0,1,1,0,-94.2667,0.926021,95.6377,1.15993,11.5762
440,100,0.1,0.2,100,1,500,16,15,0.1,0.3,2.5,0,1,2,0,-35.615,0.931976,36.7576,1.06655,10.0094
440,100,0.1,0.2,100,1,500,16,15,0.1,0.3,2.5,0,1,3,0,0.0344688,0.940254,0.969292,0.936765,4.12856
441,100,0.1,0.2,100,1,500,16,15,0.1,0.5,2.5,1,0,1,0,-27.0685,0.928444,25.2652,1.08506,11.5601
441,100,0.1,0.2,100,1,500,16,15,0.1,0.5,2.5,1,0,2,0,-98.0606,0.936926,89.1671,0.956441,11.3997
441,100,0.1,0.2,100,1,500,16,15,0.1,0.5,2.5,1,0,3,0,-0.0899326,0.941151,0.981078,0.892375,4.40008
442,100,0.1,0.2,100,1,500,16,15,0.1,0.5,2.5,1,1,1,0,-8.57426,0.936949,12.0323,0.996891,11.1307
442,100,0.1,0.2,100,1,500,16,15,0.1,0.5,2.5,1,1,2,0,-7.79472,0.933069,11.0527,1.05824,9.55256
442,100,0.1,0.2,100,1,500,16,15,0.1,0.5,2.5,1,1,3,0,0.0432169,0.928134,1.20243,1.13627,4.52192
443,100,0.1,0.2,100,1,500,16,15,0.1,0.5,2.5,0,0,1,0,-6.95392,0.941947,8.29442,0.877409,11.0394
443,100,0.1,0.2,100,1,500,16,15,0.1,0.5,2.5,0,0,2,0,-11.6412,0.935408,13.1823,0.976238,11.3623
443,100,0.1,0.2,100,1,500,16,15,0.1,0.5,2.5,0,0,3,0,-0.119587,0.930759,1.16752,1.04651,4.23283
444,100,0.1,0.2,100,1,500,16,15,0.1,0.5,2.5,0,1,1,0,-45.7757,0.927359,47.6314,1.09196,10.7287
444,100,0.1,0.2,100,1,500,16,15,0.1,0.5,2.5,0,1,2,0,-38.6782,0.914762,40.4041,1.28132,10.8782
444,100,0.1,0.2,100,1,500,16,15,0.1,0.5,2.5,0,1,3,0,-0.029193,0.936168,1.04802,0.959531,4.7659
445,100,0.1,0.2,100,1,500,16,15,0.3,0,2.5,1,0,1,0,-52.2578,0.930604,57.0437,1.13985,11.2841
445,100,0.1,0.2,100,1,500,16,15,0.3,0,2.5,1,0,2,0,-14671.2,0.935976,15715.2,1.05162,9.98977
445,100,0.1,0.2,100,1,500,16,15,0.3,0,2.5,1,0,3,0,0.00291534,0.935434,1.06796,1.06052,3.10286
446,100,0.1,0.2,100,1,500,16,15,0.3,0,2.5,1,1,1,0,-54.9669,0.942583,53.5923,0.946063,13.0365
446,100,0.1,0.2,100,1,500,16,15,0.3,0,2.5,1,1,2,0,-42.6579,0.921265,41.8056,1.29732,11.2607
446,100,0.1,0.2,100,1,500,16,15,0.3,0,2.5,1,1,3,0,0.00805031,0.943424,0.949862,0.932206,3.43316
447,100,0.1,0.2,100,1,500,16,15,0.3,0,2.5,0,0,1,0,-6.21884,0.912894,8.01107,1.46555,11.8768
447,100,0.1,0.2,100,1,500,16,15,0.3,0,2.5,0,0,2,0,-648.761,0.937525,721.069,1.05114,14.0004
447,100,0.1,0.2,100,1,500,16,15,0.3,0,2.5,0,0,3,0,0.0520995,0.940677,1.05193,0.998119,4.21824
448,100,0.1,0.2,100,1,500,16,15,0.3,0,2.5,0,1,1,0,-23.9621,0.921114,25.2119,1.28798,10.6818
448,100,0.1,0.2,100,1,500,16,15,0.3,0,2.5,0,1,2,0,-15.0304,0.927957,16.1908,1.17625,10.0674
448,100,0.1,0.2,100,1,500,16,15,0.3,0,2.5,0,1,3,0,0.0400198,0.943091,0.969588,0.929168,3.84406
449,100,0.1,0.2,100,1,500,16,15,0.3,0.3,2.5,1,0,1,0,-38.5103,0.926333,41.4531,1.21331,12.181
449,100,0.1,0.2,100,1,500,16,15,0.3,0.3,2.5,1,0,2,0,-795.998,0.936052,836.189,1.05325,11.0531
449,100,0.1,0.2,100,1,500,16,15,0.3,0.3,2.5,1,0,3,0,0.0289111,0.940117,1.01884,0.986286,3.84944
450,100,0.1,0.2,100,1,500,16,15,0.3,0.3,2.5,1,1,1,0,-5.92732,0.938319,6.8668,0.995535,12.1312
450,100,0.1,0.2,100,1,500,16,15,0.3,0.3,2.5,1,1,2,0,-2965.88,0.929831,2940.96,1.13253,10.523
450,100,0.1,0.2,100,1,500,16,15,0.3,0.3,2.5,1,1,3,0,-0.0306818,0.941471,1.02168,0.944669,5.08175
451,100,0.1,0.2,100,1,500,16,15,0.3,0.3,2.5,0,0,1,0,-11.8731,0.924622,13.335,1.25227,10.855
451,100,0.1,0.2,100,1,500,16,15,0.3,0.3,2.5,0,0,2,0,-278.293,0.938824,289.314,1.01633,11.6718
451,100,0.1,0.2,100,1,500,16,15,0.3,0.3,2.5,0,0,3,0,-0.0206183,0.938623,1.05724,1.01967,4.44639
452,100,0.1,0.2,100,1,500,16,15,0.3,0.3,2.5,0,1,1,0,-8.52471,0.945991,9.44666,0.875821,11.7414
452,100,0.1,0.2,100,1,500,16,15,0.3,0.3,2.5,0,1,2,0,-12.95,0.941133,13.8357,0.954597,9.26814
452,100,0.1,0.2,100,1,500,16,15,0.3,0.3,2.5,0,1,3,0,-0.0571533,0.944071,1.04849,0.906958,3.8851
453,100,0.1,0.2,100,1,500,16,15,0.3,0.5,2.5,1,0,1,0,-10.3882,0.932677,11.4617,1.11276,9.89064
453,100,0.1,0.2,100,1,500,16,15,0.3,0.5,2.5,1,0,2,0,-76.2098,0.946862,77.7075,0.878309,9.96934
453,100,0.1,0.2,100,1,500,16,15,0.3,0.5,2.5,1,0,3,0,0.0389168,0.944158,0.967278,0.923003,3.61583
454,100,0.1,0.2,100,1,500,16,15,0.3,0.5,2.5,1,1,1,0,-4.69239,0.937329,5.62744,1.02621,11.3185
454,100,0.1,0.2,100,1,500,16,15,0.3,0.5,2.5,1,1,2,0,-141087,0.931481,139478,1.12196,9.77895
454,100,0.1,0.2,100,1,500,16,15,0.3,0.5,2.5,1,1,3,0,0.0293261,0.944122,0.959598,0.914972,4.22969
455,100,0.1,0.2,100,1,500,16,15,0.3,0.5,2.5,0,0,1,0,-20.7855,0.919898,22.6999,1.30955,11.6981
455,100,0.1,0.2,100,1,500,16,15,0.3,0.5,2.5,0,0,2,0,-25.6469,0.933726,27.7655,1.08347,11.6041
455,100,0.1,0.2,100,1,500,16,15,0.3,0.5,2.5,0,0,3,0,-0.176861,0.942317,1.22626,0.943024,5.06316
456,100,0.1,0.2,100,1,500,16,15,0.3,0.5,2.5,0,1,1,0,-33.609,0.939031,32.5113,0.996129,11.4261
456,100,0.1,0.2,100,1,500,16,15,0.3,0.5,2.5,0,1,2,0,-4.89562,0.921679,5.53828,1.27963,11.4973
456,100,0.1,0.2,100,1,500,16,15,0.3,0.5,2.5,0,1,3,0,-0.0403169,0.944048,0.977262,0.914166,3.88981
457,100,0.1,0.2,100,1,500,16,15,0.5,0,2.5,1,0,1,0,-48.7034,0.945081,70.5696,1.03932,11.6296
457,100,0.1,0.2,100,1,500,16,15,0.5,0,2.5,1,0,2,0,-10.271,0.936984,16.0027,1.19256,11.1557
457,100,0.1,0.2,100,1,500,16,15,0.5,0,2.5,1,0,3,0,0.213354,0.946519,1.11689,1.0121,5.36328
458,100,0.1,0.2,100,1,500,16,15,0.5,0,2.5,1,1,1,0,-28.1801,0.937126,30.5006,1.1311,11.6919
458,100,0.1,0.2,100,1,500,16,15,0.5,0,2.5,1,1,2,0,-615.505,0.934635,644.404,1.17591,10.5626
458,100,0.1,0.2,100,1,500,16,15,0.5,0,2.5,1,1,3,0,0.101488,0.949933,0.939173,0.900709,4.6628
459,100,0.1,0.2,100,1,500,16,15,0.5,0,2.5,0,0,1,0,-18.6154,0.94622,19.4226,0.96757,11.7989
459,100,0.1,0.2,100,1,500,16,15,0.5,0,2.5,0,0,2,0,-34.7999,0.924583,35.4481,1.35686,11.6447
459,100,0.1,0.2,100,1,500,16,15,0.5,0,2.5,0,0,3,0,0.0697452,0.950961,0.921114,0.882279,4.96186
460,100,0.1,0.2,100,1,500,16,15,0.5,0,2.5,0,1,1,0,-7.68704,0.938941,12.0471,1.15115,10.5829
460,100,0.1,0.2,100,1,500,16,15,0.5,0,2.5,0,1,2,0,-6.62421,0.93468,10.5732,1.23147,11.7098
460,100,0.1,0.2,100,1,500,16,15,0.5,0,2.5,0,1,3,0,0.172215,0.945823,1.14796,1.0214,5.07766
461,100,0.1,0.2,100,1,500,16,15,0.5,0.3,2.5,1,0,1,0,-3.10196,0.950685,4.11381,0.940393,11.8265
461,100,0.1,0.2,100,1,500,16,15,0.5,0.3,2.5,1,0,2,0,-147.926,0.946639,149.357,1.01755,10.152
461,100,0.1,0.2,100,1,500,16,15,0.5,0.3,2.5,1,0,3,0,0.0225742,0.950864,0.980249,0.936977,3.53983
462,100,0.1,0.2,100,1,500,16,15,0.5,0.3,2.5,1,1,1,0,-1509.12,0.945718,1529.85,1.02636,11.0291
462,100,0.1,0.2,100,1,500,16,15,0.5,0.3,2.5,1,1,2,0,-16181.1,0.945121,16393.5,1.03765,10.4386
462,100,0.1,0.2,100,1,500,16,15,0.5,0.3,2.5,1,1,3,0,-0.0108534,0.949359,1.02406,0.957522,4.50246
463,100,0.1,0.2,100,1,500,16,15,0.5,0.3,2.5,0,0,1,0,-20.6597,0.947647,19.8945,0.978575,11.8403
463,100,0.1,0.2,100,1,500,16,15,0.5,0.3,2.5,0,0,2,0,-2.96708,0.948327,3.64378,0.965876,9.81505
463,100,0.1,0.2,100,1,500,16,15,0.5,0.3,2.5,0,0,3,0,0.0591792,0.955885,0.864148,0.824592,4.15255
464,100,0.1,0.2,100,1,500,16,15,0.5,0.3,2.5,0,1,1,0,-22.811,0.937354,25.1004,1.14726,10.5111
464,100,0.1,0.2,100,1,500,16,15,0.5,0.3,2.5,0,1,2,0,-45.6577,0.945909,49.1842,0.990582,11.8841
464,100,0.1,0.2,100,1,500,16,15,0.5,0.3,2.5,0,1,3,0,0.116304,0.953234,0.931548,0.856443,4.82146
465,100,0.1,0.2,100,1,500,16,15,0.5,0.5,2.5,1,0,1,0,-4.84735,0.94055,9.6451,1.12012,13.2457
465,100,0.1,0.2,100,1,500,16,15,0.5,0.5,2.5,1,0,2,0,-4.09596,0.94816,8.4057,0.976741,12.0978
465,100,0.1,0.2,100,1,500,16,15,0.5,0.5,2.5,1,0,3,0,0.344226,0.954951,1.08169,0.848795,4.30505
466,100,0.1,0.2,100,1,500,16,15,0.5,0.5,2.5,1,1,1,0,-43.3779,0.942724,50.7065,1.06065,11.8177
466,100,0.1,0.2,100,1,500,16,15,0.5,0.5,2.5,1,1,2,0,-15.2305,0.938773,18.5451,1.13381,9.96881
466,100,0.1,0.2,100,1,500,16,15,0.5,0.5,2.5,1,1,3,0,0.0735281,0.9448,1.05859,1.0222,6.03761
467,100,0.1,0.2,100,1,500,16,15,0.5,0.5,2.5,0,0,1,0,-14.1435,0.940778,14.8086,1.08819,11.9512
467,100,0.1,0.2,100,1,500,16,15,0.5,0.5,2.5,0,0,2,0,-61.2536,0.949181,60.8766,0.933795,11.0784
467,100,0.1,0.2,100,1,500,16,15,0.5,0.5,2.5,0,0,3,0,0.0252609,0.950928,0.953178,0.901681,3.97511
468,100,0.1,0.2,100,1,500,16,15,0.5,0.5,2.5,0,1,1,0,-7.78495,0.956387,8.77848,0.825833,11.7822
468,100,0.1,0.2,100,1,500,16,15,0.5,0.5,2.5,0,1,2,0,-102.309,0.945064,103.233,1.04024,11.0663
468,100,0.1,0.2,100,1,500,16,15,0.5,0.5,2.5,0,1,3,0,0.0377081,0.950753,0.961583,0.932523,3.85415
469,100,0.1,0.2,100,1,500,32,1,0,0,2.5,1,0,1,0,1,1,5.1171e-26,-2.41958e-15,28.3709
469,100,0.1,0.2,100,1,500,32,1,0,0,2.5,1,0,2,0,1,1,2.31135e-26,-3.3091e-15,26.9195
469,100,0.1,0.2,100,1,500,32,1,0,0,2.5,1,0,3,0,1,1,7.38425e-24,3.24465e-16,5.13553
470,100,0.1,0.2,100,1,500,32,1,0,0,2.5,1,1,1,0,1,1,2.08907e-29,-3.79194e-15,21.5045
470,100,0.1,0.2,100,1,500,32,1,0,0,2.5,1,1,2,0,1,1,2.37871e-30,-2.97756e-15,19.8957
470,100,0.1,0.2,100,1,500,32,1,0,0,2.5,1,1,3,0,1,1,2.91859e-22,-6.61875e-16,4.53688
471,100,0.1,0.2,100,1,500,32,1,0,0,2.5,0,0,1,0,1,1,3.49898e-29,-3.75672e-15,23.7183
471,100,0.1,0.2,100,1,500,32,1,0,0,2.5,0,0,2,0,1,1,1.03126e-30,-1.01275e-15,23.3934
471,100,0.1,0.2,100,1,500,32,1,0,0,2.5,0,0,3,0,1,1,3.26459e-22,-1.49986e-15,4.73912
472,100,0.1,0.2,100,1,500,32,1,0,0,2.5,0,1,1,0,1,1,1.01141e-29,-1.59789e-15,21.9655
472,100,0.1,0.2,100,1,500,32,1,0,0,2.5,0,1,2,0,1,1,2.0397e-28,-3.63087e-15,20.5821
472,100,0.1,0.2,100,1,500,32,1,0,0,2.5,0,1,3,0,1,1,3.08082e-22,-1.67832e-15,4.91555
473,100,0.1,0.2,100,1,500,32,1,0,0.3,2.5,1,0,1,0,1,1,4.95897e-30,-2.81419e-15,15.6703
473,100,0.1,0.2,100,1,500,32,1,0,0.3,2.5,1,0,2,0,1,1,6.91392e-30,-8.99057e-17,17.4622
473,100,0.1,0.2,100,1,500,32,1,0,0.3,2.5,1,0,3,0,0.155717,0.983449,0.0242483,0.0164771,23.5434
474,100,0.1,0.2,100,1,500,32,1,0,0.3,2.5,1,1,1,0,1,1,7.16108e-30,-4.05331e-15,14.0946
474,100,0.1,0.2,100,1,500,32,1,0,0.3,2.5,1,1,2,0,1,1,2.23339e-29,-4.20212e-15,12.6507
474,100,0.1,0.2,100,1,500,32,1,0,0.3,2.5,1,1,3,0,0.523049,0.987545,0.0194254,0.0131096,44.002
475,100,0.1,0.2,100,1,500,32,1,0,0.3,2.5,0,0,1,0,1,1,2.48002e-30,-5.8541e-15,15.1581
475,100,0.1,0.2,100,1,500,32,1,0,0.3,2.5,0,0,2,0,1,1,3.18233e-29,-4.24798e-15,14.3554
475,100,0.1,0.2,100,1,500,32,1,0,0.3,2.5,0,0,3,0,0.797649,0.999002,0.00148104,0.00108756,18.2683
476,100,0.1,0.2,100,1,500,32,1,0,0.3,2.5,0,1,1,0,1,1,1.76385e-30,-8.27275e-16,12.3774
476,100,0.1,0.2,100,1,500,32,1,0,0.3,2.5,0,1,2,0,1,1,6.5473e-29,-1.20221e-15,15.369
476,100,0.1,0.2,100,1,500,32,1,0,0.3,2.5,0,1,3,0,0.82284,0.995876,0.00535919,0.00414961,15.7102
477,100,0.1,0.2,100,1,500,32,1,0,0.5,2.5,1,0,1,0,1,1,4.57978e-29,-3.88137e-15,12.4633
477,100,0.1,0.2,100,1,500,32,1,0,0.5,2.5,1,0,2,0,1,1,7.77678e-30,-8.59046e-16,11.7547
477,100,0.1,0.2,100,1,500,32,1,0,0.5,2.5,1,0,3,0,-1.39381,0.940686,0.0880267,0.0655458,33.0108
478,100,0.1,0.2,100,1,500,32,1,0,0.5,2.5,1,1,1,0,1,1,7.07462e-30,-2.667e-15,12.58
478,100,0.1,0.2,100,1,500,32,1,0,0.5,2.5,1,1,2,0,1,1,1.33265e-28,-5.24742e-15,11.9873
478,100,0.1,0.2,100,1,500,32,1,0,0.5,2.5,1,1,3,0,-0.692368,0.914817,0.107542,0.0795205,31.4045
479,100,0.1,0.2,100,1,500,32,1,0,0.5,2.5,0,0,1,0,1,1,1.23165e-27,-2.0465e-15,10.3866
479,100,0.1,0.2,100,1,500,32,1,0,0.5,2.5,0,0,2,0,1,1,2.89168e-30,-3.95895e-15,10.6708
479,100,0.1,0.2,100,1,500,32,1,0,0.5,2.5,0,0,3,0,-0.539402,0.882966,0.12587,0.112851,11.6816
480,100,0.1,0.2,100,1,500,32,1,0,0.5,2.5,0,1,1,0,1,1,3.39349e-30,-1.05217e-15,11.9889
480,100,0.1,0.2,100,1,500,32,1,0,0.5,2.5,0,1,2,0,1,1,1.20855e-30,-2.33838e-16,10.5271
480,100,0.1,0.2,100,1,500,32,1,0,0.5,2.5,0,1,3,0,0.133513,0.962529,0.0506102,0.0396822,17.9789
481,100,0.1,0.2,100,1,500,32,1,0.1,0,2.5,1,0,1,0,-53.8574,0.988556,1.48583,0.0157225,66.5596
481,100,0.1,0.2,100,1,500,32,1,0.1,0,2.5,1,0,2,0,-3285.46,0.991111,89.0147,0.012212,67.1462
481,100,0.1,0.2,100,1,500,32,1,0.1,0,2.5,1,0,3,0,0.651198,0.993501,0.00944741,0.00892798,4.98957
482,100,0.1,0.2,100,1,500,32,1,0.1,0,2.5,1,1,1,0,-3.71447e+07,0.981395,387706,0.0243427,67.9409
482,100,0.1,0.2,100,1,500,32,1,0.1,0,2.5,1,1,2,0,-4398.8,0.992987,45.9239,0.00917573,72.3666
482,100,0.1,0.2,100,1,500,32,1,0.1,0,2.5,1,1,3,0,0.0594687,0.992851,0.00981701,0.0093531,6.27038
483,100,0.1,0.2,100,1,500,32,1,0.1,0,2.5,0,0,1,0,-868.401,0.990575,25.2958,0.0130824,80.6089
483,100,0.1,0.2,100,1,500,32,1,0.1,0,2.5,0,0,2,0,-37.1914,0.987209,1.11121,0.0177549,72.9714
483,100,0.1,0.2,100,1,500,32,1,0.1,0,2.5,0,0,3,0,0.64134,0.993124,0.0104355,0.00954473,4.1912
484,100,0.1,0.2,100,1,500,32,1,0.1,0,2.5,0,1,1,0,-463.335,0.988877,11.495,0.013892,67.0663
484,100,0.1,0.2,100,1,500,32,1,0.1,0,2.5,0,1,2,0,-1.70017,0.990386,0.0668448,0.0120067,66.6801
484,100,0.1,0.2,100,1,500,32,1,0.1,0,2.5,0,1,3,0,0.618227,0.992897,0.0094511,0.00887121,5.38922
485,100,0.1,0.2,100,1,500,32,1,0.1,0.3,2.5,1,0,1,0,-13.5044,0.991288,0.972211,0.0120148,80.9291
485,100,0.1,0.2,100,1,500,32,1,0.1,0.3,2.5,1,0,2,0,-1.73516,0.993015,0.183334,0.00963269,83.9809
485,100,0.1,0.2,100,1,500,32,1,0.1,0.3,2.5,1,0,3,0,0.117195,0.970435,0.0591731,0.040774,29.1594
486,100,0.1,0.2,100,1,500,32,1,0.1,0.3,2.5,1,1,1,0,-48.2238,0.992782,1.88212,0.00932642,81.2971
486,100,0.1,0.2,100,1,500,32,1,0.1,0.3,2.5,1,1,2,0,-8.17614,0.991383,0.350859,0.0111343,81.1906
